contractNumberSys;Supplier;descriptionRu;FaktTradeMethods;faktSum;contractSumWnds;RefSubjectType
970140000876/230052/00;"{'nameRu': 'ИП ""Ерсайын""'}";Работы по изготовлению и доставке дорожных знаков со стойками дорожного знака;{'nameRu': 'Запрос ценовых предложений'};0.00;109000.00;{'nameRu': 'Работа'}
970140000876/230051/00;"{'nameRu': 'ИП ""Лукович Татьяна Петровна""'}";Захоронение безродных;{'nameRu': 'Из одного источника путем прямого заключения договора'};100000.00;100000.00;{'nameRu': 'Услуга'}
970140000876/230050/00;"{'nameRu': 'ТОО ""Братья""'}";Монтаж уличного освещения в с.Босколь, ул.  Карабалыкский район Костанайская область;{'nameRu': 'Запрос ценовых предложений'};0.00;2964640.00;{'nameRu': 'Работа'}
970140000876/230049/00;"{'nameRu': 'ИП ""Кинсфатор Е.Г.""'}";Текущий ремонт компьютерной, периферийной техники и их частей;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};0.00;50000.00;{'nameRu': 'Услуга'}
970140000876/230048/00;"{'nameRu': 'ИП ""Кинсфатор Е.Г.""'}";"Услуги по обновлению программного обеспечения - продление программного продукта &quot;Kaspersky Internet Security&quot; 6ПК.";{'nameRu': 'Запрос ценовых предложений'};0.00;26000.00;{'nameRu': 'Услуга'}
970140000876/230047/00;"{'nameRu': 'Товарищество с ограниченной ответственностью ""Energy Light Way""'}";Монтаж уличного освещения в с.Талапкер, ул.Центральная, Дорожная Карабалыкский район;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};0.00;1091000.00;{'nameRu': 'Работа'}
970140000876/230046/00;{'nameRu': 'ИП Joni'};Услуги по изготовлению и доставки баннера;{'nameRu': 'Запрос ценовых предложений'};36000.00;36000.00;{'nameRu': 'Услуга'}
970140000876/230045/00;"{'nameRu': 'Товарищество с ограниченной ответственностью ""Energy Light Way""'}";Монтаж уличного освещения в с.Босколь, ул. Нечипуренко, Автогородок Карабалыкский район Костанайская область;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};0.00;1562200.00;{'nameRu': 'Работа'}
970140000876/230044/00;"{'nameRu': 'Товарищество с ограниченной ответственностью ""Energy Light Way""'}";Монтаж уличного освещения в с.Босколь, ул.Зеленая, ул.Лесная Карабалыкский район;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};0.00;3360000.00;{'nameRu': 'Работа'}
970140000876/230043/00;"{'nameRu': 'Товарищество с ограниченной ответственностью ""Energy Light Way""'}";Монтаж уличного освещения в с.Босколь, ул.Калинина Карабалыкский район;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};0.00;683400.00;{'nameRu': 'Работа'}
