contractNumberSys;Supplier;descriptionRu;FaktTradeMethods;faktSum;contractSumWnds;RefSubjectType
180140009933/230017/00;{'nameRu': 'ИП АБЕНОВ МИРАС ЖЕНИСУЛЫ'};приобретение канцелярских товаров;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};0.00;5000.00;{'nameRu': 'Товар'}
180140009933/230016/00;"{'nameRu': 'ИП ""ШАНШАРОВ  ""'}";приобретение канцелярских товаров;{'nameRu': 'Запрос ценовых предложений'};0.00;13464.00;{'nameRu': 'Товар'}
180140009933/230015/00;{'nameRu': 'Индивидуальный предприниматель БАЙУЗАКОВ АМАНГЕЛЬДЫ КАЛИБЕКОВИЧ'};Работа по изготовлению деревянного стеллажа;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};0.00;135000.00;{'nameRu': 'Работа'}
180140009933/230014/00;{'nameRu': 'ИСКЕНДИРОВА'};приобретение канцелярских товаров;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};0.00;13000.00;{'nameRu': 'Товар'}
180140009933/230013/00;"{'nameRu': 'ТОО ""Euro-Asia Consulting""'}";Услуги по организации семинара;{'nameRu': 'Из одного источника путем прямого заключения договора'};25000.00;25000.00;{'nameRu': 'Услуга'}
180140009933/230003/01;"{'nameRu': 'АО ""Казахтелеком""'}";Услуги по доступу к Интернету;{'nameRu': 'Второй этап конкурса с использованием рамочного соглашения'};130553.57;584880.00;{'nameRu': 'Услуга'}
180140009933/230002/01;"{'nameRu': 'АО ""Казахтелеком""'}";Услуги телефонной связи;{'nameRu': 'Второй этап конкурса с использованием рамочного соглашения'};9525.01;36000.00;{'nameRu': 'Услуга'}
180140009933/230012/00;{'nameRu': 'Индивидуальный предприниматель Елеутова Кампит Мухамбедзакировна'};приобретение канцелярских товаров;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};15599.89;15599.89;{'nameRu': 'Товар'}
180140009933/230011/00;{'nameRu': 'ИП  ИПТулегенов'};приобретение канцелярских товаров;{'nameRu': 'Запрос ценовых предложений'};2600.00;2600.00;{'nameRu': 'Товар'}
180140009933/230010/00;{'nameRu': 'ИСКЕНДИРОВА'};приобретение канцелярских товаров;{'nameRu': 'Запрос ценовых предложений'};36676.00;36676.00;{'nameRu': 'Товар'}
180140009933/230009/00;{'nameRu': 'ИСКЕНДИРОВА'};Приобретение канцелярских товаров;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};5000.00;5000.00;{'nameRu': 'Товар'}
180140009933/230008/00;{'nameRu': 'ASYLYM'};Услуги по заправке картриджей;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};17500.00;17500.00;{'nameRu': 'Услуга'}
180140009933/230007/00;{'nameRu': 'ИП ГАЛЕЕВА Б.С.'};Техническая поддержка сайта;{'nameRu': 'Запрос ценовых предложений'};0.00;64000.00;{'nameRu': 'Работа'}
180140009933/230006/00;{'nameRu': 'ИП TezTap'};Техническая поддержка сайта;{'nameRu': 'Запрос ценовых предложений'};0.00;63000.00;{'nameRu': 'Работа'}
180140009933/230005/00;{'nameRu': 'ASYLYM'};Установка антивируса;{'nameRu': 'Запрос ценовых предложений'};68999.00;68999.00;{'nameRu': 'Услуга'}
180140009933/230004/00;"{'nameRu': 'ИП ""НурХас""'}";Бумага для офисного оборудования, формат А4( в одной пачке 500 шт);{'nameRu': 'Запрос ценовых предложений'};57225.00;57225.00;{'nameRu': 'Товар'}
180140009933/230003/00;"{'nameRu': 'АО ""Казахтелеком""'}";Услуги по доступу к Интернету;{'nameRu': 'Второй этап конкурса с использованием рамочного соглашения'};87035.71;584880.00;{'nameRu': 'Услуга'}
180140009933/230002/00;"{'nameRu': 'АО ""Казахтелеком""'}";Услуги телефонной связи;{'nameRu': 'Второй этап конкурса с использованием рамочного соглашения'};7499.07;36000.00;{'nameRu': 'Услуга'}
180140009933/230001/00;{'nameRu': 'ИП ЖАПАРОВА А.А.'};Бағдарламалық жасақты әкімшіліктендіру және оған техникалық қызмет көрсету бойынша қызметтер;{'nameRu': 'Запрос ценовых предложений'};225000.00;270000.00;{'nameRu': 'Услуга'}
