contractNumberSys;Supplier;descriptionRu;FaktTradeMethods;faktSum;contractSumWnds;RefSubjectType
081040002479/230094/00;{'nameRu': 'ИП Карашова'};Ель искуственная;{'nameRu': 'Запрос ценовых предложений'};0.00;66000.00;{'nameRu': 'Товар'}
081040002479/230089/00;{'nameRu': 'АГИТАЕВА ДИНА'};комплект посуды;{'nameRu': 'Запрос ценовых предложений'};0.00;60000.00;{'nameRu': 'Товар'}
081040002479/230084/00;"{'nameRu': 'ТОО ""СКАЖ и М""'}";Строительно-ремонтные товары;{'nameRu': 'Запрос ценовых предложений'};0.00;198912.00;{'nameRu': 'Товар'}
081040002479/230083/00;{'nameRu': 'ИП КОШКЕНБАЕВА'};Работы по изготовлению мебели;{'nameRu': 'Запрос ценовых предложений'};0.00;1369634.56;{'nameRu': 'Работа'}
081040002479/230082/00;{'nameRu': 'ASSEL'};Дезинфицирующее средство;{'nameRu': 'Электронный магазин'};0.00;82272.00;{'nameRu': 'Товар'}
081040002479/230005/01;{'nameRu': 'ИП  ГОВОРУХА  СЕРГЕЙ  ЛЕОНИДОВИЧ'};техническое обслуживание пожарной сигнализации;{'nameRu': 'Запрос ценовых предложений'};55000.00;62000.00;{'nameRu': 'Услуга'}
081040002479/230081/00;{'nameRu': 'ИП Айсабаев'};Ремонт дымовой трубы;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};120000.00;120000.00;{'nameRu': 'Услуга'}
081040002479/230080/00;{'nameRu': 'ИП Урынбаев Нурлан Тулегенович'};Овощи;{'nameRu': 'Конкурс по приобретению товаров, связанных с обеспечением питания воспитанников и обучающихся'};30870.00;69148.80;{'nameRu': 'Товар'}
081040002479/230079/00;"{'nameRu': 'ТОО ""BD Info Group""'}";"Предоставление доступа к электронной системе &quot;Образование&quot;.";{'nameRu': 'Из одного источника по несостоявшимся закупкам'};135000.00;135000.00;{'nameRu': 'Услуга'}
081040002479/230078/00;{'nameRu': 'AVS'};Услуги по промывке системы отопления и опрессовке с заменой насоса и крана;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};137000.00;137000.00;{'nameRu': 'Услуга'}
081040002479/230077/00;"{'nameRu': 'ТОО ""Мунай Трейд kst""'}";Бензин;{'nameRu': 'Второй этап конкурса с использованием рамочного соглашения'};54909.00;61498.08;{'nameRu': 'Товар'}
081040002479/230076/00;{'nameRu': 'ИП МУХИН ВЛАДИМИР АЛЕКСАНДРОВИЧ'};Флагшток;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};38380.00;38380.00;{'nameRu': 'Товар'}
081040002479/230075/00;"{'nameRu': 'ТОО ""Костанайское учебно-производственное предприятие общественного объединения ""Казахское общество слепых""'}";плитка;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};16200.00;18144.00;{'nameRu': 'Товар'}
081040002479/230074/00;{'nameRu': 'Incom'};Дюбель-шуруп;{'nameRu': 'Запрос ценовых предложений'};2140.00;2140.00;{'nameRu': 'Товар'}
081040002479/230073/00;{'nameRu': 'ЭЛЕКТРОАВТОМАТИКА'};Услуги по замене кабеля локальной сети интернет;{'nameRu': 'Запрос ценовых предложений'};177000.00;177000.00;{'nameRu': 'Услуга'}
081040002479/230072/00;{'nameRu': 'Ledenergy.kz'};Батарейки;{'nameRu': 'Электронный магазин'};0.00;56224.00;{'nameRu': 'Товар'}
081040002479/230068/01;{'nameRu': 'Okey'};Изготовление стендов;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};39550.00;39550.00;{'nameRu': 'Работа'}
081040002479/230071/00;"{'nameRu': 'ИП ""Ulytau Energy ""'}";Печать автомат;{'nameRu': 'Запрос ценовых предложений'};0.00;7200.00;{'nameRu': 'Товар'}
081040002479/230070/00;"{'nameRu': 'ТОО ""Костанайское учебно-производственное предприятие общественного объединения ""Казахское общество слепых""'}";Полиграфические услуги;{'nameRu': 'Запрос ценовых предложений'};0.00;15590.40;{'nameRu': 'Услуга'}
081040002479/230069/00;{'nameRu': 'Индивидуальный предприниматель Төлеген Қ.Н.'};Унитазы детские;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};0.00;721525.00;{'nameRu': 'Товар'}
081040002479/230068/00;{'nameRu': 'Okey'};Изготовление стендов;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};0.00;35000.00;{'nameRu': 'Работа'}
081040002479/230067/00;{'nameRu': 'ИП Урюпин М.И.'};ремонт стиральных машин;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};0.00;78000.00;{'nameRu': 'Работа'}
081040002479/230066/00;{'nameRu': 'Индивидуальный предприниматель Острижной В.В.'};Электрическая плита;{'nameRu': 'Запрос ценовых предложений'};485000.00;543200.00;{'nameRu': 'Товар'}
081040002479/230006/01;{'nameRu': 'ИП КУЖАХМЕТОВ ГАБИТ СЕРЕКБАЕВИЧ'};Услуги по техническому обслуживанию видеонаблюдения;{'nameRu': 'Запрос ценовых предложений'};0.00;59000.00;{'nameRu': 'Услуга'}
081040002479/230065/00;{'nameRu': 'ИП КУЛИКОВСКАЯ ИРИНА ПЕТРОВНА'};Кабель-канал;{'nameRu': 'Запрос ценовых предложений'};8150.00;8150.00;{'nameRu': 'Товар'}
081040002479/230064/00;{'nameRu': 'ИП АСАНОВА АЛТЫНАЙ'};Услуга по чистке ковров;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};0.00;42250.00;{'nameRu': 'Услуга'}
081040002479/230063/00;"{'nameRu': 'ТОО ""STS-KST""'}";Термометр для холодильника;{'nameRu': 'Запрос ценовых предложений'};0.00;20020.00;{'nameRu': 'Товар'}
081040002479/230062/00;"{'nameRu': 'ТОО """"ТДС Костанай""""'}";Плинтуса и комплектующие к ним;{'nameRu': 'Запрос ценовых предложений'};0.00;57880.00;{'nameRu': 'Товар'}
081040002479/230061/00;{'nameRu': 'ИП АРМАН'};Линолеум;{'nameRu': 'Запрос ценовых предложений'};0.00;932900.00;{'nameRu': 'Товар'}
081040002479/230059/01;{'nameRu': 'ИП ДОСМАГАНБЕТОВ'};Текущий ремонт детского сада;{'nameRu': 'Открытый конкурс'};0.00;17856400.00;{'nameRu': 'Работа'}
081040002479/230060/00;{'nameRu': 'ИП Дауенов'};Секатор садовый большой;{'nameRu': 'Запрос ценовых предложений'};0.00;2800.00;{'nameRu': 'Товар'}
081040002479/230030/01;{'nameRu': 'ИП МУХАНГАЛИЕВ КАНАТ АКИМГАЛИЕВИЧ'};продукты питания;{'nameRu': 'Конкурс по приобретению товаров, связанных с обеспечением питания воспитанников и обучающихся'};60348.20;360490.70;{'nameRu': 'Товар'}
081040002479/230059/00;{'nameRu': 'ИП ДОСМАГАНБЕТОВ'};Текущий ремонт детского сада;{'nameRu': 'Открытый конкурс'};0.00;13920000.00;{'nameRu': 'Работа'}
081040002479/230058/00;{'nameRu': 'ИП Урынбаев Нурлан Тулегенович'};продукты питания (огурцы, помидоры);{'nameRu': 'Из одного источника путем прямого заключения договора по питанию обучающихся'};0.00;172500.00;{'nameRu': 'Товар'}
081040002479/230057/00;"{'nameRu': 'ТОО ""Милх""'}";"Масло &amp;quot;крестьянское&amp;quot;";{'nameRu': 'Из одного источника путем прямого заключения договора по питанию обучающихся'};89843.75;437500.00;{'nameRu': 'Товар'}
081040002479/230056/00;"{'nameRu': 'Костанайский филиал АО ""Национальный центр экспертизы и сертификации""'}";Услуги по поверке средств измерений;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};0.00;33600.00;{'nameRu': 'Услуга'}
081040002479/230055/00;{'nameRu': 'Incom'};Картон для подшивки документов;{'nameRu': 'Запрос ценовых предложений'};0.00;11091.00;{'nameRu': 'Товар'}
081040002479/230054/00;"{'nameRu': 'Товарищество с ограниченной ответственностью """"Bilim Land""""'}";Образовательный онлайн-ресурс для воспитателей и методистов дошкольного образования  – www.BilimKids.kz;{'nameRu': 'Из одного источника путем прямого заключения договора'};0.00;145000.00;{'nameRu': 'Услуга'}
081040002479/230053/00;{'nameRu': 'САМҒАУ'};Кулер напольный;{'nameRu': 'Запрос ценовых предложений'};44998.00;44998.00;{'nameRu': 'Товар'}
081040002479/230052/00;{'nameRu': 'Art Sabi'};Внешний жесткий диск;{'nameRu': 'Запрос ценовых предложений'};0.00;41800.00;{'nameRu': 'Товар'}
081040002479/230051/00;"{'nameRu': 'ТОО ""Мунай Трейд kst""'}";бензин марки АИ-92 в талонах;{'nameRu': 'Второй этап конкурса с использованием рамочного соглашения'};0.00;122996.16;{'nameRu': 'Товар'}
081040002479/230050/00;{'nameRu': 'РГКП «Академия государственного управления при Президенте Республики Казахстан»'};повышение квалификации;{'nameRu': 'Из одного источника путем прямого заключения договора'};0.00;80200.00;{'nameRu': 'Услуга'}
081040002479/230049/00;{'nameRu': 'ИП НАУРУЗБАЕВА ДАРИЯ КУЛТАЕВНА'};материалы для рукоделия (тесьма, пуговицы);{'nameRu': 'Запрос ценовых предложений'};0.00;41756.00;{'nameRu': 'Товар'}
081040002479/230048/00;{'nameRu': 'KLEVER'};материалы для рукоделия (шило, нитки);{'nameRu': 'Запрос ценовых предложений'};8940.00;8940.00;{'nameRu': 'Товар'}
081040002479/230047/00;"{'nameRu': 'Товарищество с ограниченной ответственностью ""Dias Profit""'}";материалы для рукоделия (ножницы, нитки, булавки, иглы);{'nameRu': 'Запрос ценовых предложений'};0.00;49745.92;{'nameRu': 'Товар'}
081040002479/230046/00;{'nameRu': 'IG-Service'};Веб-камера для ПК;{'nameRu': 'Запрос ценовых предложений'};0.00;13774.00;{'nameRu': 'Товар'}
081040002479/230045/00;{'nameRu': 'IT-BOOM'};жесткий диск;{'nameRu': 'Запрос ценовых предложений'};0.00;23000.00;{'nameRu': 'Товар'}
081040002479/230044/00;"{'nameRu': 'ТОО ""Гигиенист VII""'}";Услуги по проведению лабораторных/лабораторно-инструментальных исследований/анализов;{'nameRu': 'Запрос ценовых предложений'};0.00;100000.00;{'nameRu': 'Услуга'}
081040002479/230043/00;"{'nameRu': 'ТОО ""CIFRTECH""'}";Ноутбук;{'nameRu': 'Запрос ценовых предложений'};0.00;172704.00;{'nameRu': 'Товар'}
