contractNumberSys;Supplier;descriptionRu;FaktTradeMethods;faktSum;contractSumWnds;RefSubjectType
060140006181/230014/01;"{'nameRu': 'ОО ""ИНТЕЛЕКТУАЛЬНЫЙ ЦЕНТР ИННОВАЦИОННОЕ ОБРАЗОВАНИЕ""'}";Услуги по организации/проведению мероприятий в рамках реализации государственного социального заказа;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};0.00;482142.00;{'nameRu': 'Услуга'}
060140006181/230021/00;"{'nameRu': 'ИП ""АСХАТ""'}";Бумага А4;{'nameRu': 'Запрос ценовых предложений'};0.00;32000.00;{'nameRu': 'Товар'}
060140006181/230020/00;"{'nameRu': 'ТОО ""Kst trade""'}";бензин АИ-92;{'nameRu': 'Второй этап конкурса с использованием рамочного соглашения'};0.00;153742.50;{'nameRu': 'Товар'}
060140006181/230018/01;"{'nameRu': 'ОО ""ИНТЕЛЕКТУАЛЬНЫЙ ЦЕНТР ИННОВАЦИОННОЕ ОБРАЗОВАНИЕ""'}";Услуги по организации/проведению мероприятий в рамках реализации государственного социального заказа;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};0.00;2120000.00;{'nameRu': 'Услуга'}
060140006181/230012/01;"{'nameRu': 'ОО ""ИНТЕЛЕКТУАЛЬНЫЙ ЦЕНТР ИННОВАЦИОННОЕ ОБРАЗОВАНИЕ""'}";Услуги по организации/проведению мероприятий в рамках реализации государственного социального заказа;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};0.00;814858.00;{'nameRu': 'Услуга'}
060140006181/230019/00;{'nameRu': 'ИП Кожуров С.М.'};приобретение запчасти;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};0.00;3635.52;{'nameRu': 'Товар'}
060140006181/230018/00;"{'nameRu': 'ОО ""ИНТЕЛЕКТУАЛЬНЫЙ ЦЕНТР ИННОВАЦИОННОЕ ОБРАЗОВАНИЕ""'}";Услуги по организации/проведению мероприятий в рамках реализации государственного социального заказа;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};0.00;2120000.00;{'nameRu': 'Услуга'}
060140006181/230017/00;{'nameRu': 'ИП Кожуров С.М.'};приобретение запчасти;{'nameRu': 'Запрос ценовых предложений'};0.00;11613.28;{'nameRu': 'Товар'}
060140006181/230016/00;{'nameRu': 'ИП ARSENAL'};приобретение запчасти;{'nameRu': 'Запрос ценовых предложений'};0.00;9398.00;{'nameRu': 'Товар'}
060140006181/230015/00;{'nameRu': 'ИП ARSENAL'};приобретение запчасти;{'nameRu': 'Запрос ценовых предложений'};0.00;5340.00;{'nameRu': 'Товар'}
060140006181/230014/00;"{'nameRu': 'ОО ""ИНТЕЛЕКТУАЛЬНЫЙ ЦЕНТР ИННОВАЦИОННОЕ ОБРАЗОВАНИЕ""'}";Услуги по организации/проведению мероприятий в рамках реализации государственного социального заказа;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};0.00;482142.00;{'nameRu': 'Услуга'}
060140006181/230013/00;"{'nameRu': 'ИП""Байдильдинова А.Т""'}";канцелярские товары;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};0.00;1116.00;{'nameRu': 'Товар'}
060140006181/230012/00;"{'nameRu': 'ОО ""ИНТЕЛЕКТУАЛЬНЫЙ ЦЕНТР ИННОВАЦИОННОЕ ОБРАЗОВАНИЕ""'}";Услуги по организации/проведению мероприятий в рамках реализации государственного социального заказа;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};0.00;864000.00;{'nameRu': 'Услуга'}
060140006181/230011/00;"{'nameRu': 'Костанайский ОФ АО ""Казпочта""'}";подписка на периодические издания на 2 полугодие 2023 года;{'nameRu': 'Из одного источника путем прямого заключения договора'};0.00;12000.00;{'nameRu': 'Услуга'}
060140006181/230010/00;"{'nameRu': 'Костанайский ОФ АО ""Казпочта""'}";подписка на периодические издания на 2 полугодие 2023 года;{'nameRu': 'Из одного источника путем прямого заключения договора'};0.00;32206.00;{'nameRu': 'Услуга'}
060140006181/230009/00;{'nameRu': 'ИП Родничок'};канцелярские товары;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};0.00;8651.87;{'nameRu': 'Товар'}
060140006181/230008/00;"{'nameRu': 'ИП""Байдильдинова А.Т""'}";канцелярские товары;{'nameRu': 'Запрос ценовых предложений'};0.00;18100.00;{'nameRu': 'Товар'}
060140006181/230004/01;"{'nameRu': 'ТОО ""PROFI SOFT""'}";обслуж. програм. продукта 1 С-Предприятие Бухгал. для гос. учреж., типовой конфигурации;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};90307.14;161576.00;{'nameRu': 'Услуга'}
060140006181/230001/01;"{'nameRu': 'ТОО ""PROFI SOFT""'}";Услуги по сопровождению и технической поддержке информационной системы (ИТС);{'nameRu': 'Запрос ценовых предложений'};0.00;110000.00;{'nameRu': 'Услуга'}
060140006181/230007/00;"{'nameRu': 'ТОО ""Kst trade""'}";бензин АИ-92;{'nameRu': 'Второй этап конкурса с использованием рамочного соглашения'};0.00;81996.00;{'nameRu': 'Товар'}
060140006181/230006/00;"{'nameRu': 'ТОО ""Компьютерные Системы и защита информации""'}";Продление лицензии Антивируса;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};0.00;15680.00;{'nameRu': 'Услуга'}
060140006181/230005/00;{'nameRu': 'ИП Мамырбеков'};изготовление бланков;{'nameRu': 'Запрос ценовых предложений'};0.00;10500.00;{'nameRu': 'Услуга'}
060140006181/230004/00;"{'nameRu': 'ТОО ""PROFI SOFT""'}";обслуж. програм. продукта 1 С-Предприятие Бухгал. для гос. учреж., типовой конфигурации;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};16200.00;146000.00;{'nameRu': 'Услуга'}
060140006181/230003/00;"{'nameRu': 'АО ""Казахтелеком""'}";Услуги телефонной связи;{'nameRu': 'Второй этап конкурса с использованием рамочного соглашения'};0.00;64000.00;{'nameRu': 'Услуга'}
060140006181/230002/00;"{'nameRu': 'АО ""Казахтелеком""'}";Услуги по доступу к Интернету;{'nameRu': 'Второй этап конкурса с использованием рамочного соглашения'};0.00;417000.00;{'nameRu': 'Услуга'}
060140006181/230001/00;"{'nameRu': 'ТОО ""PROFI SOFT""'}";Услуги по сопровождению и технической поддержке информационной системы (ИТС);{'nameRu': 'Запрос ценовых предложений'};0.00;98214.29;{'nameRu': 'Услуга'}
