contractNumberSys;Supplier;descriptionRu;FaktTradeMethods;faktSum;contractSumWnds;RefSubjectType
990640000560/230038/00;"{'nameRu': 'ТОО ""Kst trade""'}";Бензин для двигателей с искровым зажиганием;{'nameRu': 'Второй этап конкурса с использованием рамочного соглашения'};0.00;102500.00;{'nameRu': 'Товар'}
990640000560/230037/00;{'nameRu': 'ИП Котляр Е.В.'};Разъем, часть вращающая, струбцина.;{'nameRu': 'Электронный магазин'};0.00;467600.00;{'nameRu': 'Товар'}
990640000560/230036/00;{'nameRu': 'ИП СМАГЛЮК ВИТАЛИЙ ВАЛЕРЬЕВИЧ'};Пианино, жидкость, пульт управления, радио станция.;{'nameRu': 'Электронный магазин'};0.00;813000.00;{'nameRu': 'Товар'}
990640000560/230035/00;{'nameRu': 'ИП СМАГЛЮК ВИТАЛИЙ ВАЛЕРЬЕВИЧ'};Прожектор, система акустическая, прожектор, усилитель звуковой;{'nameRu': 'Электронный магазин'};0.00;2936000.00;{'nameRu': 'Товар'}
990640000560/230034/00;{'nameRu': 'Некоммерческое акционерное общество «Государственная корпорация «Правительство для граждан»'};Услуги по оформлению/получению технической/правоустанавливающей/разрешительной и иной документации (оформление/переоформление/подготовка/регистрация/перерегистрация в соответствующих органах/реестрах и аналогичное);{'nameRu': 'Из одного источника путем прямого заключения договора'};0.00;25252.53;{'nameRu': 'Услуга'}
990640000560/230033/00;{'nameRu': 'ИП СМАГЛЮК ВИТАЛИЙ ВАЛЕРЬЕВИЧ'};Система акустическая;{'nameRu': 'Электронный магазин'};0.00;2198000.00;{'nameRu': 'Товар'}
990640000560/230032/00;{'nameRu': 'ИП Данияр'};Установка и предоставление летней шины для служебного автомобиля;{'nameRu': 'Запрос ценовых предложений'};0.00;245000.00;{'nameRu': 'Работа'}
990640000560/230031/00;"{'nameRu': 'ТОО ""Каз Интер Уголь""'}";Уголь каменный;{'nameRu': 'Через товарные биржи'};0.00;1918113.68;{'nameRu': 'Товар'}
990640000560/230030/00;{'nameRu': 'ИП ШЕВЧЕНКО ВИКТОРИЯ ВИКТОРОВНА'};Работы по пошиву одежды;{'nameRu': 'Запрос ценовых предложений'};0.00;150000.00;{'nameRu': 'Работа'}
990640000560/230029/00;{'nameRu': 'ВЕНЕРА'};Изготовление тактильной плитки, пиктограмм и т.д.;{'nameRu': 'Запрос ценовых предложений'};0.00;494000.00;{'nameRu': 'Работа'}
990640000560/230028/00;"{'nameRu': 'ТОО ""Kst trade""'}";Бензин для двигателей с искровым зажиганием;{'nameRu': 'Второй этап конкурса с использованием рамочного соглашения'};0.00;204000.00;{'nameRu': 'Товар'}
990640000560/230027/00;{'nameRu': 'РАХМЕТОВА ГУЛЬНАРА'};Батарейка типа АА. Технология: Щелочная. Индикатор заряда: обязательно. Длина батарейки не менее 50 мм. Диаметр батарейки: не менее 14 мм. Напряжение питания: не менее 1.5 В.;{'nameRu': 'Запрос ценовых предложений'};56000.00;56000.00;{'nameRu': 'Товар'}
990640000560/230026/00;"{'nameRu': 'ТОО ""АТОМ 177""'}";Стекло лобовое и установка на служебный автомобиль;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};0.00;58000.00;{'nameRu': 'Работа'}
990640000560/230025/00;"{'nameRu': 'ТОО ""Adancom""'}";Компьютер в комплекте;{'nameRu': 'Электронный магазин'};446428.55;499999.98;{'nameRu': 'Товар'}
990640000560/230024/00;{'nameRu': 'ИП Comfort-KZ'};Работы по пошиву одежды костюмы детские;{'nameRu': 'Запрос ценовых предложений'};0.00;512310.00;{'nameRu': 'Работа'}
990640000560/230023/00;"{'nameRu': 'ИП ""АКБАСОВА РОЗА СЕЙЛХАНОВНА""'}";Коробки конфет шоколадные;{'nameRu': 'Запрос ценовых предложений'};102000.00;102000.00;{'nameRu': 'Товар'}
990640000560/230022/00;"{'nameRu': 'ИП ""Рекламные технологии""'}";Изготовление баннера;{'nameRu': 'Запрос ценовых предложений'};0.00;52500.00;{'nameRu': 'Услуга'}
990640000560/230021/00;{'nameRu': 'ИП ШЕВЧЕНКО ВИКТОРИЯ ВИКТОРОВНА'};Пошив костюма для ансамбля;{'nameRu': 'Запрос ценовых предложений'};0.00;200000.00;{'nameRu': 'Работа'}
990640000560/230020/00;"{'nameRu': 'ТОО ""Kst trade""'}";Бензин для двигателей с искровым зажиганием;{'nameRu': 'Второй этап конкурса с использованием рамочного соглашения'};0.00;332100.00;{'nameRu': 'Товар'}
990640000560/230019/00;{'nameRu': 'ИП ГНЕДКОВ  ВИТАЛИЙ  ВИКТОРОВИЧ'};Услуги по техническому обслуживанию автотранспорта/специальной техники;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};0.00;86400.00;{'nameRu': 'Услуга'}
990640000560/230018/00;{'nameRu': 'ИП ШЕВЧЕНКО ВИКТОРИЯ ВИКТОРОВНА'};Костюмы женские для ведущей.;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};0.00;60000.00;{'nameRu': 'Работа'}
990640000560/230017/00;{'nameRu': 'ИП Омельяненко Виталий Алексеевич'};Бумага для офисного оборудования;{'nameRu': 'Запрос ценовых предложений'};55080.00;55080.00;{'nameRu': 'Товар'}
990640000560/230016/00;{'nameRu': 'ИП ШЕВЧЕНКО ВИКТОРИЯ ВИКТОРОВНА'};Костюмы женские для ансамбля (казахские);{'nameRu': 'Запрос ценовых предложений'};0.00;784000.00;{'nameRu': 'Работа'}
990640000560/230015/00;"{'nameRu': 'АО ""Страховая компания ""Номад Иншуранс""'}";Услуги по страхованию гражданско-правовой ответственности перевозчиков (кроме владельцев автотранспортных средств);{'nameRu': 'Из одного источника по несостоявшимся закупкам'};0.00;35707.50;{'nameRu': 'Услуга'}
990640000560/230014/00;"{'nameRu': 'ТОО ""Kst trade""'}";Бензин для двигателей с искровым зажиганием;{'nameRu': 'Второй этап конкурса с использованием рамочного соглашения'};66785.71;74800.00;{'nameRu': 'Товар'}
990640000560/230013/00;"{'nameRu': 'АО ""Страховая компания ""Номад Иншуранс""'}";Услуги по страхованию гражданско-правовой ответственности владельцев автомобильного транспорта;{'nameRu': 'Запрос ценовых предложений'};0.00;40003.00;{'nameRu': 'Услуга'}
990640000560/230012/00;{'nameRu': 'ИП ШЕВЧЕНКО ВИКТОРИЯ ВИКТОРОВНА'};Костюмы женские для ансамбля Қыздарай;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};0.00;510000.00;{'nameRu': 'Работа'}
990640000560/230011/00;"{'nameRu': 'ИП ""Рекламные технологии""'}";Изготовление баннеров;{'nameRu': 'Запрос ценовых предложений'};0.00;48900.00;{'nameRu': 'Услуга'}
990640000560/230010/00;{'nameRu': 'ИП ШЕВЧЕНКО ВИКТОРИЯ ВИКТОРОВНА'};Костюмы женские, виде розы сценический образ;{'nameRu': 'Запрос ценовых предложений'};0.00;199000.00;{'nameRu': 'Работа'}
990640000560/230009/00;{'nameRu': 'ИП БУХАРОВ  ИЛЬЯ  ВЛАДИМИРОВИЧ'};Услуги по информационо -техническому сопровождению программы 1- с бухгалтерия;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};175000.00;300000.00;{'nameRu': 'Услуга'}
990640000560/230008/00;{'nameRu': 'ИП Шагатаева'};Пленка для ламинирования;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};16500.00;16500.00;{'nameRu': 'Товар'}
