contractNumberSys;Supplier;descriptionRu;FaktTradeMethods;faktSum;contractSumWnds;RefSubjectType
950340000364/230136/00;"{'nameRu': 'ТОО ""ПожароТехника-А""'}";Переосвидетельствование и перезарядка огнетушителей;{'nameRu': 'Запрос ценовых предложений'};0.00;26878.88;{'nameRu': 'Услуга'}
950340000364/230135/00;{'nameRu': 'ИП ФОНГРАД ЯКОВ ВИЛЛИЕВИЧ'};Работы по ремонту принтеров, мониторов, бесперебойников;{'nameRu': 'Запрос ценовых предложений'};0.00;92000.00;{'nameRu': 'Работа'}
950340000364/220003/03;"{'nameRu': 'Общественное объединение ""Казахстанская ассоциация по половому и репродуктивному здоровью (КМПА)""'}";Услуги жертвам бытового насилия, предусмотренные гарантированным объемом специальных социальных услуг в рамках государственного социального заказа;{'nameRu': 'Из одного источника путем прямого заключения договора'};75105112.00;94925000.00;{'nameRu': 'Услуга'}
950340000364/230029/01;"{'nameRu': 'ОО ""Центр реабилитации лиц с ограниченными физическими возможностями ""Малика""'}";Предоставление специальных социальных услуг детям с инвалидностью с психоневрологическими патологиями в условиях полустационара;{'nameRu': 'Закупка по государственному социальному заказу'};14466600.00;22461300.00;{'nameRu': 'Услуга'}
950340000364/230041/01;"{'nameRu': 'ОО ""Центр реабилитации лиц с ограниченными физическими возможностями ""Малика""'}";Предоставление специальных социальных услуг в условиях полустационара лицам старше 18 лет требующие уход за собой в рамках государственного социального заказа;{'nameRu': 'Закупка по государственному социальному заказу'};6245694.00;10392564.00;{'nameRu': 'Услуга'}
950340000364/230134/00;{'nameRu': 'ИП Aslan Group'};Электронная система управления очередью;{'nameRu': 'Запрос ценовых предложений'};0.00;1789000.00;{'nameRu': 'Услуга'}
950340000364/220013/04;"{'nameRu': 'Общественное объединение ""Казахстанская ассоциация по половому и репродуктивному здоровью (КМПА)""'}";Услуги жертвам торговли людьми, предусмотренные гарантированным объемом специальных социальных услуг в рамках государственного социального заказа;{'nameRu': 'Из одного источника путем прямого заключения договора'};15373968.00;32698918.00;{'nameRu': 'Услуга'}
950340000364/230002/01;"{'nameRu': 'Общественное объединение ""Костанайское городское добровольное общество инвалидов""'}";Оказание специальных социальных услуг инвалидам 1 и 2 групп, престарелым в условиях ухода на дому, предусмотренных гарантированным объемом специальных социальных услуг;{'nameRu': 'Из одного источника путем прямого заключения договора'};20930533.00;31794879.00;{'nameRu': 'Услуга'}
950340000364/230012/01;"{'nameRu': 'Общественное объединение ""Костанайское городское добровольное общество инвалидов""'}";Оказание специальных социальных услуг инвалидам старше восемнадцати лет с психоневрологическими заболеваниями в условиях полустационара, предусмотренных гарантированным объемом специальных социальных услуг;{'nameRu': 'Из одного источника путем прямого заключения договора'};11299176.00;17240916.00;{'nameRu': 'Услуга'}
950340000364/230133/00;{'nameRu': 'ИП САПАРОВНА'};Стул офисный;{'nameRu': 'Запрос ценовых предложений'};0.00;208800.00;{'nameRu': 'Товар'}
