contractNumberSys;Supplier;descriptionRu;FaktTradeMethods;faktSum;contractSumWnds;RefSubjectType
950640000741/230182/00;"{'nameRu': 'ТОО ""Ансар-15""'}";адаптация здания ФАП села Бауманское Узункольского района для маломобильных групп населения;{'nameRu': 'Запрос ценовых предложений'};0.00;5544000.00;{'nameRu': 'Работа'}
950640000741/230181/00;"{'nameRu': 'Товарищество с ограниченной ответственностью ""КосДинКом""'}";автошины с доставкой;{'nameRu': 'Запрос ценовых предложений'};0.00;636608.00;{'nameRu': 'Товар'}
950640000741/230180/00;"{'nameRu': '""Центр ""Зерде""'}";Изменения в налогах,бухгалтерском учете,расчете заработной платы с 2023 года;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};0.00;100000.00;{'nameRu': 'Услуга'}
950640000741/230179/00;"{'nameRu': 'ТОО ""СемАЗ""'}";Санитарный автомобиль согласно технической спецификации. СТ РК ГОСТ Р 51709-2004;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};0.00;22100000.00;{'nameRu': 'Товар'}
950640000741/230178/00;{'nameRu': 'МОЛДАХМЕТ НҰРЛЫБЕК'};Средство чистящее гель;{'nameRu': 'Запрос ценовых предложений'};0.00;31000.00;{'nameRu': 'Товар'}
950640000741/230177/00;{'nameRu': 'ИП ЕЭС'};Пакет мусорный, полиэтиленовый рулоны;{'nameRu': 'Запрос ценовых предложений'};0.00;12250.00;{'nameRu': 'Товар'}
950640000741/230176/00;"{'nameRu': 'ТОО ""ТОО ""КазСтройПроект 2017""""'}";услуги по техническому обследованию твердотопливных котлов в количестве 4х штук;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};0.00;450000.00;{'nameRu': 'Услуга'}
950640000741/230175/00;"{'nameRu': 'ТОО ""ТОО ""КазСтройПроект 2017""""'}";услуги по техническому обследованию мед.пункта.с выдачей технического заключения на пригодность объекта.;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};0.00;450000.00;{'nameRu': 'Услуга'}
950640000741/230174/00;{'nameRu': 'ИП КУЛИКОВСКАЯ ИРИНА ПЕТРОВНА'};белизна 1 литр;{'nameRu': 'Запрос ценовых предложений'};0.00;32550.00;{'nameRu': 'Товар'}
950640000741/230173/00;"{'nameRu': 'ТОО ""Кен - Сауда LTD""'}";хозяйственные товары с доставкой;{'nameRu': 'Запрос ценовых предложений'};0.00;75900.00;{'nameRu': 'Товар'}
950640000741/230172/00;"{'nameRu': 'индивидуальный предприниматель ""ГОЛУБИЦКАЯ ЛЮБОВЬ БОPИСОВНА""'}";Хозяйственные товары с доставкой;{'nameRu': 'Запрос ценовых предложений'};0.00;19100.00;{'nameRu': 'Товар'}
950640000741/230171/00;"{'nameRu': 'ТОО ""Луч НЛ""'}";Лампа светодиодная 80В-100В (размеры согласовать с заказчиком);{'nameRu': 'Запрос ценовых предложений'};0.00;70336.00;{'nameRu': 'Товар'}
950640000741/230170/00;"{'nameRu': 'ТОО ""Редакция газеты ""Қостанай таңы""'}";Размещение информационных материалов в газете;{'nameRu': 'Запрос ценовых предложений'};0.00;67500.00;{'nameRu': 'Услуга'}
