contractNumberSys;Supplier;descriptionRu;FaktTradeMethods;faktSum;contractSumWnds;RefSubjectType
201240027210/230009/00;"{'nameRu': 'ТОО ""KTT Net""'}";Услугу аренды каналов связи для терминалов экстренного вызова «Гражданин полиция»;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};0.00;1197280.00;{'nameRu': 'Услуга'}
201240027210/230008/00;"{'nameRu': 'ИП ""Жакиев""'}";Услуги по обслуживанию комплексной системы видеонаблюдения на 76 камер;{'nameRu': 'Запрос ценовых предложений'};1314225.00;2628450.00;{'nameRu': 'Услуга'}
201240027210/230007/00;"{'nameRu': 'ТОО ""Рудненская ЭнергоКомпания""'}";Приобретение электроэнергии;{'nameRu': 'Из одного источника путем прямого заключения договора'};0.00;31752.00;{'nameRu': 'Услуга'}
201240027210/230003/01;{'nameRu': 'МАКСАТ'};Монтаж и эксплуатация системы видеонаблюдения на 76 камер;{'nameRu': 'Запрос ценовых предложений'};25770000.00;25770000.00;{'nameRu': 'Работа'}
201240027210/230006/00;{'nameRu': 'ИП Smart Head'};Услуги по сервисному обслуживанию программы для ЭВМ «Платформа мобильного приложения «Smart Rudnyi»;{'nameRu': 'Из одного источника путем прямого заключения договора'};3153299.00;4464000.00;{'nameRu': 'Услуга'}
201240027210/230005/00;{'nameRu': 'Terra Software'};Услуги по технической поддержки информационной системы RD Jardem 2.0;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};3499500.00;5250000.00;{'nameRu': 'Услуга'}
201240027210/230004/00;"{'nameRu': 'АО ""Транстелеком""'}";Услуги связи;{'nameRu': 'Второй этап конкурса с использованием рамочного соглашения'};38403.20;877747.24;{'nameRu': 'Услуга'}
201240027210/230003/00;{'nameRu': 'МАКСАТ'};Монтаж и эксплуатация системы видеонаблюдения на 38 камер;{'nameRu': 'Запрос ценовых предложений'};0.00;12977000.00;{'nameRu': 'Работа'}
201240027210/230002/00;"{'nameRu': 'ТОО ""Евразия - Стар""'}";Услуги по аренде каналов связи для передачи видеопотока с 31 камеры;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};1607142.86;7200000.00;{'nameRu': 'Услуга'}
201240027210/230001/00;"{'nameRu': 'АО ""Транстелеком""'}";Телекоммуникационные услуги;{'nameRu': 'Второй этап конкурса с использованием рамочного соглашения'};2304543.23;10292252.77;{'nameRu': 'Услуга'}
