contractNumberSys;Supplier;descriptionRu;FaktTradeMethods;faktSum;contractSumWnds;RefSubjectType
950640000911/230593/00;{'nameRu': 'ИП ФЕДИНА МАРИНА ЮРЬЕВНА'};кофейный напиток( цикорий)Гост р50364-92;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};0.00;24640.00;{'nameRu': 'Товар'}
950640000911/230592/00;"{'nameRu': 'Товарищество с ограниченной ответственностью ""Автодом Костанай""'}";Плановое техническое ТО-3 на CHEUROLET COBALT 402BE10 г.в 2022.;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};0.00;57512.00;{'nameRu': 'Услуга'}
950640000911/230591/00;{'nameRu': 'KANAT'};Ремонт оконных блоков по адресу г. Рудный, пр. Комсомольский, строение 49,Володарского, строение 1;{'nameRu': 'Запрос ценовых предложений'};0.00;837776.00;{'nameRu': 'Работа'}
950640000911/230586/00;"{'nameRu': 'ИП""Усюкевич А.С.""'}";Щетка-утюжок густая щетина с ручкой;{'nameRu': 'Запрос ценовых предложений'};0.00;9300.00;{'nameRu': 'Товар'}
950640000911/230585/00;{'nameRu': 'Курманов'};Дермантин светлого цвета(серый), ширина 1,4 м;{'nameRu': 'Запрос ценовых предложений'};0.00;47400.00;{'nameRu': 'Товар'}
950640000911/230584/00;{'nameRu': 'БЕРНИК ВИТАЛИЙ ВИКТОРОВИЧ'};Шланг для смесителя;{'nameRu': 'Запрос ценовых предложений'};0.00;26611.20;{'nameRu': 'Товар'}
950640000911/230583/00;"{'nameRu': 'ИП ""Кооль Н.В.'}";Губка поролоновая для посуды размер не менее 10*6 см;{'nameRu': 'Запрос ценовых предложений'};0.00;1900.00;{'nameRu': 'Товар'}
950640000911/230581/00;"{'nameRu': 'ТОО ""Мечта LTD""'}";Сок и курица;{'nameRu': 'Запрос ценовых предложений'};0.00;412092.80;{'nameRu': 'Товар'}
950640000911/230580/00;"{'nameRu': 'Товарищество с ограниченной ответственностью ""Костанай экомедутилизация 2016 ""'}";"Утилизация медицинских отходов класса &quot;Б, В&quot;";{'nameRu': 'Из одного источника по несостоявшимся закупкам'};0.00;3200000.00;{'nameRu': 'Услуга'}
950640000911/230538/01;"{'nameRu': 'Товарищество с ограниченной ответственностью ""ALEM TRADE KZ""'}";Чистящее средство;{'nameRu': 'Запрос ценовых предложений'};345100.00;345100.00;{'nameRu': 'Товар'}
