contractNumberSys;Supplier;descriptionRu;FaktTradeMethods;faktSum;contractSumWnds;RefSubjectType
121040020457/230010/00;{'nameRu': 'ИП СЫНДАРБЕКОВ'};Водонагреватель накопительный, объем 50 литров;{'nameRu': 'Запрос ценовых предложений'};0.00;54990.00;{'nameRu': 'Товар'}
121040020457/230009/00;{'nameRu': 'КОММУНАЛЬНОЕ ГОСУДАРСТВЕННОЕ ПРЕДПРИЯТИЕ «АЛТЫНСАРИНСКАЯ РАЙОННАЯ БОЛЬНИЦА» УПРАВЛЕНИЯ ЗДРАВООХРАНЕНИЯ АКИМАТА КОСТАНАЙСКОЙ ОБЛАСТИ'};Услуги по периодическому медицинскому осмотру персонала;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};0.00;210785.00;{'nameRu': 'Услуга'}
121040020457/230008/00;"{'nameRu': 'Товарищество с ограниченной ответственностью ""ТЕХНОМИР ПВ""'}";Стиральная машина;{'nameRu': 'Запрос ценовых предложений'};0.00;208594.40;{'nameRu': 'Товар'}
121040020457/230007/00;{'nameRu': 'Филиал РГП на ПХВ «Национальный центр экспертизы» КСЭК МЗ РК по Костанайской области'};Услуги санитарные (дезинфекция, дезинсекция, дератизация и аналогичные);{'nameRu': 'Из одного источника путем прямого заключения договора'};0.00;66320.00;{'nameRu': 'Услуга'}
121040020457/230006/00;{'nameRu': 'Филиал РГП на ПХВ «Национальный центр экспертизы» КСЭК МЗ РК по Костанайской области'};Услуги санитарные (дезинфекция, дезинсекция, дератизация и аналогичные);{'nameRu': 'Из одного источника путем прямого заключения договора'};57145.00;228580.00;{'nameRu': 'Услуга'}
121040020457/230005/00;{'nameRu': 'Филиал РГП на ПХВ «Национальный центр экспертизы» КСЭК МЗ РК по Костанайской области'};Услуги по проведению лабораторных/лабораторно-инструментальных исследований/анализов;{'nameRu': 'Из одного источника путем прямого заключения договора'};0.00;86965.00;{'nameRu': 'Услуга'}
121040020457/230004/00;"{'nameRu': 'АО ""Казахтелеком""'}";Услуги по доступу к Интернету широкополосному по сетям беспроводным;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};0.00;145600.00;{'nameRu': 'Услуга'}
121040020457/230003/00;"{'nameRu': 'АО ""Казахтелеком""'}";Услуги фиксированной местной, междугородней, международной телефонной связи;{'nameRu': 'Второй этап конкурса с использованием рамочного соглашения'};0.00;56000.00;{'nameRu': 'Услуга'}
121040020457/230002/00;{'nameRu': 'Шнайдер Е.Ф.'};Услуги по техническому обслуживанию компьютерной/периферийной оргтехники/оборудования и их частей;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};0.00;99000.00;{'nameRu': 'Услуга'}
121040020457/230001/00;"{'nameRu': 'ИП ""Гнатенко А.П.""'}";ассенезаторские услуги;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};0.00;250000.00;{'nameRu': 'Услуга'}
