contractNumberSys;Supplier;descriptionRu;FaktTradeMethods;faktSum;contractSumWnds;RefSubjectType
940940000532/230079/00;"{'nameRu': 'ИП""Усюкевич А.С.""'}";Перчатки хозяйственные резиновые для уборки помещений 001;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};9700.00;9700.00;{'nameRu': 'Товар'}
940940000532/230078/00;"{'nameRu': 'ИП""Усюкевич А.С.""'}";Перчатки хозяйственные резиновые для уборки помещений 015;{'nameRu': 'Запрос ценовых предложений'};18200.00;18200.00;{'nameRu': 'Товар'}
940940000532/230077/00;{'nameRu': 'ИП BI BI'};Услуги на сервисное (техническое) обслуживание автомашины «Газель-2705 288»;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};99245.00;99245.00;{'nameRu': 'Услуга'}
940940000532/230076/00;"{'nameRu': 'ИП ""Виктор""'}";стиральный порошок автомат;{'nameRu': 'Запрос ценовых предложений'};48400.00;48400.00;{'nameRu': 'Товар'}
940940000532/230075/00;"{'nameRu': 'ИП""Усюкевич А.С.""'}";Аэрозоль освежитель воздуха;{'nameRu': 'Запрос ценовых предложений'};23200.00;23200.00;{'nameRu': 'Товар'}
940940000532/230074/00;"{'nameRu': 'ТОО ""Джетыгарахимчистка""'}";Услуга по  химчистки ковров;{'nameRu': 'Запрос ценовых предложений'};97500.00;97500.00;{'nameRu': 'Услуга'}
940940000532/230023/01;"{'nameRu': 'Костанайский ОФ АО ""Казпочта""'}";Банковские услуги КП/011;{'nameRu': 'Из одного источника путем прямого заключения договора'};0.00;147000.00;{'nameRu': 'Услуга'}
940940000532/230063/01;"{'nameRu': 'ОО ""Алтын журек""'}";Организация мероприятий по реализации работы клуба «Активное долголетие» с гражданами старшего поколения Житикаринского района.;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};0.00;2547200.00;{'nameRu': 'Услуга'}
940940000532/230073/00;{'nameRu': 'ИП КУЛИКОВСКАЯ ИРИНА ПЕТРОВНА'};"Средство дезинфицирующее &quot;Белизна&quot; 015";{'nameRu': 'Запрос ценовых предложений'};8544.00;8544.00;{'nameRu': 'Товар'}
940940000532/230072/00;"{'nameRu': 'АО ""Страховая компания ""Номад Иншуранс""'}";Услуги по страхованию гражданско-правовой ответственности владельцев автомобильного транспорта на 2023-2024г Лада;{'nameRu': 'Запрос ценовых предложений'};28210.94;28210.94;{'nameRu': 'Услуга'}
940940000532/230071/00;"{'nameRu': 'ИП""Усюкевич А.С.""'}";Средство дезинфицирующее Белизна 001;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};9936.00;9936.00;{'nameRu': 'Товар'}
940940000532/230070/00;"{'nameRu': 'ИП""Усюкевич А.С.""'}";Мыло хозяйственное, твердое 015;{'nameRu': 'Запрос ценовых предложений'};5616.00;5616.00;{'nameRu': 'Товар'}
940940000532/230069/00;"{'nameRu': 'ИП""Усюкевич А.С.""'}";Мыло туалетное, антисептическое жидкое;{'nameRu': 'Запрос ценовых предложений'};19524.00;19524.00;{'nameRu': 'Товар'}
940940000532/230068/00;"{'nameRu': 'ТОО ""ПК ""Прима""'}";Салфетки бумажные рулоновые;{'nameRu': 'Запрос ценовых предложений'};23300.00;26096.00;{'nameRu': 'Товар'}
940940000532/230067/00;{'nameRu': 'ИП LIKE'};Дезинфицирующее средство Хлор в таблетках  015.;{'nameRu': 'Запрос ценовых предложений'};39940.00;39940.00;{'nameRu': 'Товар'}
940940000532/230066/00;"{'nameRu': 'ИП ""УНАЕВ Т. Ж.""'}";Дезинфицирующее средство Хлор в таблетках .;{'nameRu': 'Запрос ценовых предложений'};11985.00;11985.00;{'nameRu': 'Товар'}
940940000532/230065/00;"{'nameRu': 'ТОО ""Kst trade""'}";Бензин АИ-92;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};292842.86;327984.00;{'nameRu': 'Товар'}
940940000532/230064/00;"{'nameRu': 'ТОО ""CIFRTECH""'}";Компьютер офисный (универсальный);{'nameRu': 'Конкурс с предварительным квалификационным отбором'};0.00;588000.00;{'nameRu': 'Товар'}
940940000532/230063/00;"{'nameRu': 'ОО ""Алтын журек""'}";Организация мероприятий по реализации работы клуба «Активное долголетие» с гражданами старшего поколения Житикаринского района.;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};0.00;3000000.00;{'nameRu': 'Услуга'}
940940000532/230007/01;"{'nameRu': 'ОО ""Содружество инвалидов Житикаринского района""'}";Предоставление специальных социальных услуг инвалидам 1 и 2 групп, престарелым в условиях оказания услуг на дому на 1 полугодие;{'nameRu': 'Из одного источника путем прямого заключения договора'};5416094.00;5416094.00;{'nameRu': 'Услуга'}
940940000532/230062/00;"{'nameRu': 'АО ""СК ""Jusan Garant""'}";Услуги по страхованию гражданско-правовой ответственности владельцев автомобильного транспорта на 2022-2023гг.;{'nameRu': 'Запрос ценовых предложений'};28210.94;28210.94;{'nameRu': 'Услуга'}
940940000532/230061/00;"{'nameRu': 'АО ""СК ""Евразия""'}";Услуги по страхованию гражданско-правовой ответственности владельцев автомобильного транспорта и пассажиров на 2022-2023гг.;{'nameRu': 'Запрос ценовых предложений'};35707.50;35707.50;{'nameRu': 'Услуга'}
940940000532/230060/00;{'nameRu': 'ИП Сулаймонова А.Р.'};Моющее средство для посуды;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};0.00;8000.00;{'nameRu': 'Товар'}
940940000532/230010/01;{'nameRu': 'ГКП «Житикаракоммунэнерго» ГУ «Отдел жилищно-коммунального хозяйства, пассажирского транспорта, автомобильных дорог и жилищной инспекции акимата Житикаринского района»'};Теплоэнергия 015;{'nameRu': 'Из одного источника путем прямого заключения договора'};2022805.26;3766000.00;{'nameRu': 'Услуга'}
940940000532/230014/01;{'nameRu': 'ГКП «Житикаракоммунэнерго» ГУ «Отдел жилищно-коммунального хозяйства, пассажирского транспорта, автомобильных дорог и жилищной инспекции акимата Житикаринского района»'};Услуги по холодному и горячему водоснабжению и по удалению сточных вод;{'nameRu': 'Из одного источника путем прямого заключения договора'};240363.01;470000.16;{'nameRu': 'Услуга'}
940940000532/230059/00;"{'nameRu': 'Товарищество с ограниченной ответственностью ""Северный регион 2030 KZ""'}";Демисезонная шина для автомобиля газель - 185/75, R16 С;{'nameRu': 'Запрос ценовых предложений'};139800.00;156576.00;{'nameRu': 'Товар'}
940940000532/230024/01;"{'nameRu': 'ТОО ""Constellation KZ""'}";Услуги по стирке белья 015;{'nameRu': 'Запрос ценовых предложений'};329350.00;418400.00;{'nameRu': 'Услуга'}
940940000532/230058/00;{'nameRu': 'Харченко Геннадий Демьянович'};ручка канцелярская шариковая;{'nameRu': 'Запрос ценовых предложений'};3500.00;3500.00;{'nameRu': 'Товар'}
940940000532/230057/00;"{'nameRu': 'ИП ""УНАЕВ Т. Ж.""'}";Средство моющее для чистки канализационных труб, жидкость.;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};11850.00;11850.00;{'nameRu': 'Товар'}
940940000532/230056/00;"{'nameRu': 'Товарищество с ограниченной ответственностью ""Dias Profit""'}";Скоросшиватель;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};18000.00;20160.00;{'nameRu': 'Товар'}
940940000532/230055/00;{'nameRu': 'ИП Чеботарев'};Бумага для офисного оборудования формат А 4/015;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};99000.00;99000.00;{'nameRu': 'Товар'}
940940000532/230054/00;{'nameRu': 'ИП Чеботарев'};Бумага для офисного оборудования формат А 4/014;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};66000.00;66000.00;{'nameRu': 'Товар'}
940940000532/230053/00;{'nameRu': 'Филиал РГП на ПХВ «Национальный центр экспертизы» КСЭК МЗ РК по Костанайской области'};Камерная дезинфекция паровоздушным методом;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};64140.00;64140.00;{'nameRu': 'Услуга'}
940940000532/230052/00;{'nameRu': 'ИП Чеботарев'};Мыло хозяйственное, жидкое;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};7500.00;7500.00;{'nameRu': 'Товар'}
940940000532/230051/00;"{'nameRu': 'ОО ""Содружество инвалидов Житикаринского района""'}";Предоставление специальных социальных услуг инвалидам 1 и 2 групп, престарелым в условиях оказания услуг на дому на 2 полугодие;{'nameRu': 'Из одного источника путем прямого заключения договора'};2579244.00;5463000.00;{'nameRu': 'Услуга'}
940940000532/230050/00;{'nameRu': 'Харченко Геннадий Демьянович'};ФЛОМАСТЕРЫ В НАБОРЕ ЦВЕТНЫЕ - 12 ЦВ;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};5600.00;5600.00;{'nameRu': 'Товар'}
940940000532/230049/00;{'nameRu': 'Харченко Геннадий Демьянович'};Скрепка канцелярская, металлическая;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};3000.00;3000.00;{'nameRu': 'Товар'}
940940000532/230048/00;{'nameRu': 'ИП Райжан'};Картонная бумага цветная;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};3500.00;3500.00;{'nameRu': 'Товар'}
940940000532/230047/00;"{'nameRu': 'ТОО ""Kst trade""'}";Бензин  АИ-92;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};732071.43;819920.00;{'nameRu': 'Товар'}
