contractNumberSys;Supplier;descriptionRu;FaktTradeMethods;faktSum;contractSumWnds;RefSubjectType
970140003741/230155/00;{'nameRu': 'ИП  Аманат'};Доводчик дверной;{'nameRu': 'Электронный магазин'};0.00;67056.00;{'nameRu': 'Товар'}
970140003741/230154/00;"{'nameRu': 'ИП ""Әділ""'}";Комплект для уборки (совок+веник);{'nameRu': 'Электронный магазин'};0.00;33224.85;{'nameRu': 'Товар'}
970140003741/230148/01;"{'nameRu': 'ТОО ""Новый вектор 2023""'}";Услуги по участию в семинаре;{'nameRu': 'Из одного источника путем прямого заключения договора'};0.00;400000.00;{'nameRu': 'Услуга'}
970140003741/230153/00;"{'nameRu': 'ТОО ""Аяла Дар""'}";Кабинет биологии;{'nameRu': 'Открытый конкурс'};0.00;9968112.00;{'nameRu': 'Товар'}
970140003741/230152/00;{'nameRu': 'ИП Назым Ерікқызы'};Люк канализационный;{'nameRu': 'Электронный магазин'};0.00;48810.00;{'nameRu': 'Товар'}
970140003741/230151/00;"{'nameRu': 'ИП ""Утеев""'}";Крем мыло жидкое 5 л;{'nameRu': 'Электронный магазин'};183333.00;183333.00;{'nameRu': 'Товар'}
970140003741/230150/00;"{'nameRu': 'ТОО ""BELASAR-777""'}";Мыло хозяйственное, твердое;{'nameRu': 'Электронный магазин'};0.00;28800.00;{'nameRu': 'Товар'}
970140003741/230149/00;"{'nameRu': '""ПОСТАВЩИК S"" ИП УТЛОВ СЕРГЕЙ ВАСИЛЬЕВИЧ'}";Беспроводной телефонный аппарат,база+2 трубки;{'nameRu': 'Электронный магазин'};86244.00;96593.28;{'nameRu': 'Товар'}
970140003741/230148/00;"{'nameRu': 'ТОО ""Новый вектор 2023""'}";Услуги по участию в семинаре;{'nameRu': 'Из одного источника путем прямого заключения договора'};0.00;400000.00;{'nameRu': 'Услуга'}
970140003741/230017/01;"{'nameRu': 'ПрК ""СКАЗКА""'}";Услуга по обеспечению питанием учащихся государственных общеобразовательных школ из числа малообеспеченных семей;{'nameRu': 'Из одного источника путем прямого заключения договора по питанию обучающихся'};3476420.54;31545600.00;{'nameRu': 'Услуга'}
970140003741/230144/01;{'nameRu': 'LTS Trade'};Шкаф жарочный пекарный;{'nameRu': 'Электронный магазин'};1919001.00;1919001.00;{'nameRu': 'Товар'}
