contractNumberSys;Supplier;descriptionRu;FaktTradeMethods;faktSum;contractSumWnds;RefSubjectType
970140001745/230002/01;"{'nameRu': 'ТОО ""Костанайский ЭнергоЦентр""'}";Электроэнергия;{'nameRu': 'Из одного источника путем прямого заключения договора'};429464.29;865955.33;{'nameRu': 'Товар'}
970140001745/230040/00;"{'nameRu': 'ИП  ""Алтын қыран""'}";Флаг;{'nameRu': 'Электронный магазин'};0.00;100000.00;{'nameRu': 'Товар'}
970140001745/230039/00;"{'nameRu': 'ТОО ""Kst trade""'}";бензин АИ92;{'nameRu': 'Запрос ценовых предложений'};0.00;53294.80;{'nameRu': 'Товар'}
970140001745/230038/00;"{'nameRu': 'ИП ""Ерсайын""'}";Работы по изготовлению дорожных знаков;{'nameRu': 'Запрос ценовых предложений'};0.00;59898.00;{'nameRu': 'Работа'}
970140001745/230037/00;{'nameRu': 'ИП ШЕЛЕСТ НАТАЛЬЯ АЛЕКСАНДРОВНА'};Работы по ремонту/модернизации ручных инструментов;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};63700.00;63700.00;{'nameRu': 'Работа'}
970140001745/230036/00;{'nameRu': 'Некоммерческое акционерное общество «Государственная корпорация «Правительство для граждан»'};определение потерь сельскохозяйственного производства;{'nameRu': 'Из одного источника путем прямого заключения договора'};51488.45;57667.06;{'nameRu': 'Работа'}
970140001745/230035/00;{'nameRu': 'Некоммерческое акционерное общество «Государственная корпорация «Правительство для граждан»'};изготовление идентификационного документа на земельный участок;{'nameRu': 'Из одного источника путем прямого заключения договора'};0.00;15453.72;{'nameRu': 'Работа'}
970140001745/230034/00;"{'nameRu': 'ТОО ""Kst trade""'}";Бензин АИ-92;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};131779.29;147592.80;{'nameRu': 'Товар'}
970140001745/230033/00;{'nameRu': 'РГП на ПХВ «НЦКДА»'};Услуги по проведению ведомственной экспертизы технической документации по объему Средний ремонт дороги улицы Целинная в с. Костряковка Федоровского района Костанайской области;{'nameRu': 'Из одного источника путем прямого заключения договора'};0.00;449301.00;{'nameRu': 'Услуга'}
970140001745/230032/00;{'nameRu': 'РГП на ПХВ «НЦКДА»'};Услуги по проведению ведомственной экспертизы технической документации по объекту Средний ремонт дороги улицы Мира в с. Костряковка Федоровского района Костанайской области;{'nameRu': 'Из одного источника путем прямого заключения договора'};0.00;449301.00;{'nameRu': 'Услуга'}
970140001745/230031/00;"{'nameRu': 'ИП ""Рекламные технологии""'}";Услуги по изготовлению баннеров;{'nameRu': 'Запрос ценовых предложений'};16500.00;16500.00;{'nameRu': 'Услуга'}
970140001745/230030/00;"{'nameRu': 'ТОО ""Федоровские новости""'}";Услуги по подготовке информационных материалов и публикации/размещению в средствах массовой информации;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};35000.00;35000.00;{'nameRu': 'Услуга'}
970140001745/230029/00;"{'nameRu': 'ИП ""Market+""'}";принтер мфу;{'nameRu': 'Запрос ценовых предложений'};85000.00;95200.00;{'nameRu': 'Товар'}
970140001745/230028/00;{'nameRu': 'ИП Алтын Дала'};Землеустроительные и земельно-кадастровые работы;{'nameRu': 'Запрос ценовых предложений'};90000.00;90000.00;{'nameRu': 'Работа'}
970140001745/230027/00;{'nameRu': 'ИП Исмагулов'};Работы по разработке технической документации на средний ремонт дороги улицы Целинная в селе Костряковка Федоровского района;{'nameRu': 'Запрос ценовых предложений'};0.00;180000.00;{'nameRu': 'Работа'}
970140001745/230026/00;{'nameRu': 'ИП Исмагулов'};Работы по разработке технической документации на средний ремонт дороги улицы Мира в селе Костряковка Федоровского района;{'nameRu': 'Запрос ценовых предложений'};0.00;180000.00;{'nameRu': 'Работа'}
970140001745/230025/00;{'nameRu': 'ИП ГЕДЗ СЕРГЕЙ ПАВЛОВИЧ'};Работы по ремонту автотранспортных средств;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};130000.00;130000.00;{'nameRu': 'Работа'}
970140001745/230024/00;{'nameRu': 'ИП ШЕЛЕСТ НАТАЛЬЯ АЛЕКСАНДРОВНА'};Работы по ремонту триммеров;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};79390.00;79390.00;{'nameRu': 'Работа'}
970140001745/230023/00;"{'nameRu': 'ТОО ""Кен - Сауда LTD""'}";Бумага для офисного оборудования;{'nameRu': 'Запрос ценовых предложений'};33400.00;33400.00;{'nameRu': 'Товар'}
970140001745/230022/00;"{'nameRu': 'Товарищество с ограниченной ответственностью ""ZARYA-2018""'}";Услуги полиграфические по изготовлению/печатанию полиграфической продукции (бланки);{'nameRu': 'Запрос ценовых предложений'};8800.00;8800.00;{'nameRu': 'Услуга'}
970140001745/230021/00;{'nameRu': 'ИП Усенов'};Блок системный;{'nameRu': 'Запрос ценовых предложений'};145555.00;145555.00;{'nameRu': 'Товар'}
970140001745/230020/00;"{'nameRu': 'ТОО ""Адал-И""'}";Работы по монтажу уличного освещения с. Костряковка Костряковского сельского округа;{'nameRu': 'Открытый конкурс'};0.00;14000000.00;{'nameRu': 'Работа'}
970140001745/230019/00;"{'nameRu': 'ТОО ""Kst trade""'}";бензин АИ92;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};47586.96;53297.40;{'nameRu': 'Товар'}
970140001745/230018/00;{'nameRu': 'IG-Service'};Принтер для графического планшета;{'nameRu': 'Запрос ценовых предложений'};0.00;42475.00;{'nameRu': 'Товар'}
970140001745/230017/00;{'nameRu': 'IG-Service'};Планшет (в комплекте стилус) для работы в ЕРАП;{'nameRu': 'Запрос ценовых предложений'};194678.00;194678.00;{'nameRu': 'Товар'}
970140001745/230016/00;{'nameRu': 'ИП ШЕЛЕСТ НАТАЛЬЯ АЛЕКСАНДРОВНА'};Работы по ремонту/благоустройству территории;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};99824.30;99824.30;{'nameRu': 'Работа'}
970140001745/230015/00;{'nameRu': 'ИП ШЕЛЕСТ НАТАЛЬЯ АЛЕКСАНДРОВНА'};Услуги по заправке картриджей принтера;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};12000.00;12000.00;{'nameRu': 'Услуга'}
970140001745/230014/00;{'nameRu': 'ИП ГЕДЗ СЕРГЕЙ ПАВЛОВИЧ'};Услуги по замене шин для легкового автомобиля (стоимость автошин входит в работу);{'nameRu': 'Из одного источника по несостоявшимся закупкам'};149200.00;149200.00;{'nameRu': 'Услуга'}
970140001745/230013/00;{'nameRu': 'ИП ГЕДЗ СЕРГЕЙ ПАВЛОВИЧ'};Услуги по техническому/сервисному обслуживанию автомобиля;{'nameRu': 'Запрос ценовых предложений'};22700.00;22700.00;{'nameRu': 'Услуга'}
970140001745/230012/00;"{'nameRu': 'ТОО ""RIZIM engineering""'}";Услуги технического надзора по среднему ремонту дороги улицы Абая в с.Костряковка;{'nameRu': 'Открытый конкурс'};1416879.00;1586904.48;{'nameRu': 'Услуга'}
970140001745/230011/00;{'nameRu': 'ПЕТОЯН ОГАННЕС ОНИКОВИЧ'};Средний ремонт дороги улицы Абая в селе Костряковка;{'nameRu': 'Открытый конкурс'};48016488.00;53778466.56;{'nameRu': 'Работа'}
970140001745/230010/00;"{'nameRu': 'АО ""Информационно-учетный центр""'}";Услуги по обеспечению бесперебойного доступа к данным реестра государственного имущества;{'nameRu': 'Из одного источника путем прямого заключения договора'};41400.00;48300.00;{'nameRu': 'Услуга'}
970140001745/230004/01;"{'nameRu': 'АО ""Информационно-учетный центр""'}";Услуги по обеспечению бесперебойного доступа к данным реестра государственного имущества;{'nameRu': 'Из одного источника путем прямого заключения договора'};0.00;48300.00;{'nameRu': 'Услуга'}
970140001745/230009/00;"{'nameRu': 'ТОО ""Гранд""'}";Услуги по аренде административных помещений;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};75892.86;170000.00;{'nameRu': 'Услуга'}
970140001745/230008/00;"{'nameRu': 'ТОО ""Жаркөл"" акимата Федоровского района'}";Услуги по вывозу (сбору) неопасных отходов/имущества/материалов;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};14000.00;14000.00;{'nameRu': 'Услуга'}
970140001745/230007/00;"{'nameRu': 'АО ""Казахтелеком""'}";услуги телефонной связи;{'nameRu': 'Второй этап конкурса с использованием рамочного соглашения'};0.00;63000.00;{'nameRu': 'Услуга'}
970140001745/230006/00;"{'nameRu': 'ТОО ""Костанайнефтепродукт""'}";Бензин АИ-92;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};233725.00;261772.00;{'nameRu': 'Товар'}
970140001745/230005/00;"{'nameRu': 'Костанайский областной филиал №229900 Акционерного общества ""Народный сберегательный банк Казахстана""'}";Услуги банков по перечислению/переводу денежных средств;{'nameRu': 'Из одного источника путем прямого заключения договора'};0.00;58000.00;{'nameRu': 'Услуга'}
970140001745/230004/00;"{'nameRu': 'АО ""Информационно-учетный центр""'}";Услуги по обеспечению бесперебойного доступа к данным реестра государственного имущества;{'nameRu': 'Из одного источника путем прямого заключения договора'};0.00;48300.00;{'nameRu': 'Услуга'}
970140001745/230003/00;"{'nameRu': 'ТОО ""Компания Первый БИТ""'}";Услуги по обслуживанию 1С бухгалтерии;{'nameRu': 'Запрос ценовых предложений'};72000.00;102000.00;{'nameRu': 'Услуга'}
970140001745/230002/00;"{'nameRu': 'ТОО ""Костанайский ЭнергоЦентр""'}";Электроэнергия;{'nameRu': 'Из одного источника путем прямого заключения договора'};429464.29;1315981.63;{'nameRu': 'Товар'}
970140001745/230001/00;"{'nameRu': 'Товарищество с ограниченной ответственностью ""Парус-КАЗ""'}";"Обслуживание программного продукта &quot;Парус-Каз. Бюджет&quot; (Бюджетное финансирование МСУ)";{'nameRu': 'Из одного источника путем прямого заключения договора'};189891.96;283572.00;{'nameRu': 'Услуга'}
