contractNumberSys;Supplier;descriptionRu;FaktTradeMethods;faktSum;contractSumWnds;RefSubjectType
940540000391/230095/00;"{'nameRu': 'Государственное коммунальное предприятие ""Костанай-Су"" акимата города Костаная государственного учреждения ""Отдел жилищно-коммунального хозяйства, пассажирского транспорта и автомобильных дорог акимата города Костаная""'}";Услуги по подаче питьевой воды и Услуги по удалению сточных вод (отведение);{'nameRu': 'Из одного источника путем прямого заключения договора'};0.00;500000.00;{'nameRu': 'Услуга'}
940540000391/230093/00;{'nameRu': 'РГКП «Академия государственного управления при Президенте Республики Казахстан»'};Услуги по повышению квалификации и переподготовке административных государственных служащих;{'nameRu': 'Из одного источника путем прямого заключения договора'};0.00;48120.00;{'nameRu': 'Услуга'}
940540000391/230092/00;{'nameRu': 'НҰР'};Комплект чехлов для сидений автомобиля;{'nameRu': 'Электронный магазин'};0.00;44300.00;{'nameRu': 'Товар'}
940540000391/230091/00;"{'nameRu': 'ТОО ""Эталон Авто Костанай""'}";Бензин АИ-92;{'nameRu': 'Второй этап конкурса с использованием рамочного соглашения'};834250.74;934360.83;{'nameRu': 'Товар'}
940540000391/230090/00;"{'nameRu': 'ТОО ""Lion\'s PriDe""'}";Шуруповерт;{'nameRu': 'Электронный магазин'};0.00;20160.00;{'nameRu': 'Товар'}
940540000391/230089/00;"{'nameRu': 'АО ""Нефтяная страховая компания""'}";Услуги по страхованию автомобильного транспорта;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};32057.88;32057.88;{'nameRu': 'Услуга'}
940540000391/230088/00;{'nameRu': 'Ип Акмаржан'};Комплект ковриков для авто;{'nameRu': 'Электронный магазин'};32500.00;32500.00;{'nameRu': 'Товар'}
940540000391/230087/00;{'nameRu': 'ИП Аужанова'};Шина для легкового автомобил;{'nameRu': 'Электронный магазин'};196000.00;196000.00;{'nameRu': 'Товар'}
940540000391/230086/00;"{'nameRu': 'ТОО ""Алтын Консалтинг""'}";Дрель;{'nameRu': 'Электронный магазин'};16231.25;18179.00;{'nameRu': 'Товар'}
940540000391/230085/00;"{'nameRu': 'ТОО ""Алтын Консалтинг""'}";Комплект инструментов;{'nameRu': 'Электронный магазин'};33000.00;36960.00;{'nameRu': 'Товар'}
940540000391/230046/01;"{'nameRu': 'Товарищество с ограниченной ответственностью ""КостанайПриборСервис""'}";Сервисное обслуживание теплосчетчиков;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};0.00;34500.00;{'nameRu': 'Услуга'}
940540000391/230084/00;{'nameRu': 'ИП ИСМАГУЛОВА ГУЛМИРА БАЗАРОВНА'};Услуги по текущему ремонту автомобилей с наличием собственных запчастей поставщика;{'nameRu': 'Запрос ценовых предложений'};0.00;355000.00;{'nameRu': 'Услуга'}
940540000391/230083/00;"{'nameRu': 'ТОО ""Гелиос""'}";Бензин АИ-92;{'nameRu': 'Запрос ценовых предложений'};93787.20;342597.43;{'nameRu': 'Товар'}
940540000391/230082/00;"{'nameRu': 'ТОО ""Баскетбольный клуб ""Тобол""'}";Услуга по подготовке и участию основного состава, юношеского состава (фарм-команды) и детских команд основной команды Костанайской области и обеспечение их участия в Чемпионатах Республики Казахстан по баскетболу среди мужских команд национальной лиги, Чемпионатах фарм-команд, Чемпионатах РК среди юношей 2008-2009 г.р., 2010-2011 г.р. в 2023 году согласно Календарному плану и Регламенту Национальной Федерации баскетбола Республики Казахстан;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};7232142.86;76000000.00;{'nameRu': 'Услуга'}
940540000391/230081/00;{'nameRu': 'ИП ФЕДИНА НАТАЛЬЯ АНАТОЛЬЕВНА'};ветошь обтирочная;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};2900.00;2900.00;{'nameRu': 'Товар'}
940540000391/230080/00;"{'nameRu': 'Общественный фонд ""Федерация конного спорта Костанайской области""'}";Популяризация и развитие конных видов спорта и обеспечение участия сборной Костанайской области в Республиканском конном марафоне Астана-Туркестан 2023г.;{'nameRu': 'Закупка по государственному социальному заказу'};10145100.00;10145100.00;{'nameRu': 'Услуга'}
940540000391/230079/00;"{'nameRu': 'Товарищество с ограниченной ответственностью ""Dias Profit""'}";Постики 76х76 мм,400 лист;{'nameRu': 'Запрос ценовых предложений'};6920.00;7750.40;{'nameRu': 'Товар'}
940540000391/230078/00;"{'nameRu': 'ТОО ""АБДИ ЕКОН""'}";Приобретение канцелярских товаров;{'nameRu': 'Запрос ценовых предложений'};27253.00;30523.36;{'nameRu': 'Товар'}
940540000391/230077/00;"{'nameRu': 'ТОО ""СКАЖ и М""'}";жидкое мыло (5 литров);{'nameRu': 'Запрос ценовых предложений'};8400.00;9408.00;{'nameRu': 'Товар'}
940540000391/230076/00;"{'nameRu': 'ТОО ""СарыаркаАвтоПром""'}";Приобретение автомобиля согласно технической спецификации;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};6990000.00;6990000.00;{'nameRu': 'Товар'}
940540000391/230075/00;"{'nameRu': 'ТОО ""ENDEAVOUR""'}";Приобретение курток, брюк, поло парадное;{'nameRu': 'Электронный магазин'};0.00;21608298.31;{'nameRu': 'Товар'}
940540000391/230074/00;{'nameRu': 'ИП Алдиархан'};Стелажи в архив, металлические;{'nameRu': 'Электронный магазин'};1498000.00;1498000.00;{'nameRu': 'Товар'}
940540000391/230073/00;"{'nameRu': 'Костанайский ОФ АО ""Казпочта""'}";Услуга по регистрируемым почтовым отправлениям (Заказное письмо);{'nameRu': 'Из одного источника по несостоявшимся закупкам'};200000.00;224000.00;{'nameRu': 'Услуга'}
940540000391/230072/00;{'nameRu': 'ИП Аманжолов А.Е.'};Изготовление жалюзи ( (демонтаж,монтаж), 210*130*3 штуки, 210*6 метров - 1 штуку и 210*160*2 штуки);{'nameRu': 'Запрос ценовых предложений'};118800.00;118800.00;{'nameRu': 'Работа'}
940540000391/230071/00;"{'nameRu': 'ТОО ""Редакция региональной аграрной, общественно-политической газеты ""Костанай-Агро""'}";Услуги публикации объявления в СМИ;{'nameRu': 'Запрос ценовых предложений'};0.00;104366.08;{'nameRu': 'Услуга'}
940540000391/230070/00;"{'nameRu': 'ТОО ""GSE (ДжиЭсЕ)""'}";Системный блок с устройствами ввода;{'nameRu': 'Конкурс с предварительным квалификационным отбором'};2688560.00;3011187.20;{'nameRu': 'Товар'}
940540000391/230003/01;"{'nameRu': 'АО ""Казахтелеком""'}";Услуги фиксированной местной, междугородней, международной телефонной связи;{'nameRu': 'Второй этап конкурса с использованием рамочного соглашения'};212785.10;915578.00;{'nameRu': 'Услуга'}
940540000391/230044/01;{'nameRu': 'ИП АЙНА'};Калькулятор, согласно технической спецификации Заказчика;{'nameRu': 'Электронный магазин'};125800.00;125800.00;{'nameRu': 'Товар'}
940540000391/230069/00;{'nameRu': 'ИП Сайран'};Тетрадь общая;{'nameRu': 'Электронный магазин'};21821.60;21821.60;{'nameRu': 'Товар'}
940540000391/230068/00;{'nameRu': 'Ахметова А.В.'};Увлажнитель пальцев;{'nameRu': 'Электронный магазин'};7060.00;7060.00;{'nameRu': 'Товар'}
940540000391/230067/00;"{'nameRu': 'ТОО ""Ekomed.kz""'}";Батарейки, пальчиковые (упаковка 12 шт);{'nameRu': 'Электронный магазин'};8594.00;9625.28;{'nameRu': 'Товар'}
940540000391/230066/00;{'nameRu': 'ИП Сәбитханов'};Шины летние (на автотранспорт KIA);{'nameRu': 'Электронный магазин'};265160.00;265160.00;{'nameRu': 'Товар'}
940540000391/230065/00;{'nameRu': 'ИП Акимхан'};Замок врезной ( с сердцевиной, ключами);{'nameRu': 'Электронный магазин'};60000.00;60000.00;{'nameRu': 'Товар'}
940540000391/230064/00;"{'nameRu': 'ТОО ""Kst trade""'}";Бензин АИ-92 (Костанай);{'nameRu': 'Из одного источника по несостоявшимся закупкам'};183026.79;204990.00;{'nameRu': 'Товар'}
940540000391/230063/00;{'nameRu': 'ИП АРМАН'};Гель для сантехники;{'nameRu': 'Электронный магазин'};25020.00;25020.00;{'nameRu': 'Товар'}
940540000391/230062/00;{'nameRu': 'ИП КУНЦ ЕВГЕНИЙ АЛЕКСАНДРОВИЧ'};Заправка картриджей;{'nameRu': 'Запрос ценовых предложений'};0.00;75000.00;{'nameRu': 'Услуга'}
940540000391/230061/00;"{'nameRu': 'Общественное объединение ""Радуга"" матерей детей инвалидов города Костаная""'}";Организация и проведение занятий по плаванию среди лиц с инвалидностью по Костанайской области;{'nameRu': 'Закупка по государственному социальному заказу'};857000.00;1999900.00;{'nameRu': 'Услуга'}
940540000391/230060/00;{'nameRu': 'Ахметова А.В.'};Ручка канцелярская;{'nameRu': 'Электронный магазин'};7700.00;7700.00;{'nameRu': 'Товар'}
940540000391/230059/00;{'nameRu': 'ИП ПРОСКУРА АННА НИКОЛАЕВНА'};освежитель воздуха;{'nameRu': 'Электронный магазин'};8000.00;8000.00;{'nameRu': 'Товар'}
940540000391/230058/00;{'nameRu': 'ИП Береке'};ежедневник (мягкий);{'nameRu': 'Электронный магазин'};35000.00;35000.00;{'nameRu': 'Товар'}
940540000391/230057/00;"{'nameRu': 'ТОО ""Samruk Tekstil""'}";Флагшток уличный 3,6 м.;{'nameRu': 'Электронный магазин'};34464.28;38599.99;{'nameRu': 'Товар'}
940540000391/230056/00;{'nameRu': 'grup.kzXANULAN'};шины летние (195*65*15);{'nameRu': 'Запрос ценовых предложений'};89800.00;89800.00;{'nameRu': 'Товар'}
940540000391/230055/00;{'nameRu': 'Ledenergy.kz'};Прожектор;{'nameRu': 'Электронный магазин'};9520.00;10662.40;{'nameRu': 'Товар'}
940540000391/230054/00;"{'nameRu': 'ТОО ""Samruk Tekstil""'}";Государственный Флаг РК уличный размер 1*2 согласно технической спецификации;{'nameRu': 'Электронный магазин'};4999.10;5598.99;{'nameRu': 'Товар'}
940540000391/230053/00;"{'nameRu': 'ТОО ""Samruk Tekstil""'}";Герб Республики Казахстан диаметр 100 см Уличный;{'nameRu': 'Электронный магазин'};139284.82;155999.00;{'nameRu': 'Товар'}
940540000391/230052/00;"{'nameRu': 'ТОО ""Kst trade""'}";Бензин АИ-95  ( Костанай);{'nameRu': 'Второй этап конкурса с использованием рамочного соглашения'};205348.21;229990.00;{'nameRu': 'Товар'}
940540000391/230051/00;{'nameRu': 'МУРЗАЛИЕВ ОСЕРАЛИ'};Техническое обслуживание и ремонт с заменой запчастей кондиционеров (сплит систем) установленных на объекте Заказчика (11 штук);{'nameRu': 'Из одного источника по несостоявшимся закупкам'};100700.00;330000.00;{'nameRu': 'Услуга'}
940540000391/230050/00;"{'nameRu': 'Товарищество с ограниченной ответственностью ""Парус-КАЗ""'}";Услуга по сопровождению учетного регистра и сервиса обмена данными в программном продукте «Парус-КАЗ.Бюджет» (Бюджетное финансирование);{'nameRu': 'Из одного источника путем прямого заключения договора'};80357.14;90000.00;{'nameRu': 'Услуга'}
940540000391/230049/00;{'nameRu': 'Aspan'};изготовление фирменных бланков (приказов);{'nameRu': 'Запрос ценовых предложений'};54840.00;54840.00;{'nameRu': 'Услуга'}
940540000391/230048/00;"{'nameRu': 'ТОО ""INTELLIGENT IT""'}";Услуги по экспертно-аналитическому сопровождению процессов деятельности организаций спорта и уполномоченных организаций, осуществляющих контрольные, надзорные и обеспечивающие функции сферы физической культуры и спорта путем внедрения цифрового сервиса (Программы для ЭВМ) «METEOR: Электронный спорт»;{'nameRu': 'Из одного источника путем прямого заключения договора'};7652678.57;15000000.00;{'nameRu': 'Услуга'}
940540000391/230047/00;{'nameRu': 'ИП БЕДЕЛБЕКОВ КАНАТБЕК УСЕНГАЗИЕВИЧ'};Услуги  по разработке и размещению визуальной информации в государственном учреждении;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};0.00;738080.00;{'nameRu': 'Работа'}
940540000391/230046/00;"{'nameRu': 'Товарищество с ограниченной ответственностью ""КостанайПриборСервис""'}";Сервисное обслуживание теплосчетчиков;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};0.00;34500.00;{'nameRu': 'Услуга'}
940540000391/230045/00;"{'nameRu': 'ТОО ""CIFRTECH""'}";Мониторы для компьютеров;{'nameRu': 'Запрос ценовых предложений'};942200.00;1055264.00;{'nameRu': 'Товар'}
940540000391/230044/00;{'nameRu': 'ИП АЙНА'};Калькулятор, согласно технической спецификации Заказчика;{'nameRu': 'Электронный магазин'};0.00;125800.00;{'nameRu': 'Товар'}
940540000391/230043/00;{'nameRu': 'АвтоГост'};Услуги по текущему ремонту автомобилей с наличием собственных запчастей поставщика;{'nameRu': 'Запрос ценовых предложений'};665000.00;665000.00;{'nameRu': 'Услуга'}
940540000391/230042/00;"{'nameRu': 'АО ""Нефтяная страховая компания""'}";Услуги по страхованию автомобильного транспорта Kia Sportage;{'nameRu': 'Запрос ценовых предложений'};32057.88;32057.88;{'nameRu': 'Услуга'}
940540000391/230013/01;{'nameRu': 'РГКП «Академия государственного управления при Президенте Республики Казахстан»'};Услуги по повышению квалификации и переподготовке административных государственных служащих;{'nameRu': 'Из одного источника путем прямого заключения договора'};288720.00;336840.00;{'nameRu': 'Услуга'}
940540000391/230041/00;{'nameRu': 'МУРЗАЛИЕВ ОСЕРАЛИ'};Кондиционеры демонтаж,монтаж (11 штук);{'nameRu': 'Запрос ценовых предложений'};294000.00;294000.00;{'nameRu': 'Услуга'}
940540000391/230040/00;"{'nameRu': 'ТОО ""WEBTEX.KZ""'}";Ремонт и обслуживание компьютеров и периферийного оборудования с предоставлением и заменой запасных частей;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};334960.00;334960.00;{'nameRu': 'Услуга'}
940540000391/230039/00;"{'nameRu': 'Товарищество с ограниченной ответственностью ""NBO plus""'}";Автомобиль;{'nameRu': 'Запрос ценовых предложений'};0.00;7825470.24;{'nameRu': 'Товар'}
940540000391/230038/00;"{'nameRu': 'Товарищество с ограниченной ответственностью ""AKK COMPANY""'}";;{'nameRu': 'Запрос ценовых предложений'};0.00;7819864.64;{'nameRu': 'Товар'}
940540000391/230037/00;{'nameRu': 'ИП ПАРАСКЕЕВ АЛЕКСАНДР ВИКТОРОВИЧ'};ведро;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};3530.00;3953.60;{'nameRu': 'Товар'}
