contractNumberSys;Supplier;descriptionRu;FaktTradeMethods;faktSum;contractSumWnds;RefSubjectType
990240002017/230236/00;{'nameRu': 'ЕЛЕУСИНОВ БАСКАР БАЗАРОВИЧ'};Договор о государственных закупках;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};0.00;2116800.00;{'nameRu': 'Товар'}
990240002017/230235/00;"{'nameRu': 'ТОО ""ЦЕНТР-АУДИТ S&M""'}";Договор о государственных закупках;{'nameRu': 'Запрос ценовых предложений'};0.00;255000.00;{'nameRu': 'Услуга'}
990240002017/230234/00;{'nameRu': 'Индивидуальный предприниматель Төлеген Қ.Н.'};Договор о государственных закупках;{'nameRu': 'Запрос ценовых предложений'};0.00;79080.00;{'nameRu': 'Товар'}
990240002017/230233/00;{'nameRu': 'БЕРНИК ВИТАЛИЙ ВИКТОРОВИЧ'};Договор о государственных закупках;{'nameRu': 'Запрос ценовых предложений'};0.00;229442.08;{'nameRu': 'Товар'}
990240002017/230232/00;"{'nameRu': 'Товарищество с ограниченной ответственностью ""Dias Profit""'}";Договор о государственных закупках;{'nameRu': 'Запрос ценовых предложений'};0.00;6594.00;{'nameRu': 'Товар'}
990240002017/230231/00;"{'nameRu': 'ТОО ""КанцЦентр""'}";Договор о государственных закупках;{'nameRu': 'Запрос ценовых предложений'};0.00;14246.40;{'nameRu': 'Товар'}
990240002017/230230/00;{'nameRu': 'Аянат'};Договор о государственных закупках;{'nameRu': 'Запрос ценовых предложений'};0.00;5450.00;{'nameRu': 'Товар'}
990240002017/230229/00;{'nameRu': 'ИП Рыскалинова'};Договор о государственных закупках;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};0.00;266970.00;{'nameRu': 'Товар'}
990240002017/230171/01;{'nameRu': 'МУСА-БЕК'};Дополнительное соглашение к договору о государственных закупках товаров;{'nameRu': 'Запрос ценовых предложений'};220614.00;247087.68;{'nameRu': 'Товар'}
990240002017/230228/00;{'nameRu': 'KLEVER'};Договор о государственных закупках;{'nameRu': 'Запрос ценовых предложений'};0.00;2040.00;{'nameRu': 'Товар'}
990240002017/230227/00;{'nameRu': 'ИП ПРОКАЕВА ТАТЬЯНА ВЛАДИМИРОВНА'};Договор о государственных закупках;{'nameRu': 'Запрос ценовых предложений'};6000.00;6000.00;{'nameRu': 'Товар'}
990240002017/230226/00;"{'nameRu': 'Товарищество с ограниченной ответственностью ""Dias Profit""'}";Договор о государственных закупках;{'nameRu': 'Запрос ценовых предложений'};0.00;2665.60;{'nameRu': 'Товар'}
990240002017/230225/00;{'nameRu': 'ИП Касимова'};Договор о государственных закупках;{'nameRu': 'Запрос ценовых предложений'};19500.00;19500.00;{'nameRu': 'Товар'}
990240002017/230224/00;"{'nameRu': 'ИП ""ЕММЭ""'}";Договор о государственных закупках;{'nameRu': 'Запрос ценовых предложений'};91200.00;91200.00;{'nameRu': 'Товар'}
990240002017/230223/00;{'nameRu': 'Barys LTD'};Договор о государственных закупках;{'nameRu': 'Запрос ценовых предложений'};0.00;33330.00;{'nameRu': 'Товар'}
990240002017/230222/00;"{'nameRu': 'ИП ""ШАНШАРОВ  ""'}";Договор о государственных закупках;{'nameRu': 'Запрос ценовых предложений'};0.00;10960.00;{'nameRu': 'Товар'}
990240002017/230221/00;"{'nameRu': 'ТОО ""Kst trade""'}";Договор о государственных закупках;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};219632.14;245988.00;{'nameRu': 'Товар'}
990240002017/230220/00;{'nameRu': 'Товарищество с ограниченной ответственностью Company МАГНАТ'};Договор о государственных закупках;{'nameRu': 'Электронный магазин'};26487.00;26487.00;{'nameRu': 'Товар'}
990240002017/230219/00;{'nameRu': 'Товарищество с ограниченной ответственностью Company МАГНАТ'};Договор о государственных закупках;{'nameRu': 'Электронный магазин'};0.00;146677.00;{'nameRu': 'Товар'}
990240002017/230218/00;{'nameRu': 'ИП Абенов'};Договор о государственных закупках;{'nameRu': 'Электронный магазин'};0.00;36000.00;{'nameRu': 'Товар'}
990240002017/230217/00;{'nameRu': 'ИП Start'};Договор о государственных закупках;{'nameRu': 'Электронный магазин'};18000.00;18000.00;{'nameRu': 'Товар'}
990240002017/230216/00;{'nameRu': 'ИП АБДЕЛЬАЗИЗ'};Договор о государственных закупках;{'nameRu': 'Электронный магазин'};0.00;15000.00;{'nameRu': 'Товар'}
990240002017/230215/00;{'nameRu': 'ИП Сымбат'};Договор о государственных закупках;{'nameRu': 'Электронный магазин'};27724.50;27724.50;{'nameRu': 'Товар'}
990240002017/230214/00;{'nameRu': 'ИП Шахан'};Договор о государственных закупках;{'nameRu': 'Электронный магазин'};21510.00;21510.00;{'nameRu': 'Товар'}
990240002017/230213/00;{'nameRu': 'ИП Нуралиев'};Договор о государственных закупках;{'nameRu': 'Запрос ценовых предложений'};0.00;775905.36;{'nameRu': 'Товар'}
990240002017/230212/00;{'nameRu': 'ИП Исаева'};Договор о государственных закупках;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};199999.00;199999.00;{'nameRu': 'Работа'}
990240002017/230211/00;{'nameRu': 'ИП Родничок'};Договор о государственных закупках;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};4208.00;4208.00;{'nameRu': 'Товар'}
