contractNumberSys;Supplier;descriptionRu;FaktTradeMethods;faktSum;contractSumWnds;RefSubjectType
020440002409/230103/00;{'nameRu': 'ИП Жакипова'};Услуги по утилизации ртутьсодержащих ламп;{'nameRu': 'Запрос ценовых предложений'};9800.00;9800.00;{'nameRu': 'Услуга'}
020440002409/230102/00;{'nameRu': 'ИП СТАРЧЕУСОВА НИНА АЛЕКСЕЕВНА'};Проверка вентиляционных каналов;{'nameRu': 'Запрос ценовых предложений'};0.00;38900.00;{'nameRu': 'Услуга'}
020440002409/230073/01;{'nameRu': 'КУНШАШОВ ТАЛГАТ МАКСАТОВИЧ'};Сердцевина для замка дверного длина 6 см;{'nameRu': 'Запрос ценовых предложений'};57640.00;57640.00;{'nameRu': 'Товар'}
020440002409/230071/01;{'nameRu': 'ИП Данияров'};Коврик;{'nameRu': 'Запрос ценовых предложений'};97025.00;97025.00;{'nameRu': 'Товар'}
020440002409/230101/00;"{'nameRu': 'ТОО ""Теплокомплект-2006БКБ""'}";Подготовка к отопительному сезону 2023-2024г (промывка и опрессовка системы отопления,заключения экспертизы,протокол проверки знаний,схема узла управления, паспорт технической готовности);{'nameRu': 'Из одного источника по несостоявшимся закупкам'};105000.00;105000.00;{'nameRu': 'Услуга'}
020440002409/230100/00;{'nameRu': 'ИП Молдир'};Огнезащитная обработка деревянных конструкций;{'nameRu': 'Запрос ценовых предложений'};87000.00;87000.00;{'nameRu': 'Работа'}
020440002409/230099/00;"{'nameRu': 'Товарищество с ограниченной ответственностью ""Учебный центр ""Aspect""""'}";Семинар Безопасность и охрана труда;{'nameRu': 'Запрос ценовых предложений'};0.00;16400.00;{'nameRu': 'Услуга'}
020440002409/230098/00;"{'nameRu': 'ТОО ""GPS TELECOM""'}";Услуги по испытанию контуров молнезащитного устройства;{'nameRu': 'Запрос ценовых предложений'};880000.00;985600.00;{'nameRu': 'Услуга'}
020440002409/230097/00;{'nameRu': 'STROYCORP'};Замер сопротивления контур заземления и замер на сопротивления изоляции;{'nameRu': 'Запрос ценовых предложений'};0.00;66000.00;{'nameRu': 'Услуга'}
020440002409/230096/00;{'nameRu': 'ИП Байзаков'};Определение прочности ограждение кровли;{'nameRu': 'Запрос ценовых предложений'};50550.00;50550.00;{'nameRu': 'Услуга'}
020440002409/230095/00;"{'nameRu': 'Товарищество с ограниченной ответственностью ""Казлабсервис""'}";Проведение лабораторных исследований и инструментальных замеров;{'nameRu': 'Запрос ценовых предложений'};80000.00;80000.00;{'nameRu': 'Услуга'}
020440002409/230094/00;{'nameRu': 'ИП ОЛЖА'};Определение прочности стационарной наружной маршевой пожарной лестницы;{'nameRu': 'Запрос ценовых предложений'};36000.00;36000.00;{'nameRu': 'Услуга'}
020440002409/230093/00;{'nameRu': 'ИП Байзаков'};Определение качества огнезащитной обработки деревянных конструкций;{'nameRu': 'Запрос ценовых предложений'};26254.00;26254.00;{'nameRu': 'Работа'}
020440002409/230092/00;{'nameRu': 'ИП  ГОВОРУХА  СЕРГЕЙ  ЛЕОНИДОВИЧ'};Замена блока речевого оповещения Соната с аккумулятором;{'nameRu': 'Запрос ценовых предложений'};36900.00;36900.00;{'nameRu': 'Работа'}
020440002409/230085/01;"{'nameRu': 'ТОО ""Алгоритм-Сервис+""'}";Услуги по заправке картриджей;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};0.00;150000.00;{'nameRu': 'Услуга'}
020440002409/230091/00;{'nameRu': 'НЕСИПБАЕВ АЛМАТ'};Текущий ремонт полового покрытия (замена кафеля);{'nameRu': 'Запрос ценовых предложений'};597800.00;597800.00;{'nameRu': 'Работа'}
020440002409/230090/00;{'nameRu': 'ШАЙГУЗОВА ЭЛЬМИРА'};Швабра деревянная;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};11800.00;11800.00;{'nameRu': 'Товар'}
020440002409/230089/00;"{'nameRu': 'АО ""Казахтелеком""'}";Услуги телефонной связи;{'nameRu': 'Второй этап конкурса с использованием рамочного соглашения'};4783.17;56000.00;{'nameRu': 'Услуга'}
020440002409/230088/00;{'nameRu': 'ИП АйРус'};Замена блока речевого оповещения Соната с аккумулятором;{'nameRu': 'Запрос ценовых предложений'};0.00;35998.00;{'nameRu': 'Работа'}
020440002409/230087/00;"{'nameRu': 'ИП ""WestStroyTrans""'}";Работы по замене двухкамерного стеклопакета;{'nameRu': 'Запрос ценовых предложений'};0.00;49000.00;{'nameRu': 'Работа'}
020440002409/230086/00;"{'nameRu': 'Костанайский филиал Акционерного общества ""Страховая компания ""Виктория""'}";Услуга по страхованию автомашины;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};35263.67;35263.67;{'nameRu': 'Услуга'}
020440002409/230085/00;"{'nameRu': 'ТОО ""Алгоритм-Сервис+""'}";Услуги по заправке картриджей;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};0.00;150000.00;{'nameRu': 'Услуга'}
020440002409/230084/00;{'nameRu': 'Oil Центр'};Охлаждающая жидкость Антифриз в фирменных канистрах по 5 литров ( красный);{'nameRu': 'Запрос ценовых предложений'};11040.00;12364.80;{'nameRu': 'Товар'}
020440002409/230083/00;"{'nameRu': 'ТОО ""СКАЖ и М""'}";Мыло туалетное;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};11000.00;12320.00;{'nameRu': 'Товар'}
020440002409/230082/00;{'nameRu': 'МОЛДАХМЕТ НҰРЛЫБЕК'};Кисть малярная 50 мм;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};1600.00;1600.00;{'nameRu': 'Товар'}
020440002409/230081/00;{'nameRu': 'ИП МИРОНОВА ДАРЬЯ ВЛАДИМИРОВНА'};Тормозные колодки для легкового автомобиля;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};4000.00;4480.00;{'nameRu': 'Товар'}
020440002409/230080/00;{'nameRu': 'ABI GROUP'};Профиль стыкоперекрывающий;{'nameRu': 'Запрос ценовых предложений'};110700.00;110700.00;{'nameRu': 'Товар'}
020440002409/230079/00;{'nameRu': 'Star'};Решетка вентиляционная вытяжная, цилиндрическая с сеткой, пластик 15х20;{'nameRu': 'Запрос ценовых предложений'};0.00;17280.00;{'nameRu': 'Товар'}
020440002409/230078/00;{'nameRu': 'ИП Нармагамбетова'};Решетка вентиляционная разъемная, прямоточная с сеткой, 18х25;{'nameRu': 'Запрос ценовых предложений'};22020.00;22020.00;{'nameRu': 'Товар'}
020440002409/230077/00;{'nameRu': 'МОЛДАХМЕТ НҰРЛЫБЕК'};Растворитель;{'nameRu': 'Запрос ценовых предложений'};16000.00;16000.00;{'nameRu': 'Товар'}
020440002409/230076/00;"{'nameRu': 'ИП ""РОМАН""'}";Герметик силиконовый;{'nameRu': 'Запрос ценовых предложений'};22000.00;22000.00;{'nameRu': 'Товар'}
020440002409/230075/00;"{'nameRu': 'ИП ""Бондарева""'}";Смеситель;{'nameRu': 'Запрос ценовых предложений'};42740.00;47868.80;{'nameRu': 'Товар'}
020440002409/230074/00;"{'nameRu': 'ИП ""ХОД КОНЕМ""'}";Термопот;{'nameRu': 'Запрос ценовых предложений'};19900.00;19900.00;{'nameRu': 'Товар'}
020440002409/230073/00;{'nameRu': 'КУНШАШОВ ТАЛГАТ МАКСАТОВИЧ'};Сердцевина для замка дверного длина 6 см;{'nameRu': 'Запрос ценовых предложений'};0.00;57640.00;{'nameRu': 'Товар'}
020440002409/230072/00;"{'nameRu': 'ИП ""КЕРІМ-АЙ студия""'}";Панель интерьерная;{'nameRu': 'Запрос ценовых предложений'};0.00;212500.00;{'nameRu': 'Товар'}
020440002409/230071/00;{'nameRu': 'ИП Данияров'};Коврик;{'nameRu': 'Запрос ценовых предложений'};0.00;97025.00;{'nameRu': 'Товар'}
020440002409/230070/00;{'nameRu': 'ИП АЛТУРГАНОВ'};пленка полиэстеровая, прозрачная;{'nameRu': 'Запрос ценовых предложений'};75200.00;75200.00;{'nameRu': 'Товар'}
020440002409/230069/00;"{'nameRu': 'ТОО ""Бизнес школа DG""'}";Услуги по обеспечению участия в мероприятиях;{'nameRu': 'Из одного источника путем прямого заключения договора'};60000.00;60000.00;{'nameRu': 'Услуга'}
020440002409/230068/00;"{'nameRu': 'Товарищество с ограниченной ответственностью ""Dias Profit""'}";Доска разделочная;{'nameRu': 'Запрос ценовых предложений'};19760.00;22131.20;{'nameRu': 'Товар'}
020440002409/230067/00;{'nameRu': 'ИП ТЛЕУБАЕВА АЙСАУЛЕ ДАРХАНОВНА'};Ложка чайная;{'nameRu': 'Запрос ценовых предложений'};9793.00;9793.00;{'nameRu': 'Товар'}
020440002409/230066/00;{'nameRu': 'ИП Кондакова А.А.'};Ерш;{'nameRu': 'Запрос ценовых предложений'};9960.00;9960.00;{'nameRu': 'Товар'}
