contractNumberSys;Supplier;descriptionRu;FaktTradeMethods;faktSum;contractSumWnds;RefSubjectType
050240006242/230066/00;"{'nameRu': 'Товарищество с ограниченной ответственностью ""Energy Light Way""'}";Восстановление сетей уличного освещения с. имени И.Ф.Павлова Костанайского района;{'nameRu': 'Из одного источника путем прямого заключения договора'};0.00;900000.00;{'nameRu': 'Работа'}
050240006242/230064/00;{'nameRu': 'РГП на ПХВ «НЦКДА»'};Услуги по проведению ведомственной экспертизы технической документации по среднему ремонту дорог;{'nameRu': 'Из одного источника путем прямого заключения договора'};0.00;1797204.00;{'nameRu': 'Услуга'}
050240006242/230063/00;"{'nameRu': 'Товарищество с ограниченной ответственностью ""Редакция региональной общественно-политической газеты ARNA news""'}";Публикация объявления;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};0.00;60800.00;{'nameRu': 'Услуга'}
050240006242/230062/00;"{'nameRu': 'ТОО ""IMB""'}";Корректировка технической документации по среднему ремонту дорог;{'nameRu': 'Запрос ценовых предложений'};0.00;888888.00;{'nameRu': 'Услуга'}
050240006242/230061/00;"{'nameRu': 'ИП ""ИРГАСИМОВА АСЕМГУЛЬ МАРАТОВНА""'}";Изготовление баннеров;{'nameRu': 'Запрос ценовых предложений'};0.00;43800.00;{'nameRu': 'Услуга'}
050240006242/230060/00;{'nameRu': 'Некоммерческое акционерное общество «Государственная корпорация «Правительство для граждан»'};Услуга по определению кадастровой (оценочной) стоимости земельного участка;{'nameRu': 'Из одного источника путем прямого заключения договора'};0.00;21987.53;{'nameRu': 'Работа'}
050240006242/230059/00;"{'nameRu': 'ТОО ""Аманат Инжиниринг""'}";Услуги по техническому надзору при проведении средниго ремонта улицы Целинная в с.Жуковка Костанайского района Костанайской области;{'nameRu': 'Открытый конкурс'};0.00;476377.24;{'nameRu': 'Услуга'}
050240006242/230058/00;"{'nameRu': 'Товарищество с ограниченной ответственностью ""Учебный центр ""SGK KZ""'}";Оплата за услуги по проведению семинара по бухгалтерскому учету;{'nameRu': 'Из одного источника путем прямого заключения договора'};0.00;50000.00;{'nameRu': 'Услуга'}
050240006242/230054/00;"{'nameRu': 'ТОО ""Центрум""'}";Изготовление бланочной продукции;{'nameRu': 'Запрос ценовых предложений'};0.00;21600.00;{'nameRu': 'Услуга'}
050240006242/230053/00;"{'nameRu': 'ТОО ""Горизонт-2012""'}";Ликвидация несанкционированной свалки;{'nameRu': 'Запрос ценовых предложений'};0.00;3326400.00;{'nameRu': 'Услуга'}
