contractNumberSys;Supplier;descriptionRu;FaktTradeMethods;faktSum;contractSumWnds;RefSubjectType
101040017344/230018/00;{'nameRu': 'ИП Нуримов'};Машина стиральная полуавтомат;{'nameRu': 'Запрос ценовых предложений'};0.00;74000.00;{'nameRu': 'Товар'}
101040017344/230017/00;"{'nameRu': 'ТОО ""СанЭпидСервис Костанай""'}";Услуги санитарные (дезинфекция емкости);{'nameRu': 'Из одного источника по несостоявшимся закупкам'};0.00;40000.00;{'nameRu': 'Услуга'}
101040017344/230016/00;{'nameRu': 'ИП Бойко А.П.'};Подвоз холодной питьевой воды;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};0.00;63000.00;{'nameRu': 'Услуга'}
101040017344/230015/00;{'nameRu': 'ИП Бойко А.П.'};Услуги по опорожнению/очищению отходов выгребных ям/отстойников/септиков/туалетов;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};0.00;49000.00;{'nameRu': 'Услуга'}
101040017344/230014/00;"{'nameRu': 'КГП ""Карасуская районная больница"" Управления здравоохранения акимата Костанайской области""'}";Услуги по периодическому медицинскому осмотру персонала;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};0.00;87981.00;{'nameRu': 'Услуга'}
101040017344/230013/00;"{'nameRu': 'ТОО ""Карасу Тазалык 2018""'}";Услуги по удалению неопасных отходов (ТБО);{'nameRu': 'Из одного источника по несостоявшимся закупкам'};0.00;239600.00;{'nameRu': 'Услуга'}
101040017344/230012/00;{'nameRu': 'ИП ЕЭС'};Строительные материалы;{'nameRu': 'Запрос ценовых предложений'};0.00;129445.00;{'nameRu': 'Услуга'}
101040017344/230011/00;{'nameRu': 'Филиал РГП на ПХВ «Национальный центр экспертизы» КСЭК МЗ РК по Костанайской области'};Услуги по проведению лабораторных/лабораторно-инструментальных исследований/анализов;{'nameRu': 'Из одного источника путем прямого заключения договора'};0.00;15000.00;{'nameRu': 'Услуга'}
101040017344/230010/00;{'nameRu': 'Филиал РГП на ПХВ «Национальный центр экспертизы» КСЭК МЗ РК по Костанайской области'};Услуги по проведению лабораторных/лабораторно-инструментальных исследований/анализов;{'nameRu': 'Из одного источника путем прямого заключения договора'};109340.00;184195.00;{'nameRu': 'Услуга'}
101040017344/230009/00;{'nameRu': 'Филиал РГП на ПХВ «Национальный центр экспертизы» КСЭК МЗ РК по Костанайской области'};Услуги по проведению лабораторных/лабораторно-инструментальных исследований/анализов;{'nameRu': 'Из одного источника путем прямого заключения договора'};0.00;209860.00;{'nameRu': 'Услуга'}
101040017344/230006/01;"{'nameRu': 'АО ""Казахтелеком""'}";услуги по доступу к интернету;{'nameRu': 'Второй этап конкурса с использованием рамочного соглашения'};0.00;356378.03;{'nameRu': 'Услуга'}
101040017344/230008/00;{'nameRu': 'ИП МУХАНГАЛИЕВ КАНАТ АКИМГАЛИЕВИЧ'};Продукты питания;{'nameRu': 'Из одного источника путем прямого заключения договора по питанию обучающихся'};0.00;1106780.00;{'nameRu': 'Товар'}
101040017344/230007/00;"{'nameRu': 'ТОО ""Султан 2014""'}";Продукты питания;{'nameRu': 'Из одного источника путем прямого заключения договора по питанию обучающихся'};320892.85;3609545.00;{'nameRu': 'Товар'}
101040017344/230006/00;"{'nameRu': 'АО ""Казахтелеком""'}";Услуги по доступу к интернету;{'nameRu': 'Второй этап конкурса с использованием рамочного соглашения'};0.00;208320.00;{'nameRu': 'Услуга'}
101040017344/230005/00;"{'nameRu': 'АО ""Казахтелеком""'}";Услуги телефонной связи;{'nameRu': 'Второй этап конкурса с использованием рамочного соглашения'};0.00;14573.76;{'nameRu': 'Услуга'}
101040017344/230004/00;"{'nameRu': 'ТОО ""Websoft Qazaqstan""'}";Услуги по предоставлению доступа к информационным ресурсам;{'nameRu': 'Из одного источника путем прямого заключения договора'};59800.00;89700.00;{'nameRu': 'Услуга'}
101040017344/230003/00;"{'nameRu': 'АО ""Национальные информационные технологии""'}";Услуги по предоставлению доменного имени;{'nameRu': 'Из одного источника путем прямого заключения договора'};0.00;8200.00;{'nameRu': 'Услуга'}
101040017344/230002/00;"{'nameRu': 'ТОО ""Костанайский ЭнергоЦентр""'}";Электроэнергия;{'nameRu': 'Из одного источника путем прямого заключения договора'};0.00;1234221.00;{'nameRu': 'Товар'}
101040017344/230001/00;{'nameRu': 'ГКП «Шығыс» на праве хозяйственного ведения районного отдела жилищно – коммунального хозяйства, пассажирского транспорта, автомобильных дорог и жилищной инспекции акимата Карасуского района'};Вода питьевая, для коммунальных нужд;{'nameRu': 'Из одного источника путем прямого заключения договора'};0.00;327000.00;{'nameRu': 'Товар'}
101040017344/A0EX3N/00;"{'nameRu': 'АО ""ЦЭФ""'}";;{'nameRu': 'Из одного источника путем прямого заключения договора'};61607.14;69000.00;{'nameRu': 'Услуга'}
