contractNumberSys;Supplier;descriptionRu;FaktTradeMethods;faktSum;contractSumWnds;RefSubjectType
940440000702/230215/01;{'nameRu': 'ИП Исаева'};Радиостанция автомобильная двухдиапазонная QYT KT8900;{'nameRu': 'Электронный магазин'};0.00;60000.00;{'nameRu': 'Товар'}
940440000702/230215/00;{'nameRu': 'ИП Исаева'};Радиостанция автомобильная двухдиапазонная QYT KT8900;{'nameRu': 'Электронный магазин'};0.00;67200.00;{'nameRu': 'Товар'}
940440000702/230214/00;"{'nameRu': 'ТОО ""Kst trade""'}";Дизельное топливо летнее в талонах.;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};526785.71;590000.00;{'nameRu': 'Товар'}
940440000702/230213/00;"{'nameRu': 'ТОО ""Kst trade""'}";Бензин АИ 92 в талонах;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};549080.36;614970.00;{'nameRu': 'Товар'}
940440000702/230210/00;"{'nameRu': 'Товарищество с ограниченной ответственностью ""Asia bastau parts""'}";Сварочный аппарат закрытого типа.;{'nameRu': 'Запрос ценовых предложений'};0.00;1148000.00;{'nameRu': 'Товар'}
940440000702/230209/00;"{'nameRu': 'Товарищество с ограниченной ответственностью ""Asia bastau parts""'}";Дизельная электростанция закрытого типа на раме;{'nameRu': 'Запрос ценовых предложений'};0.00;1693200.00;{'nameRu': 'Товар'}
940440000702/230208/00;{'nameRu': 'ИП Адильбеков'};Электрогенератор Champion GG6500;{'nameRu': 'Электронный магазин'};0.00;659987.00;{'nameRu': 'Товар'}
940440000702/230207/00;"{'nameRu': 'ИП ""Smart House""'}";Монитор LG 34WL500-B,;{'nameRu': 'Электронный магазин'};187923.00;210473.76;{'nameRu': 'Товар'}
940440000702/230206/00;{'nameRu': 'ИП ЗЕМплюс'};Работы по составлению проекта и установлению границ земельного участка, общей площадью 1,08 га;{'nameRu': 'Запрос ценовых предложений'};118000.00;118000.00;{'nameRu': 'Работа'}
940440000702/230205/00;{'nameRu': 'ЕМЕЛЬЯНЕНКО ГАЛИНА'};Работа по ремонту двигателя Д 245 на автомашине ГАЗ Садко 38097;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};175000.00;175000.00;{'nameRu': 'Работа'}
940440000702/230204/00;{'nameRu': 'ип Попович М. В.'};Кисть малярная для побелки;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};21600.00;21600.00;{'nameRu': 'Товар'}
940440000702/230203/00;{'nameRu': 'ип Попович М. В.'};Распредкоробки электрические квадратные и круглые;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};14000.00;14000.00;{'nameRu': 'Товар'}
940440000702/230202/00;{'nameRu': 'ИП НАУРУЗБАЕВА ДАРИЯ КУЛТАЕВНА'};Проволока не ржавеющая, оцинкованная, мягкая, диаметр не менее 1,6 мм и не более 2 мм;{'nameRu': 'Запрос ценовых предложений'};55890.00;55890.00;{'nameRu': 'Товар'}
940440000702/230201/00;{'nameRu': 'ИП KazBusiness'};Турбина на двигатель МТЗ экскаватора ЕК -14 2008 г.в.;{'nameRu': 'Запрос ценовых предложений'};0.00;138878.88;{'nameRu': 'Товар'}
940440000702/230200/00;"{'nameRu': 'ТОО ""Серхан74""'}";Дин рейка размеры 35*7,5 мм, длина 1 штуки не менее 500 мм;{'nameRu': 'Запрос ценовых предложений'};13725.00;15372.00;{'nameRu': 'Товар'}
940440000702/230199/00;"{'nameRu': 'АО ""Казахтелеком""'}";Услуги телефонной связи;{'nameRu': 'Второй этап конкурса с использованием рамочного соглашения'};0.00;21023.96;{'nameRu': 'Услуга'}
940440000702/230198/00;"{'nameRu': 'ТОО ""Sapa Control""'}";Услуги по проведению энергетического аудита;{'nameRu': 'Запрос ценовых предложений'};0.00;392000.00;{'nameRu': 'Услуга'}
940440000702/230197/00;"{'nameRu': 'АО ""Казахтелеком""'}";Услуги по доступу к Интернету;{'nameRu': 'Второй этап конкурса с использованием рамочного соглашения'};0.00;64792.00;{'nameRu': 'Услуга'}
940440000702/230196/00;{'nameRu': 'Некоммерческое акционерное общество «Государственная корпорация «Правительство для граждан»'};Работа по изготовлению идентификационного документа на земельный участок общей площадью 1,08 га;{'nameRu': 'Из одного источника путем прямого заключения договора'};0.00;17926.68;{'nameRu': 'Работа'}
940440000702/230195/00;{'nameRu': 'Некоммерческое акционерное общество «Государственная корпорация «Правительство для граждан»'};Работа по определению кадастровой оценочной стоимости земельного участка общей площадью 1.08 га;{'nameRu': 'Из одного источника путем прямого заключения договора'};0.00;24186.28;{'nameRu': 'Работа'}
940440000702/230194/00;{'nameRu': 'ИП НУРЛАН'};Стиральный порошок  в пачках 400 грамм;{'nameRu': 'Электронный магазин'};45000.00;45000.00;{'nameRu': 'Товар'}
940440000702/230149/01;{'nameRu': 'ИП Райана'};Изготовление и установка окон и дверей;{'nameRu': 'Запрос ценовых предложений'};1040000.00;1040000.00;{'nameRu': 'Работа'}
940440000702/230158/01;"{'nameRu': 'ИП ""Smart House""'}";Дисковая пила Makita 2712;{'nameRu': 'Электронный магазин'};334899.00;375086.88;{'nameRu': 'Товар'}
940440000702/230193/00;{'nameRu': 'ИП Libra'};Мыло хозяйственное  65%, 250 гр,;{'nameRu': 'Электронный магазин'};0.00;75960.00;{'nameRu': 'Товар'}
940440000702/230192/00;"{'nameRu': 'ТОО ""БелАгро""'}";Рем комплект резиновых патрубков и прокладка под клапанную крышку на двигатель  Д -240;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};5500.00;6160.00;{'nameRu': 'Товар'}
940440000702/230191/00;{'nameRu': 'ИП Буровин С.А.'};Сайлентблок нижние на ВАЗ 21214 НИВА Urban 2018 г.в.;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};2464.00;2759.68;{'nameRu': 'Товар'}
940440000702/230190/00;{'nameRu': 'ИП RYSART'};Работа по изготовлению мебели в офис предприятия, согласно утверждённого эскизного проекта.;{'nameRu': 'Запрос ценовых предложений'};428300.00;428300.00;{'nameRu': 'Работа'}
940440000702/230189/00;"{'nameRu': 'ТОО ""Костанайский ЭнергоЦентр""'}";Электроэнергия с. Амангельды;{'nameRu': 'Из одного источника путем прямого заключения договора'};0.00;969199.00;{'nameRu': 'Товар'}
940440000702/230188/00;{'nameRu': 'ИП Буровин С.А.'};Запасные части на  ВАЗ 21214 НИВА Urban 2018 г.в.;{'nameRu': 'Запрос ценовых предложений'};32957.00;36911.84;{'nameRu': 'Товар'}
940440000702/230187/00;{'nameRu': 'ИП МИРОНОВА ДАРЬЯ ВЛАДИМИРОВНА'};Запасные части на  ВАЗ 21214 НИВА Urban 2018 г.в.;{'nameRu': 'Запрос ценовых предложений'};81080.00;90809.60;{'nameRu': 'Товар'}
940440000702/230186/00;{'nameRu': 'ИП МИРОНОВА ДАРЬЯ ВЛАДИМИРОВНА'};Ремень вентилятора Р 1060 мм на двигатель ГАЗ 53 1987 года выпуска;{'nameRu': 'Запрос ценовых предложений'};3840.00;4300.80;{'nameRu': 'Товар'}
940440000702/230185/00;{'nameRu': 'ИП Буровин С.А.'};Свечи зажигания и ремень генератора на двигатель ГАЗ 53 1987 года выпуска;{'nameRu': 'Запрос ценовых предложений'};14240.00;15948.80;{'nameRu': 'Товар'}
940440000702/230184/00;{'nameRu': 'ДЖАНГУЛОВА САНИЯ  КАЗБЕКОВНА'};Водяная помпа на двигатель внутреннего сгорания Д -240;{'nameRu': 'Запрос ценовых предложений'};24499.00;27438.88;{'nameRu': 'Товар'}
940440000702/230183/00;{'nameRu': 'Достык  group'};Сайлентблок поперечной реактивной тяги и Шрус на карданный вал + пыльник на ВАЗ 21214 НИВА Urban 2018 г.в.;{'nameRu': 'Запрос ценовых предложений'};106388.00;106388.00;{'nameRu': 'Товар'}
940440000702/230182/00;"{'nameRu': 'Товарищество с ограниченной ответственностью ""КосДинКом""'}";Шаровая опора нижняя для подвески на ВАЗ 21214 НИВА Urban 2018 г.в.;{'nameRu': 'Запрос ценовых предложений'};12600.00;14112.00;{'nameRu': 'Товар'}
940440000702/230180/00;{'nameRu': 'ИП НАУРУЗБАЕВА ДАРИЯ КУЛТАЕВНА'};кисть малярная;{'nameRu': 'Запрос ценовых предложений'};15780.00;15780.00;{'nameRu': 'Товар'}
940440000702/230179/00;{'nameRu': 'ИП Губарев Михаил Сергеевич'};Коврик для компьютерной мыши;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};4950.00;4950.00;{'nameRu': 'Товар'}
940440000702/230178/00;{'nameRu': 'ИП Мутшаль'};Моторное масло для двухтактных бензиновых двигателей ( 2Т) ( для газонокосилок);{'nameRu': 'Запрос ценовых предложений'};24000.00;24000.00;{'nameRu': 'Товар'}
940440000702/230177/00;"{'nameRu': '""ПОСТАВЩИК S"" ИП УТЛОВ СЕРГЕЙ ВАСИЛЬЕВИЧ'}";Беспроводной ADSL модем TP-Link TD-W8968;{'nameRu': 'Электронный магазин'};17300.00;19376.00;{'nameRu': 'Товар'}
940440000702/230176/00;"{'nameRu': 'ТОО ""Просвязь""'}";Рация WLN KD-C1 черная;{'nameRu': 'Электронный магазин'};98214.20;109999.90;{'nameRu': 'Товар'}
940440000702/230175/00;"{'nameRu': 'Товарищество с ограниченной ответственностью ""ОТВЕРТКА.KZ""'}";Метла полипропиленовая ,круглая, с черенком;{'nameRu': 'Электронный магазин'};51928.40;58159.81;{'nameRu': 'Товар'}
940440000702/230174/00;"{'nameRu': 'ИП ""Smart House""'}";Компрессор Alteco ACD 50/400.2;{'nameRu': 'Электронный магазин'};115771.00;129663.52;{'nameRu': 'Товар'}
940440000702/230173/00;"{'nameRu': 'ТОО ""ТЕМІРЖОЛСУ-ҚОСТАНАЙ""'}";Услуги по холодному водоснабжению с использованием систем централизованного водоснабжения с. Амагельды, карасуский район;{'nameRu': 'Из одного источника путем прямого заключения договора'};0.00;34149551.14;{'nameRu': 'Услуга'}
940440000702/230172/00;"{'nameRu': 'ТОО ""Ekomed.kz""'}";Весы медицинские Масса- К ВЭМ-150.2-АЗ;{'nameRu': 'Электронный магазин'};96000.00;107520.00;{'nameRu': 'Товар'}
940440000702/230134/01;{'nameRu': 'ИП NSS'};Контактор электромагнитный 1-й величины КМЭ, с катушкой на 230 В, малогабаритный, с тепловым реле;{'nameRu': 'Запрос ценовых предложений'};55000.00;55000.00;{'nameRu': 'Товар'}
940440000702/230171/00;"{'nameRu': 'ТОО ""Казах Кенсе""'}";Бумага  SvetoCopy Classic, А4, 500л., белая;{'nameRu': 'Электронный магазин'};143600.00;160832.00;{'nameRu': 'Товар'}
940440000702/230135/01;{'nameRu': 'ИП MAD-NAZ'};Контактор электромагнитный 2-й величины КМЭ, 32 А, с катушкой на 230 В, малогабаритный, с тепловым реле;{'nameRu': 'Запрос ценовых предложений'};99125.00;99125.00;{'nameRu': 'Товар'}
940440000702/230170/00;"{'nameRu': 'ТОО ""Kaspi Kazakhstan""'}";Услуги утилизации 5 единиц оргтехники и одного компьютера в сборе, согласно технической спецификации;{'nameRu': 'Запрос ценовых предложений'};3400.00;3400.00;{'nameRu': 'Услуга'}
940440000702/230169/00;"{'nameRu': 'ИП ""Kst-Trade""'}";Оргстекло листовое;{'nameRu': 'Запрос ценовых предложений'};68800.00;68800.00;{'nameRu': 'Товар'}
940440000702/230168/00;"{'nameRu': '""ПОСТАВЩИК S"" ИП УТЛОВ СЕРГЕЙ ВАСИЛЬЕВИЧ'}";Беспроводной телефон Panasonic KX-TG1611RUW;{'nameRu': 'Электронный магазин'};67820.85;75959.35;{'nameRu': 'Товар'}
940440000702/230167/00;{'nameRu': 'АХМЕТОВА ДИНАРА'};Беспроводной ADSL Модем, D-Link DSL-2750U/R1A;{'nameRu': 'Электронный магазин'};0.00;13199.00;{'nameRu': 'Товар'}
940440000702/230166/00;{'nameRu': 'ИП МИРОНОВА ДАРЬЯ ВЛАДИМИРОВНА'};Тормозные колодки передние в сборе на ГАЗ 53 1987 года выпуска;{'nameRu': 'Запрос ценовых предложений'};17400.00;19488.00;{'nameRu': 'Товар'}
940440000702/230165/00;{'nameRu': 'ИП Сисембаева М.М.'};Радиатор охлаждения двигателя ГАЗ 53 1987 года выпуска;{'nameRu': 'Запрос ценовых предложений'};104480.00;104480.00;{'nameRu': 'Товар'}
