contractNumberSys;Supplier;descriptionRu;FaktTradeMethods;faktSum;contractSumWnds;RefSubjectType
920740000402/230056/00;"{'nameRu': 'ГКП ""Узунколь Су"" отдела жилищно-коммунального хозяйства,пассажирского транспорта и автомобильных дорог Узункольского района акимата Узункольского района Костанайской области'}";Приобретение воды;{'nameRu': 'Из одного источника путем прямого заключения договора'};8192.21;17432.79;{'nameRu': 'Товар'}
920740000402/230055/00;{'nameRu': 'ИП Аманжолов А.Е.'};Работа и установка по изготовлению (жалюзи);{'nameRu': 'Запрос ценовых предложений'};0.00;248000.00;{'nameRu': 'Работа'}
920740000402/230054/00;"{'nameRu': 'Товарищество с ограниченной ответственностью ""Dias Profit""'}";Приобретение прочих запасов (урна офисная, пластиковая);{'nameRu': 'Запрос ценовых предложений'};0.00;12687.36;{'nameRu': 'Товар'}
920740000402/230053/00;"{'nameRu': 'Товарищество с ограниченной ответственностью ""КосДинКом""'}";Шина зимняя с шипами размер 185/70 R14 для легкового автомобиля Ravon Nexia R 3. 2017 года выпуска.;{'nameRu': 'Запрос ценовых предложений'};0.00;79296.00;{'nameRu': 'Товар'}
920740000402/230052/00;"{'nameRu': 'ТОО ""Constellation KZ""'}";Работы по изготовлению мебели  (плательный шкаф);{'nameRu': 'Запрос ценовых предложений'};0.00;379999.99;{'nameRu': 'Работа'}
920740000402/230051/00;"{'nameRu': 'ТОО ""Constellation KZ""'}";Изготовление мебели (стол офисный);{'nameRu': 'Запрос ценовых предложений'};0.00;479999.00;{'nameRu': 'Работа'}
920740000402/230050/00;{'nameRu': 'АО «Университет КАЗГЮУ имени М.С. Нарикбаева»'};Услуги по обучению (дистанционный семинар повышения квалификации руководителя на тему: Организация социальной работы в Республике Казахстан;{'nameRu': 'Запрос ценовых предложений'};0.00;53990.00;{'nameRu': 'Услуга'}
920740000402/230049/00;"{'nameRu': 'ТОО ""Учебный центр ""Успех ГС""'}";Услуги по обучению (дистанционные семинары повышения квалификации социальных работников по темам: Уход за престарелыми и лицами с инвалидностью;{'nameRu': 'Запрос ценовых предложений'};0.00;44700.00;{'nameRu': 'Услуга'}
920740000402/230048/00;"{'nameRu': 'ТОО ""Kst trade""'}";Приобретение топлива, горюче-смазочных материалов (Бензин АИ-92);{'nameRu': 'Второй этап конкурса с использованием рамочного соглашения'};91500.00;102480.00;{'nameRu': 'Товар'}
920740000402/230047/00;"{'nameRu': 'ОО ""Костанайское районное общество инвалидов""'}";Услуги по изготовлению бланочной продукции (приказы, бланки);{'nameRu': 'Запрос ценовых предложений'};10860.00;10860.00;{'nameRu': 'Услуга'}
920740000402/230046/00;"{'nameRu': 'ОО ""Общество инвалидов ""Самғау-Биік""'}";Работы по изготовлению мебели (шкаф для документов);{'nameRu': 'Запрос ценовых предложений'};498966.00;558841.92;{'nameRu': 'Работа'}
920740000402/230045/00;{'nameRu': 'ИП Брант'};Изготовление тактильных табличек;{'nameRu': 'Запрос ценовых предложений'};61000.00;61000.00;{'nameRu': 'Работа'}
920740000402/230044/00;{'nameRu': 'ИП Жанпейсова А.А.'};Работы по изготовлению мебели (шкаф для документов);{'nameRu': 'Запрос ценовых предложений'};0.00;576000.00;{'nameRu': 'Работа'}
920740000402/230043/00;"{'nameRu': 'Товарищество с ограниченной ответственностью ""КосДинКом""'}";Приобретение прочих запасов (домкрат ручной, фильтр масляный);{'nameRu': 'Запрос ценовых предложений'};18050.00;20216.00;{'nameRu': 'Товар'}
920740000402/230042/00;"{'nameRu': 'Товарищество с ограниченной ответственностью ""КосДинКом""'}";Приобретение антифриз красный 5 кг;{'nameRu': 'Запрос ценовых предложений'};3850.00;4312.00;{'nameRu': 'Товар'}
920740000402/230041/00;"{'nameRu': 'ИП ""Тимофеев""'}";Услуги по выкачке септика;{'nameRu': 'Запрос ценовых предложений'};0.00;24000.00;{'nameRu': 'Услуга'}
920740000402/230040/00;{'nameRu': 'ИП Gulbara'};Работы по изготовлению мебели (шкаф для документов);{'nameRu': 'Запрос ценовых предложений'};0.00;520000.00;{'nameRu': 'Работа'}
920740000402/230039/00;{'nameRu': 'ИП Брант'};Работы по изготовлению тактильной продукции;{'nameRu': 'Запрос ценовых предложений'};57000.00;57000.00;{'nameRu': 'Работа'}
920740000402/230038/00;"{'nameRu': 'ТОО ""Редакция Узункольской районной газеты ""Нұрлы жол""'}";Публикация объявлений в СМИ;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};0.00;56000.00;{'nameRu': 'Услуга'}
920740000402/230037/00;"{'nameRu': 'ТОО ""Север-капитал""'}";Приобретение машин, оборудования, инструментов, производственного и хозяйственного инвентаря (принтер МФУ 3в1);{'nameRu': 'Запрос ценовых предложений'};386000.00;432320.00;{'nameRu': 'Товар'}
920740000402/230036/00;"{'nameRu': 'ОО ""Общество инвалидов ""ЖАЛЫН""'}";Приобретение машин, оборудования, инструментов, производственного и хозяйственного инвентаря (моноблок в комплекте);{'nameRu': 'Запрос ценовых предложений'};1170000.00;1170000.00;{'nameRu': 'Товар'}
920740000402/230034/00;"{'nameRu': 'ГКП ""Таза Ұзынкөл"" акимата Узункольского района""'}";Услуги по приему и захоронению твердых бытовых отходов;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};0.00;28383.00;{'nameRu': 'Услуга'}
920740000402/230033/00;{'nameRu': 'Некоммерческое акционерное общество «Государственная корпорация «Правительство для граждан»'};Услуги в области социального обеспечения по предоставлению адресной социальной помощи;{'nameRu': 'Из одного источника путем прямого заключения договора'};92968.20;108504.00;{'nameRu': 'Услуга'}
920740000402/230032/00;"{'nameRu': 'Товарищество с ограниченной ответственностью ""КосДинКом""'}";Приобретение масло моторное 10w40, 4 л.;{'nameRu': 'Запрос ценовых предложений'};7000.00;7840.00;{'nameRu': 'Товар'}
920740000402/230031/00;{'nameRu': 'ИП Авто'};Приобретение прочих запасов (щетка стеклоочистителя передние (дворник) для служебного автомобиля Ravon Nexia);{'nameRu': 'Запрос ценовых предложений'};6000.00;6000.00;{'nameRu': 'Товар'}
920740000402/230030/00;"{'nameRu': 'Товарищество с ограниченной ответственностью ""КосДинКом""'}";Приобретение прочих запасов (лампочки против туманов, лампочки для фар);{'nameRu': 'Запрос ценовых предложений'};20400.00;22848.00;{'nameRu': 'Товар'}
920740000402/230029/00;{'nameRu': 'ИП Алина'};Приобретение прочих запасов (конверты с марками);{'nameRu': 'Запрос ценовых предложений'};13000.00;13000.00;{'nameRu': 'Товар'}
920740000402/230028/00;"{'nameRu': 'ТОО ""Құрылыс-ТМ""'}";Текущий ремонт 1-го этажа , находящейся в здания ГУ Отдел занятости и социальных программ Узункольского района;{'nameRu': 'Открытый конкурс'};22718000.00;25444160.00;{'nameRu': 'Работа'}
920740000402/230027/00;"{'nameRu': 'ТОО ""Kst trade""'}";Приобретение топлива, горюче-смазочных материалов (Бензин АИ-92);{'nameRu': 'Второй этап конкурса с использованием рамочного соглашения'};150267.86;168300.00;{'nameRu': 'Товар'}
920740000402/230026/00;"{'nameRu': 'ИП ""Дом Торговли""'}";Приобретение хозяйственных материалов (известь кальциевая, мыло туалетное жидкое, порошок стиральный);{'nameRu': 'Из одного источника по несостоявшимся закупкам'};5992.00;5992.00;{'nameRu': 'Товар'}
920740000402/230025/00;"{'nameRu': 'индивидуальный предприниматель ""ГОЛУБИЦКАЯ ЛЮБОВЬ БОPИСОВНА""'}";Приобретение канцелярских принадлежности (штрих-корректор, ручка канцелярская, скрепки);{'nameRu': 'Из одного источника по несостоявшимся закупкам'};15430.00;15430.00;{'nameRu': 'Товар'}
920740000402/230024/00;"{'nameRu': 'ИП ""Дом Торговли""'}";Приобретение хозяйственных материалов (мыло хозяйственное жидкое);{'nameRu': 'Из одного источника по несостоявшимся закупкам'};8645.00;8645.00;{'nameRu': 'Товар'}
920740000402/230022/00;"{'nameRu': 'ОО ""Костанайское районное общество инвалидов""'}";Услуги по изготовлению бланочной продукции (приказы, письма);{'nameRu': 'Из одного источника по несостоявшимся закупкам'};13000.00;13000.00;{'nameRu': 'Услуга'}
920740000402/230021/00;"{'nameRu': 'ИП ""Дом Торговли""'}";Приобретение хозяйственных материалов (перчатки универсальные, мыло хозяйственное жидкое, белизна);{'nameRu': 'Запрос ценовых предложений'};16716.00;16716.00;{'nameRu': 'Товар'}
920740000402/230020/00;"{'nameRu': 'ИП ""Дом Торговли""'}";Приобретение хозяйственных материалов (перчатки универсальные);{'nameRu': 'Запрос ценовых предложений'};28350.00;28350.00;{'nameRu': 'Товар'}
920740000402/230019/00;"{'nameRu': 'индивидуальный предприниматель ""ГОЛУБИЦКАЯ ЛЮБОВЬ БОPИСОВНА""'}";Приобретение канцелярских принадлежности (бумага А4, ручка канцелярская);{'nameRu': 'Запрос ценовых предложений'};96282.00;96282.00;{'nameRu': 'Товар'}
920740000402/230017/00;"{'nameRu': 'индивидуальный предприниматель ""ГОЛУБИЦКАЯ ЛЮБОВЬ БОPИСОВНА""'}";Приобретение канцелярских принадлежности (бумага А4);{'nameRu': 'Запрос ценовых предложений'};42220.00;42220.00;{'nameRu': 'Товар'}
920740000402/230016/00;"{'nameRu': 'Костанайский ОФ АО ""Казпочта""'}";Приобретение финансовых услуг (АО Казпочта);{'nameRu': 'Из одного источника путем прямого заключения договора'};0.00;60000.00;{'nameRu': 'Услуга'}
920740000402/230015/00;"{'nameRu': 'АО ""Казахтелеком""'}";Приобретение услуг связи (услуги телекоммуникации);{'nameRu': 'Второй этап конкурса с использованием рамочного соглашения'};24376.82;60439.68;{'nameRu': 'Услуга'}
920740000402/230014/00;"{'nameRu': 'ТОО ""СемЭкосервис""'}";Услуги по разработке и регистрации отчета по опасным отходам;{'nameRu': 'Запрос ценовых предложений'};12000.00;12000.00;{'nameRu': 'Услуга'}
920740000402/230013/00;"{'nameRu': 'АО ""Казахтелеком""'}";Услуги по доступу к Интернету через Единый шлюз выхода в интернет;{'nameRu': 'Второй этап конкурса с использованием рамочного соглашения'};252160.71;376560.00;{'nameRu': 'Услуга'}
920740000402/230012/00;"{'nameRu': 'Индивидуальный предприниматель "" Пашкин Павел Николаевич""'}";Услуги по заправке картриджей;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};7142.86;32480.00;{'nameRu': 'Услуга'}
920740000402/230011/00;"{'nameRu': 'Индивидуальный предприниматель "" Пашкин Павел Николаевич""'}";Услуги по заправке картриджей;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};3571.43;10080.00;{'nameRu': 'Услуга'}
