contractNumberSys;Supplier;descriptionRu;FaktTradeMethods;faktSum;contractSumWnds;RefSubjectType
970240000403/230146/00;{'nameRu': 'ИП Сымбат'};Канцелярские товары;{'nameRu': 'Электронный магазин'};0.00;35519.00;{'nameRu': 'Товар'}
970240000403/230145/00;{'nameRu': 'ЖАСА'};Канцелярские товары;{'nameRu': 'Электронный магазин'};0.00;6508.00;{'nameRu': 'Товар'}
970240000403/230026/01;{'nameRu': 'Филиал РГП на ПХВ «Национальный центр экспертизы» КСЭК МЗ РК по Костанайской области'};Углубленные анализы;{'nameRu': 'Из одного источника путем прямого заключения договора'};5195.00;5195.00;{'nameRu': 'Услуга'}
970240000403/230126/01;{'nameRu': 'ИП Гульмира'};Диспенсер для жидкого мыла и санитайзер;{'nameRu': 'Запрос ценовых предложений'};0.00;29900.00;{'nameRu': 'Товар'}
970240000403/230136/01;{'nameRu': 'ИП  ҚОЖАХМЕТОВА .Г. Д.'};Работы по изготовлению карт для турникетов;{'nameRu': 'Запрос ценовых предложений'};0.00;275000.00;{'nameRu': 'Работа'}
970240000403/230134/01;{'nameRu': 'ИП Данияров'};Приобретение сушилок для рук;{'nameRu': 'Запрос ценовых предложений'};0.00;42999.00;{'nameRu': 'Товар'}
970240000403/230143/00;{'nameRu': 'Stroy Smes'};Строительные товары;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};0.00;30300.00;{'nameRu': 'Товар'}
970240000403/230142/00;"{'nameRu': 'ИП""Усюкевич А.С.""'}";Приобретение хозяйственных товаров;{'nameRu': 'Запрос ценовых предложений'};0.00;26000.00;{'nameRu': 'Товар'}
970240000403/230141/00;"{'nameRu': 'ИП ""Хора""'}";Принадлежности для уборки помещений;{'nameRu': 'Электронный магазин'};0.00;15800.00;{'nameRu': 'Товар'}
970240000403/230140/00;{'nameRu': 'ИП Бекешева'};Запчасти для компьютерной техники;{'nameRu': 'Электронный магазин'};0.00;65998.00;{'nameRu': 'Товар'}
970240000403/230128/01;"{'nameRu': 'ТОО ""ARNAMAX""'}";Компас армейский;{'nameRu': 'Запрос ценовых предложений'};44135.00;44135.00;{'nameRu': 'Товар'}
970240000403/230112/01;"{'nameRu': 'Общественное объединение инвалидов ""Мейірімділік қолы""'}";Работы по изготовлению пуфов;{'nameRu': 'Запрос ценовых предложений'};811111.00;811111.00;{'nameRu': 'Работа'}
970240000403/230139/00;"{'nameRu': 'ТОО ""BD Info Group""'}";Услуги по предоставлению доступа к электронной системе «Образование».;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};0.00;130000.00;{'nameRu': 'Услуга'}
970240000403/230138/00;{'nameRu': 'ИП РЕДЬКО ЕЛЕНА ГЕННАДЬЕВНА'};Приобретение инвентаря для НВП;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};0.00;93580.00;{'nameRu': 'Товар'}
970240000403/230137/00;{'nameRu': 'ИП Жакипова'};Услуги по сбору, транспортировке и утилизации;{'nameRu': 'Запрос ценовых предложений'};0.00;21000.00;{'nameRu': 'Услуга'}
970240000403/230136/00;{'nameRu': 'ИП  ҚОЖАХМЕТОВА .Г. Д.'};Работы по изготовлению карт для турникетов;{'nameRu': 'Запрос ценовых предложений'};0.00;175000.00;{'nameRu': 'Работа'}
970240000403/230135/00;{'nameRu': 'ИП Тезекбаева'};Приобретение компьютерного кресла;{'nameRu': 'Запрос ценовых предложений'};0.00;141301.00;{'nameRu': 'Товар'}
970240000403/230134/00;{'nameRu': 'ИП Данияров'};Приобретение сушилок для рук;{'nameRu': 'Запрос ценовых предложений'};0.00;42999.00;{'nameRu': 'Товар'}
970240000403/230133/00;{'nameRu': 'ИП MAD-NAZ'};Приобретение источника бесперебойного питания;{'nameRu': 'Запрос ценовых предложений'};0.00;274000.00;{'nameRu': 'Товар'}
970240000403/230122/01;{'nameRu': 'ИП Иса'};Приобретение цветного принтера.;{'nameRu': 'Электронный магазин'};500700.00;500700.00;{'nameRu': 'Товар'}
970240000403/230132/00;"{'nameRu': 'Товарищество с ограниченной ответственностью ""БАРС-2018""'}";Туалетная бумага;{'nameRu': 'Электронный магазин'};14122.00;15816.64;{'nameRu': 'Товар'}
970240000403/230107/01;{'nameRu': 'ИП ЕЭС'};Лист ПВХ;{'nameRu': 'Запрос ценовых предложений'};33600.00;33600.00;{'nameRu': 'Товар'}
970240000403/230131/00;{'nameRu': 'ИП НАУРУЗБАЕВА ДАРИЯ КУЛТАЕВНА'};Гранаты для метания 500 гр.;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};17439.00;17439.00;{'nameRu': 'Товар'}
970240000403/230130/00;"{'nameRu': 'ТОО ""DAMU group ltd""'}";Макет массогабаритный (ММГ) Калашникова АК74;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};221000.00;221000.00;{'nameRu': 'Товар'}
970240000403/230001/01;{'nameRu': 'ИП КОРОЛЁВА О.Е.'};Услуга по организации питания обучающихся в КГУ «Школа гимназия №10 отдела образования города Рудного» Управления образования акимата Костанайской области;{'nameRu': 'Из одного источника путем прямого заключения договора по питанию обучающихся'};2242688.00;18094458.00;{'nameRu': 'Услуга'}
970240000403/230129/00;{'nameRu': 'ИП Нури'};Пули для пневматической винтовки;{'nameRu': 'Запрос ценовых предложений'};55000.00;55000.00;{'nameRu': 'Товар'}
970240000403/230128/00;"{'nameRu': 'ТОО ""ARNAMAX""'}";Компас армейский;{'nameRu': 'Запрос ценовых предложений'};0.00;44135.00;{'nameRu': 'Товар'}
970240000403/230127/00;{'nameRu': 'ИП Панчук Л.И.'};Чернила для цветного принтера;{'nameRu': 'Запрос ценовых предложений'};45324.00;45324.00;{'nameRu': 'Товар'}
970240000403/230126/00;{'nameRu': 'ИП Гульмира'};Диспенсер для жидкого мыла и санитайзер;{'nameRu': 'Запрос ценовых предложений'};0.00;29900.00;{'nameRu': 'Товар'}
970240000403/230125/00;"{'nameRu': 'ТОО ""ВНЕДРЕНИЕ.KZ""'}";Дезинфицирующее средство;{'nameRu': 'Запрос ценовых предложений'};46350.00;51912.00;{'nameRu': 'Товар'}
970240000403/230077/02;{'nameRu': 'ИП Федкевич М.И.'};Текущий ремонт дверных проемов первого этажа здания;{'nameRu': 'Запрос ценовых предложений'};3569000.00;3569000.00;{'nameRu': 'Работа'}
970240000403/230103/01;{'nameRu': 'KLEVER'};Товары для художественного труда;{'nameRu': 'Запрос ценовых предложений'};18220.00;18220.00;{'nameRu': 'Товар'}
970240000403/230072/02;{'nameRu': 'ИП Орцоев'};Текущий ремонт туалетных комнат и кладовой;{'nameRu': 'Запрос ценовых предложений'};4255000.00;4255000.00;{'nameRu': 'Работа'}
970240000403/230110/01;{'nameRu': 'KLEVER'};Товары для художественного труда;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};21450.00;21450.00;{'nameRu': 'Товар'}
970240000403/230124/00;{'nameRu': 'ИП Leo BN'};Приобретение сетевых фильтров;{'nameRu': 'Электронный магазин'};30280.00;30280.00;{'nameRu': 'Товар'}
970240000403/230123/00;{'nameRu': 'ИП Әділет'};Приобретение компьютерных мышек;{'nameRu': 'Электронный магазин'};27000.00;27000.00;{'nameRu': 'Товар'}
970240000403/230122/00;{'nameRu': 'ИП Иса'};Приобретение цветного принтера.;{'nameRu': 'Электронный магазин'};0.00;500700.00;{'nameRu': 'Товар'}
970240000403/230121/00;"{'nameRu': 'ТОО ""Сотирис""'}";Приобретение камер видеонаблюдения;{'nameRu': 'Электронный магазин'};32800.00;36736.00;{'nameRu': 'Товар'}
970240000403/230120/00;"{'nameRu': 'ТОО ""ENZI""'}";Приобретение компьютерных колонок;{'nameRu': 'Электронный магазин'};80838.00;90538.56;{'nameRu': 'Товар'}
970240000403/230119/00;{'nameRu': 'ASSEL'};Приобретение наушников;{'nameRu': 'Электронный магазин'};110835.00;110835.00;{'nameRu': 'Товар'}
970240000403/230118/00;{'nameRu': 'ИП Сайран'};Приобретение брошюраторов;{'nameRu': 'Электронный магазин'};81980.00;81980.00;{'nameRu': 'Товар'}
970240000403/230117/00;"{'nameRu': 'ТОО ""Soft Satu""'}";Камеры видеонаблюдения для улицы;{'nameRu': 'Электронный магазин'};26000.00;29120.00;{'nameRu': 'Товар'}
970240000403/230099/01;"{'nameRu': 'ТОО ""Кен - Сауда LTD""'}";Бачки пластиковые в комплекте;{'nameRu': 'Запрос ценовых предложений'};99600.00;99600.00;{'nameRu': 'Товар'}
970240000403/230116/00;"{'nameRu': 'ТОО ""ЭлектроМир 2010""'}";Светильник СПО 120х2 под LED лампу;{'nameRu': 'Запрос ценовых предложений'};18000.00;20160.00;{'nameRu': 'Товар'}
970240000403/230115/00;"{'nameRu': 'ИП ""SMART""'}";Комплект звуковой аппаратуры;{'nameRu': 'Запрос ценовых предложений'};592000.00;592000.00;{'nameRu': 'Товар'}
970240000403/230023/02;"{'nameRu': 'ОО ""РГДОИ""'}";Услуги по стирке спец. одежды, штор, тюля и т.д.;{'nameRu': 'Запрос ценовых предложений'};0.00;30000.00;{'nameRu': 'Услуга'}
970240000403/230089/01;"{'nameRu': 'ИП ""СТУСЬ А.С.""'}";Работы по установке (монтажу) перил входной группы здания КГУ «Школа-гимназия № 10 отдела образования города Рудного» Управления образования акимата Костанайской области;{'nameRu': 'Запрос ценовых предложений'};578400.00;578400.00;{'nameRu': 'Работа'}
