contractNumberSys;Supplier;descriptionRu;FaktTradeMethods;faktSum;contractSumWnds;RefSubjectType
961240001373/230088/00;{'nameRu': 'АО «Университет КАЗГЮУ имени М.С. Нарикбаева»'};"Услуги по повышению квалификации по направлению &quot;Организация работы с персоналам (кадровая работа) и воинского учета (бронирования)";{'nameRu': 'Из одного источника по несостоявшимся закупкам'};0.00;72240.00;{'nameRu': 'Услуга'}
961240001373/230087/00;{'nameRu': 'ИП БАУМ А.Т.'};текущий ремонт оргтехники;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};0.00;70000.00;{'nameRu': 'Услуга'}
961240001373/230058/01;{'nameRu': 'ИП Soltustik-2020'};Мешок для хранения, транспортировки сыпучих грузов, полипропиленовый;{'nameRu': 'Запрос ценовых предложений'};0.00;99983.70;{'nameRu': 'Товар'}
961240001373/230085/00;"{'nameRu': 'Товарищество с ограниченной ответственностью ""Автодом Костанай""'}";Услуги шиномонтажа служебного автомобиля;{'nameRu': 'Запрос ценовых предложений'};0.00;431200.00;{'nameRu': 'Услуга'}
961240001373/230084/00;{'nameRu': 'РГКП «Академия государственного управления при Президенте Республики Казахстан»'};Услуги по проведению повышения квалификации и переподготовки административных государственных служащих;{'nameRu': 'Из одного источника путем прямого заключения договора'};0.00;32080.00;{'nameRu': 'Услуга'}
961240001373/230083/00;{'nameRu': 'ИП БАУМ А.Т.'};Заправка и ремонт картриджей;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};0.00;60000.00;{'nameRu': 'Услуга'}
961240001373/230082/00;"{'nameRu': 'Товарищество с ограниченной ответственностью ""Dias Profit""'}";Приобретение канцелярских товаров;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};0.00;7455.00;{'nameRu': 'Товар'}
961240001373/230081/00;"{'nameRu': 'ТОО ""Тобол Моторс""'}";Техническое обслуживание и ремонт автомобиля (с запасными частями поставщика);{'nameRu': 'Из одного источника по несостоявшимся закупкам'};0.00;106000.00;{'nameRu': 'Услуга'}
961240001373/230080/00;{'nameRu': 'ИП ГАНЗЕР А.Ю.'};Услуги шиномонтажа;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};0.00;144000.00;{'nameRu': 'Услуга'}
961240001373/230079/00;"{'nameRu': 'ИП ""ШАНШАРОВ  ""'}";Приобретение канцелярских товаров;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};0.00;14760.00;{'nameRu': 'Товар'}
961240001373/230078/00;{'nameRu': 'Incom'};Приобретение канцелярских товаров;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};0.00;1170.00;{'nameRu': 'Товар'}
961240001373/230077/00;"{'nameRu': 'ИП ""ТАБАРАН А.Г.""'}";Приобретение хозяйственных товаров;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};0.00;5175.00;{'nameRu': 'Товар'}
961240001373/230076/00;"{'nameRu': 'Товарищество с ограниченной ответственностью ""Dias Profit""'}";Приобретение канцелярских товаров;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};0.00;526.40;{'nameRu': 'Товар'}
961240001373/230075/00;"{'nameRu': 'ИП ""УНАЕВ Т. Ж.""'}";Приобретение хозяйственных товаров;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};0.00;6630.00;{'nameRu': 'Товар'}
961240001373/230074/00;{'nameRu': 'Incom'};Приобретение хозяйственных товаров;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};0.00;7940.00;{'nameRu': 'Товар'}
961240001373/230073/00;"{'nameRu': 'ИП ""ТАБАРАН А.Г.""'}";Приобретение хозяйственных товаров;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};0.00;85000.00;{'nameRu': 'Товар'}
961240001373/230072/00;"{'nameRu': 'ИП""Усюкевич А.С.""'}";Приобретение хозяйственных товаров;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};0.00;10320.00;{'nameRu': 'Товар'}
961240001373/230071/00;"{'nameRu': 'ИП""Усюкевич А.С.""'}";Приобретение хозяйственных товаров;{'nameRu': 'Запрос ценовых предложений'};0.00;17787.00;{'nameRu': 'Товар'}
961240001373/230070/00;{'nameRu': 'Incom'};Приобретение канцелярских товаров;{'nameRu': 'Запрос ценовых предложений'};0.00;9216.00;{'nameRu': 'Товар'}
