contractNumberSys;Supplier;descriptionRu;FaktTradeMethods;faktSum;contractSumWnds;RefSubjectType
080140010143/230057/00;{'nameRu': 'Государственное коммунальное предприятие «Аман-Су» коммунального государственного учреждения «Отдел жилищно-коммунального хозяйства, пассажирского транспорта, автомобильных дорог и жилищной инспекции акимата Амангельдинского района»'};холодная вода;{'nameRu': 'Из одного источника путем прямого заключения договора'};0.00;100000.00;{'nameRu': 'Услуга'}
080140010143/230056/00;"{'nameRu': 'ТОО ""Бизнес школа DG""'}";семинар;{'nameRu': 'Из одного источника путем прямого заключения договора'};0.00;60000.00;{'nameRu': 'Услуга'}
080140010143/230055/00;{'nameRu': 'Левченко А.Н.'};Работы по установке системы видеонаблюдения;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};405000.00;453600.00;{'nameRu': 'Работа'}
080140010143/230054/00;"{'nameRu': 'АО ""Казахтелеком""'}";Услуги по предоставлению онлайн видеонаблюдения для передачи информации в ЦОУ;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};0.00;275011.52;{'nameRu': 'Услуга'}
080140010143/230053/00;"{'nameRu': 'Товарищество с ограниченной ответственностью ""Art Express Design""'}";Закупка государственного флага;{'nameRu': 'Запрос ценовых предложений'};0.00;11457.60;{'nameRu': 'Товар'}
080140010143/230052/00;{'nameRu': 'ИП ип  Давлетова  Жанар Шоптибаевна'};Известь;{'nameRu': 'Запрос ценовых предложений'};0.00;25000.00;{'nameRu': 'Товар'}
080140010143/230051/00;{'nameRu': 'ИП ип  Давлетова  Жанар Шоптибаевна'};Валик;{'nameRu': 'Запрос ценовых предложений'};0.00;37500.00;{'nameRu': 'Товар'}
080140010143/230050/00;{'nameRu': 'Нур-Иман'};закупка строительных материалов;{'nameRu': 'Запрос ценовых предложений'};0.00;91337.00;{'nameRu': 'Товар'}
080140010143/230049/00;{'nameRu': 'ИП Игенова Н.Ф.'};Краска эмалированная для пола;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};0.00;320992.00;{'nameRu': 'Товар'}
080140010143/230048/00;{'nameRu': 'Халия'};Электронные весы;{'nameRu': 'Запрос ценовых предложений'};0.00;27000.00;{'nameRu': 'Товар'}
