contractNumberSys;Supplier;descriptionRu;FaktTradeMethods;faktSum;contractSumWnds;RefSubjectType
941240000996/230037/00;{'nameRu': 'ИП SvetLine'};Лампа светодиодная;{'nameRu': 'Запрос ценовых предложений'};0.00;24750.00;{'nameRu': 'Товар'}
941240000996/230036/00;"{'nameRu': 'ТОО ""Центрум""'}";Работы по изготовлению печать;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};0.00;7400.00;{'nameRu': 'Работа'}
941240000996/230035/00;"{'nameRu': 'ТОО ""CIFRTECH""'}";Моноблок;{'nameRu': 'Конкурс с предварительным квалификационным отбором'};0.00;225344.00;{'nameRu': 'Товар'}
941240000996/230034/00;{'nameRu': 'ИП Акышева Ж Ж'};Услуги по вывозу (сбору) неопасных отходов/имущества/материалов;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};0.00;41301.00;{'nameRu': 'Услуга'}
941240000996/230033/00;{'nameRu': 'ИП КАКИМОВА ТАМАША БАТЫРХАНОВНА  САМиД'};Хозяйственные товары (урна,ведро,средство моющее,комплект для мытья пол);{'nameRu': 'Из одного источника по несостоявшимся закупкам'};0.00;12000.00;{'nameRu': 'Товар'}
941240000996/230032/00;{'nameRu': 'ИП КАКИМОВА ТАМАША БАТЫРХАНОВНА  САМиД'};Кенсе тауарлары (скотч,скоба,штрих,калькулятор,журнал,файл-вкладыш);{'nameRu': 'Из одного источника по несостоявшимся закупкам'};0.00;30020.00;{'nameRu': 'Товар'}
941240000996/230031/00;"{'nameRu': 'ИП ""Рекламные технологии""'}";Изготовление уличной вывески;{'nameRu': 'Запрос ценовых предложений'};0.00;40700.00;{'nameRu': 'Работа'}
941240000996/230030/00;{'nameRu': 'ИП Менгбетова'};Лампа светодиодная;{'nameRu': 'Запрос ценовых предложений'};0.00;21250.00;{'nameRu': 'Товар'}
941240000996/230029/00;{'nameRu': 'Astana Electro Company'};Прожектор;{'nameRu': 'Запрос ценовых предложений'};0.00;57040.00;{'nameRu': 'Товар'}
941240000996/230028/00;{'nameRu': 'ИП Aldeke'};Услуги по вывозу(сбору) неопасных отходов/имущества/материалов мусора мест несанкционированной свалок в с.Байгабыл Амангельдинского района;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};0.00;890000.00;{'nameRu': 'Работа'}
941240000996/230027/00;"{'nameRu': 'АО ""Страховая компания ""Номад Иншуранс""'}";Услуги по страхованию гражданско-правовой ответственности владельцев автомобильного транспорта;{'nameRu': 'Запрос ценовых предложений'};0.00;25646.00;{'nameRu': 'Услуга'}
941240000996/230026/00;{'nameRu': 'ИП Димашжан'};Замок;{'nameRu': 'Электронный магазин'};11055.00;11055.00;{'nameRu': 'Товар'}
941240000996/230025/00;{'nameRu': 'ИП Акмарал'};Средство моющее пола;{'nameRu': 'Электронный магазин'};6925.00;6925.00;{'nameRu': 'Товар'}
941240000996/230024/00;{'nameRu': 'ИП Акмарал'};Лопата;{'nameRu': 'Электронный магазин'};3752.50;3752.50;{'nameRu': 'Товар'}
941240000996/230023/00;{'nameRu': 'ИП Нуралиева'};Пакет;{'nameRu': 'Электронный магазин'};2650.00;2650.00;{'nameRu': 'Товар'}
941240000996/230022/00;{'nameRu': 'ИП Акмарал'};Лопата;{'nameRu': 'Электронный магазин'};3425.00;3425.00;{'nameRu': 'Товар'}
941240000996/230021/00;{'nameRu': 'ип Шолпан'};Услуги по заправке картриджа;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};0.00;30000.00;{'nameRu': 'Услуга'}
941240000996/230020/00;{'nameRu': 'ИП ип  Давлетова  Жанар Шоптибаевна'};Приобретение строительные товары;{'nameRu': 'Запрос ценовых предложений'};69250.00;69250.00;{'nameRu': 'Товар'}
941240000996/230019/00;{'nameRu': 'Партнер'};Водоэмульсионная краска (15кг);{'nameRu': 'Из одного источника по несостоявшимся закупкам'};26400.00;26400.00;{'nameRu': 'Товар'}
941240000996/230018/00;"{'nameRu': 'ТОО ""Euro-Asia Consulting""'}";Оплата услуг на проведение форумов, семинаров, конференций/ Оплата услуги по проведению семинара по государственным закупкам;{'nameRu': 'Запрос ценовых предложений'};24000.00;24000.00;{'nameRu': 'Услуга'}
941240000996/230011/01;"{'nameRu': 'КГП ""Костанайюжэлектросервис"" Управления энергетики и жилищно-коммунального хозяйства акимата Костанайской области""'}";За услуги электроэнергию;{'nameRu': 'Из одного источника путем прямого заключения договора'};53571.43;160000.00;{'nameRu': 'Услуга'}
941240000996/230017/00;"{'nameRu': 'ТОО ""Строительная компания ""L.A.D. Stroy""'}";Услуги технического надзора по объекту средний ремонт автомобильных дорог улицы Байкадамова и Нурманова Байгабылского сельского округа Амангельдинского района;{'nameRu': 'Открытый конкурс'};0.00;5417840.74;{'nameRu': 'Услуга'}
941240000996/230016/00;{'nameRu': 'ИП Баков Ж.Т.'};Обслуживания пожарной сигнализации;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};21000.00;63000.00;{'nameRu': 'Услуга'}
941240000996/230015/00;"{'nameRu': 'КГП ""Костанайюжэлектросервис"" Управления энергетики и жилищно-коммунального хозяйства акимата Костанайской области""'}";Техническое обслуживание уличного освещения с.Байғабыл;{'nameRu': 'Из одного источника путем прямого заключения договора'};0.00;60000.00;{'nameRu': 'Работа'}
941240000996/230014/00;"{'nameRu': 'АО ""Информационно-учетный центр""'}";Услуги по обеспечению бесперебойного доступа к данным реестра государственного имущества;{'nameRu': 'Из одного источника путем прямого заключения договора'};41400.00;51750.00;{'nameRu': 'Услуга'}
941240000996/230013/00;{'nameRu': 'ИП Мамырбеков'};Изготовление фирменные бланки;{'nameRu': 'Запрос ценовых предложений'};11500.00;11500.00;{'nameRu': 'Услуга'}
941240000996/230005/01;"{'nameRu': 'АО ""Информационно-учетный центр""'}";Услуги по обеспечению бесперебойного доступа к данным реестра государственного имущества;{'nameRu': 'Из одного источника путем прямого заключения договора'};0.00;51750.00;{'nameRu': 'Услуга'}
941240000996/230012/00;"{'nameRu': 'ТОО ""АЛЮМИНСТРОЙ""'}";Средний ремонт автомобильных дорог улицы Байкадамова и Нурманова Байгабылского сельского округа Амангельдинского района;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};156575000.00;185797015.04;{'nameRu': 'Работа'}
941240000996/230011/00;"{'nameRu': 'КГП ""Костанайюжэлектросервис"" Управления энергетики и жилищно-коммунального хозяйства акимата Костанайской области""'}";За услуги электроэнергию;{'nameRu': 'Из одного источника путем прямого заключения договора'};53571.43;100000.00;{'nameRu': 'Услуга'}
941240000996/230010/00;"{'nameRu': 'КГП ""Костанайюжэлектросервис"" Управления энергетики и жилищно-коммунального хозяйства акимата Костанайской области""'}";За услуги электроэнергию;{'nameRu': 'Из одного источника путем прямого заключения договора'};0.00;180000.00;{'nameRu': 'Услуга'}
941240000996/230009/00;"{'nameRu': 'КГП ""Костанайюжэлектросервис"" Управления энергетики и жилищно-коммунального хозяйства акимата Костанайской области""'}";За услуги электроэнергий;{'nameRu': 'Из одного источника путем прямого заключения договора'};0.00;100000.00;{'nameRu': 'Услуга'}
941240000996/230008/00;"{'nameRu': 'КГП ""Костанайюжэлектросервис"" Управления энергетики и жилищно-коммунального хозяйства акимата Костанайской области""'}";За услуги электроэнергии;{'nameRu': 'Из одного источника путем прямого заключения договора'};0.00;180000.00;{'nameRu': 'Услуга'}
941240000996/230007/00;"{'nameRu': 'ИП ""ЗАҢҒАР""'}";Скорошиватель;{'nameRu': 'Электронный магазин'};16680.00;16680.00;{'nameRu': 'Товар'}
941240000996/230006/00;"{'nameRu': 'ИП ""НурХас""'}";Бумага А-4;{'nameRu': 'Запрос ценовых предложений'};68370.00;68370.00;{'nameRu': 'Товар'}
941240000996/230005/00;"{'nameRu': 'АО ""Информационно-учетный центр""'}";Услуг по обеспечению бесперебойного доступа к данным реестра государственного имущества;{'nameRu': 'Из одного источника путем прямого заключения договора'};0.00;51750.00;{'nameRu': 'Услуга'}
941240000996/230004/00;"{'nameRu': 'АО ""Казахтелеком""'}";Услуги по доступу к Интернету;{'nameRu': 'Второй этап конкурса с использованием рамочного соглашения'};0.00;594288.04;{'nameRu': 'Услуга'}
941240000996/230003/00;"{'nameRu': 'АО ""Казахтелеком""'}";Оплата за услуги связи;{'nameRu': 'Второй этап конкурса с использованием рамочного соглашения'};0.00;32947.58;{'nameRu': 'Услуга'}
941240000996/230002/00;{'nameRu': 'ИП ЖАПАРОВА А.А.'};Услуги по администрированию и техническому обслуживанию программного обеспечения;{'nameRu': 'Запрос ценовых предложений'};184500.00;246000.00;{'nameRu': 'Услуга'}
941240000996/230001/00;"{'nameRu': 'Товарищество с ограниченной ответственностью ""Парус-КАЗ""'}";"Обслуживание програмный продукт; парус -Каз.Бюджет (Бюджетное финансирование МСУ)";{'nameRu': 'Из одного источника путем прямого заключения договора'};189891.96;283572.00;{'nameRu': 'Услуга'}
