contractNumberSys;Supplier;descriptionRu;FaktTradeMethods;faktSum;contractSumWnds;RefSubjectType
120340014966/230074/00;"{'nameRu': 'ИП ""Кенже""'}";Работы по ремонту и обслуживанию автотранспортного средства;{'nameRu': 'Запрос ценовых предложений'};0.00;489000.00;{'nameRu': 'Работа'}
120340014966/230065/01;{'nameRu': 'ИП Trade and service'};Работы по ремонту (восстановлению) транспортного средства;{'nameRu': 'Запрос ценовых предложений'};0.00;430000.00;{'nameRu': 'Работа'}
120340014966/230072/00;"{'nameRu': 'ТОО ""КазВижнТех""'}";Телевизор;{'nameRu': 'Запрос ценовых предложений'};0.00;169946.56;{'nameRu': 'Товар'}
120340014966/230071/00;{'nameRu': 'Жолдасбаев'};Телевизор;{'nameRu': 'Запрос ценовых предложений'};0.00;151730.00;{'nameRu': 'Товар'}
120340014966/230070/00;"{'nameRu': 'ТОО ""VAN-2005""'}";Игла ветеринарная;{'nameRu': 'Запрос ценовых предложений'};0.00;184800.00;{'nameRu': 'Товар'}
120340014966/230069/00;"{'nameRu': 'Товарищество с ограниченной ответственностью ""CLASSICS OF LIFE""'}";Вода питьевая;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};0.00;100800.00;{'nameRu': 'Товар'}
120340014966/230068/00;"{'nameRu': 'ИП ""Хасенова Айзада""'}";Стиральная машина;{'nameRu': 'Запрос ценовых предложений'};0.00;152590.00;{'nameRu': 'Товар'}
120340014966/230067/00;"{'nameRu': 'ИП ""УНАЕВ Т. Ж.""'}";Хозяйственные товары;{'nameRu': 'Запрос ценовых предложений'};130000.00;130000.00;{'nameRu': 'Товар'}
120340014966/230066/00;{'nameRu': 'ИП Trade and service'};Работы по ремонту (восстановлению) транспортного средства;{'nameRu': 'Запрос ценовых предложений'};0.00;430000.00;{'nameRu': 'Работа'}
120340014966/230065/00;{'nameRu': 'ИП Trade and service'};Работы по ремонту (восстановлению) транспортного средства;{'nameRu': 'Запрос ценовых предложений'};0.00;430000.00;{'nameRu': 'Работа'}
120340014966/230064/00;"{'nameRu': 'ТОО ""TRADE CK""'}";Бумага;{'nameRu': 'Запрос ценовых предложений'};0.00;72000.00;{'nameRu': 'Товар'}
120340014966/230063/00;"{'nameRu': 'ТОО ""Промбаза - 7""'}";Пропан автомобильный;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};0.00;1898500.00;{'nameRu': 'Товар'}
120340014966/230062/00;{'nameRu': 'Рустимов Ж.А'};Чип-модуль;{'nameRu': 'Запрос ценовых предложений'};0.00;536000.00;{'nameRu': 'Товар'}
120340014966/230061/00;{'nameRu': 'Диди'};Перчатки;{'nameRu': 'Запрос ценовых предложений'};43460.00;43460.00;{'nameRu': 'Товар'}
120340014966/230060/00;"{'nameRu': 'АО ""Информационно-учетный центр""'}";услуги по предоставлению доступа к информационному сервису «Электронные отчеты» на веб-портале opi.dfo.kz;{'nameRu': 'Из одного источника путем прямого заключения договора'};0.00;58650.00;{'nameRu': 'Услуга'}
120340014966/230059/00;{'nameRu': 'BioDez'};Спирт;{'nameRu': 'Запрос ценовых предложений'};102900.00;102900.00;{'nameRu': 'Товар'}
120340014966/230058/00;"{'nameRu': 'ТОО ""СТ-ФАРМ""'}";Вата медицинская;{'nameRu': 'Запрос ценовых предложений'};14000.00;14000.00;{'nameRu': 'Товар'}
120340014966/230057/00;{'nameRu': 'ИП ЛАНЦЕВ НИКОЛАЙ НИКОЛАЕВИЧ'};Услуги по диагностике автотранспорта;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};0.00;50000.00;{'nameRu': 'Услуга'}
120340014966/230056/00;"{'nameRu': 'ТОО ""Костанай диагностика""'}";Технический осмотр автотранспорта;{'nameRu': 'Запрос ценовых предложений'};0.00;72500.00;{'nameRu': 'Услуга'}
120340014966/230055/00;"{'nameRu': 'Костанайский филиал Акционерного общества ""Страховая компания ""Виктория""'}";Услуги по страхованию гражданско-правовой ответственности владельцев автомобильного транспорта;{'nameRu': 'Из одного источника путем прямого заключения договора'};0.00;947159.00;{'nameRu': 'Услуга'}
120340014966/230054/00;"{'nameRu': 'Акционерное общество ""Дочерняя компания Народного Банка Казахстана по страхованию жизни ""Халык-Life""'}";Услуги по обязательному страхованию работника;{'nameRu': 'Запрос ценовых предложений'};0.00;274560.00;{'nameRu': 'Услуга'}
120340014966/230053/00;"{'nameRu': 'ТОО ""Дос - Аудит Компания""'}";Аудит;{'nameRu': 'Запрос ценовых предложений'};0.00;381400.00;{'nameRu': 'Услуга'}
120340014966/230052/00;"{'nameRu': 'Товарищество с ограниченной ответственностью ""CarStar""'}";Запасные части для автотранспорта;{'nameRu': 'Запрос ценовых предложений'};0.00;4284112.00;{'nameRu': 'Товар'}
