contractNumberSys;Supplier;descriptionRu;FaktTradeMethods;faktSum;contractSumWnds;RefSubjectType
050140008542/230044/00;{'nameRu': 'ИП ДИЛЬДАБЕКОВ БАКТИЯР МАРАТОВИЧ'};Уголь каменный;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};0.00;176785.65;{'nameRu': 'Товар'}
050140008542/230043/00;"{'nameRu': 'КГП ""Костанайюжэлектросервис"" Управления энергетики и жилищно-коммунального хозяйства акимата Костанайской области""'}";Услуги по общему энергоснабжению;{'nameRu': 'Из одного источника путем прямого заключения договора'};0.00;32400.00;{'nameRu': 'Услуга'}
050140008542/230042/00;"{'nameRu': 'КГП ""Костанайюжэлектросервис"" Управления энергетики и жилищно-коммунального хозяйства акимата Костанайской области""'}";Освещение улиц населенных пунктов;{'nameRu': 'Из одного источника путем прямого заключения договора'};0.00;36400.00;{'nameRu': 'Услуга'}
050140008542/230041/00;{'nameRu': 'ИП ДИЛЬДАБЕКОВ БАКТИЯР МАРАТОВИЧ'};Щит противопожарный;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};0.00;41964.00;{'nameRu': 'Товар'}
050140008542/230040/00;{'nameRu': 'ИП Нурмаганбетова'};Огнетушитель, водно-ранцевый;{'nameRu': 'Запрос ценовых предложений'};0.00;117000.00;{'nameRu': 'Товар'}
050140008542/230039/00;"{'nameRu': 'Товарищество с ограниченной ответственностью ""Учебный центр ""SGK KZ""'}";Переподготовка и повышение квалификации кадров работников финансовой службы и бухгалтерии;{'nameRu': 'Из одного источника путем прямого заключения договора'};50000.00;50000.00;{'nameRu': 'Услуга'}
050140008542/230038/00;"{'nameRu': 'АО ""СК ""Евразия""'}";Услуги по страхованию автомобильного транспорта;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};25646.00;25646.00;{'nameRu': 'Услуга'}
050140008542/230037/00;"{'nameRu': 'ТОО ""ГАС""'}";Подкрылка передняя (правая,левая) для легкового автомобиля RAVON NEXIA R3;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};18000.00;18000.00;{'nameRu': 'Товар'}
050140008542/230036/00;"{'nameRu': 'ИП   ""Абилгазин""'}";шины для легкового автомобиля RAVON NEXIA R3 , зимняя, радиальная, диаметр обода 14, размер:185/65/14;{'nameRu': 'Запрос ценовых предложений'};85080.00;95289.60;{'nameRu': 'Товар'}
050140008542/230035/00;{'nameRu': 'ИП Бактыбаев'};Подфарники (туманники)(правый, левый) для легкового автомобиля RAVON NEXIA R3;{'nameRu': 'Запрос ценовых предложений'};46000.00;46000.00;{'nameRu': 'Товар'}
050140008542/230034/00;"{'nameRu': 'ТОО ""ГАС""'}";Амортизатор для легкового автомобиля RAVON NEXIA R3 передний,задний (левый,правый);{'nameRu': 'Запрос ценовых предложений'};64400.00;64400.00;{'nameRu': 'Товар'}
