contractNumberSys;Supplier;descriptionRu;FaktTradeMethods;faktSum;contractSumWnds;RefSubjectType
020140001946/230057/00;"{'nameRu': 'ТОО ""Kst trade""'}";Бензин АИ-92 талонами;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};0.00;204990.00;{'nameRu': 'Товар'}
020140001946/230056/00;{'nameRu': 'DOUBLE PROFIT'};Жесткий диск 1 тб;{'nameRu': 'Запрос ценовых предложений'};0.00;16995.00;{'nameRu': 'Товар'}
020140001946/230055/00;{'nameRu': 'Sky'};Подъемник для инвалидных колясок/кресел;{'nameRu': 'Запрос ценовых предложений'};0.00;732000.00;{'nameRu': 'Товар'}
020140001946/230054/00;{'nameRu': 'ИП Иса'};Полотенцесушитель водяной;{'nameRu': 'Электронный магазин'};0.00;799950.00;{'nameRu': 'Товар'}
020140001946/230053/00;"{'nameRu': 'Товарищество с ограниченной ответственностью ""КостанайПриборСервис""'}";Поверка теплосчётчика полный комплект;{'nameRu': 'Запрос ценовых предложений'};0.00;149000.00;{'nameRu': 'Услуга'}
020140001946/230052/00;"{'nameRu': 'Товарищество с ограниченной ответственностью ""УПП ОО ""ЮКО СВВА""'}";Приобретение скоросшивателя;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};0.00;30408.00;{'nameRu': 'Товар'}
020140001946/230051/00;{'nameRu': 'ЖК НҰРҒАЛИ Е.Ә.'};Услуги полиграфические по изготовлению/печатанию полиграфической продукции (кроме книг, фото, периодических изданий);{'nameRu': 'Из одного источника по несостоявшимся закупкам'};0.00;16950.00;{'nameRu': 'Услуга'}
020140001946/230038/01;"{'nameRu': 'ТОО ""Альянс Group 2019""'}";Панель интерактивный;{'nameRu': 'Конкурс с предварительным квалификационным отбором'};0.00;2034480.00;{'nameRu': 'Товар'}
020140001946/230050/00;"{'nameRu': 'АО ""Страховая Компания ""Сентрас Иншуранс""'}";Услуги по страхованию автомобильного транспорта;{'nameRu': 'Запрос ценовых предложений'};0.00;35263.67;{'nameRu': 'Услуга'}
020140001946/230049/00;{'nameRu': 'KLEVER'};Канцелярские товары;{'nameRu': 'Запрос ценовых предложений'};0.00;2900.00;{'nameRu': 'Товар'}
020140001946/230048/00;{'nameRu': 'ИП КИРИК'};Канцелярские товары;{'nameRu': 'Запрос ценовых предложений'};0.00;8588.55;{'nameRu': 'Товар'}
020140001946/230047/00;{'nameRu': 'ИП КОЖАХМЕТОВ'};Канцелярские товары;{'nameRu': 'Запрос ценовых предложений'};0.00;19250.00;{'nameRu': 'Товар'}
020140001946/230043/00;"{'nameRu': 'ТОО ""Kst trade""'}";Бензин;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};0.00;389481.00;{'nameRu': 'Товар'}
020140001946/230042/00;"{'nameRu': 'ТОО ""ARTERIA""'}";Услуги технического надзора по капитальному ремонту КГКП Торгайский гуманитарный колледж имени Назипы Кулжановой  Управления образования акимата Костанайской области;{'nameRu': 'Открытый конкурс'};3153025.00;6683472.01;{'nameRu': 'Услуга'}
020140001946/230041/00;"{'nameRu': 'КГП ""Аркалыкская региональная больница"" Управления здравоохранения акимата Костанайской области'}";Услуги по периодическому медицинскому осмотру персонала;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};0.00;32100.00;{'nameRu': 'Услуга'}
020140001946/230040/00;{'nameRu': 'ЖК НҰРҒАЛИ Е.Ә.'};Услуги полиграфические по изготовлению/печатанию полиграфической продукции;{'nameRu': 'Запрос ценовых предложений'};0.00;147600.00;{'nameRu': 'Услуга'}
020140001946/230039/00;"{'nameRu': 'Товарищество с ограниченной ответственностью ""Литера-А""'}";Услуги полиграфические по изготовлению/печатанию полиграфической продукции;{'nameRu': 'Запрос ценовых предложений'};0.00;137536.00;{'nameRu': 'Услуга'}
020140001946/230038/00;"{'nameRu': 'ТОО ""Альянс Group 2019""'}";Панель интерактивная;{'nameRu': 'Конкурс с предварительным квалификационным отбором'};0.00;2034480.00;{'nameRu': 'Товар'}
020140001946/230037/00;"{'nameRu': 'Товарищество с ограниченной ответственностью ""Промдорстрой-2003""'}";Работы по проведению капитального ремонта зданий колледжа;{'nameRu': 'Конкурс с использованием рейтингово-балльной системы'};0.00;243868749.66;{'nameRu': 'Работа'}
020140001946/230036/00;{'nameRu': 'ИП Кожуров С.М.'};Жанар-жағармай материалдары;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};0.00;6342.56;{'nameRu': 'Товар'}
020140001946/230035/00;{'nameRu': 'Арсенал'};Автозапчасти;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};0.00;8774.00;{'nameRu': 'Товар'}
020140001946/230034/00;{'nameRu': 'Арсенал'};Автозапчасти;{'nameRu': 'Запрос ценовых предложений'};0.00;2100.00;{'nameRu': 'Товар'}
020140001946/230033/00;{'nameRu': 'ИП Кожуров С.М.'};Шина;{'nameRu': 'Запрос ценовых предложений'};0.00;131358.08;{'nameRu': 'Товар'}
020140001946/230032/00;{'nameRu': 'ИП Кожуров С.М.'};Автозапчасти;{'nameRu': 'Запрос ценовых предложений'};0.00;116824.96;{'nameRu': 'Товар'}
020140001946/230031/00;"{'nameRu': 'ТОО ""Тазарту - Аркалык""'}";Вывоз и размещение твердо бытовых отходов;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};0.00;2020053.60;{'nameRu': 'Услуга'}
020140001946/230030/00;"{'nameRu': 'ТОО ""СКО-ВторРесурс""'}";Услуги по определению технического состояния основных средств, с выдачей акта технического заключению для списания;{'nameRu': 'Запрос ценовых предложений'};0.00;258497.00;{'nameRu': 'Услуга'}
020140001946/230029/00;"{'nameRu': 'ТОО ""SBS-СтройПроект""'}";Услуги по авторскому надзору по капитальному ремонту КГКП Торгайский гуманитарный колледж имени Назипы Кулжановой Управления образования акимата Костанайской области;{'nameRu': 'Из одного источника путем прямого заключения договора'};1288809.58;2567040.00;{'nameRu': 'Услуга'}
