contractNumberSys;Supplier;descriptionRu;FaktTradeMethods;faktSum;contractSumWnds;RefSubjectType
060540002758/230116/00;"{'nameRu': 'ТОО ""Green Кост""'}";гвозди шиферные;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};0.00;9000.00;{'nameRu': 'Товар'}
060540002758/230115/00;"{'nameRu': 'ТОО ""Green Кост""'}";шифер 8-ми волновой;{'nameRu': 'Запрос ценовых предложений'};0.00;145500.00;{'nameRu': 'Товар'}
060540002758/230090/01;"{'nameRu': 'ИП ""Premium Plast""'}";"работы по замене окон КГКП &amp;quot;Аулиекольский сельскохозяйственный колледж&amp;quot; Управления образования акимата Костанайской области";{'nameRu': 'Запрос ценовых предложений'};8599000.00;9630880.00;{'nameRu': 'Работа'}
060540002758/230114/00;{'nameRu': 'ИП ДИЯНЧУК ЕЛЕНА ДМИТРИЕВНА'};канцтовары;{'nameRu': 'Запрос ценовых предложений'};0.00;4149.60;{'nameRu': 'Товар'}
060540002758/230113/00;{'nameRu': 'KLEVER'};канцтовары;{'nameRu': 'Запрос ценовых предложений'};0.00;3475.00;{'nameRu': 'Товар'}
060540002758/230112/00;{'nameRu': 'ИП ДИЯНЧУК ЕЛЕНА ДМИТРИЕВНА'};канцтовары;{'nameRu': 'Запрос ценовых предложений'};0.00;4198.88;{'nameRu': 'Товар'}
060540002758/230111/00;{'nameRu': 'KLEVER'};канцтовары;{'nameRu': 'Запрос ценовых предложений'};0.00;12905.00;{'nameRu': 'Товар'}
060540002758/230110/00;"{'nameRu': 'ТОО ""Казах Кенсе""'}";канцтовары;{'nameRu': 'Запрос ценовых предложений'};0.00;30049.04;{'nameRu': 'Товар'}
060540002758/230109/00;"{'nameRu': 'ТОО ""Казах Кенсе""'}";бумага офисная А4;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};0.00;73500.00;{'nameRu': 'Товар'}
060540002758/230108/00;"{'nameRu': 'Индивидуальный предприниматель ""ЛЫФАРЬ АЛЕКСАНДР ВЛАДИМИРОВИЧ ""'}";услуги по ремонту и заправке картриджей;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};0.00;55000.00;{'nameRu': 'Услуга'}
060540002758/230107/00;{'nameRu': 'ДАНА'};мышь для ПК проводная;{'nameRu': 'Запрос ценовых предложений'};0.00;16000.00;{'nameRu': 'Товар'}
060540002758/230106/00;{'nameRu': 'ИП Гульмира'};сетевой фильтр 5 розеток, 3м;{'nameRu': 'Запрос ценовых предложений'};0.00;23870.00;{'nameRu': 'Товар'}
060540002758/230105/00;{'nameRu': 'ИП НЕТПОИНТ'};кабель UTP 5е Cat 305m внутренний;{'nameRu': 'Запрос ценовых предложений'};35532.50;39796.40;{'nameRu': 'Товар'}
060540002758/230104/00;"{'nameRu': 'ИП ""КАПАР ЖАМИЛЯ""'}";кабель UTP 5е Cat 305m наружный;{'nameRu': 'Запрос ценовых предложений'};42395.00;42395.00;{'nameRu': 'Товар'}
060540002758/230103/00;{'nameRu': 'IG-Service'};коммутатор;{'nameRu': 'Запрос ценовых предложений'};0.00;44490.00;{'nameRu': 'Товар'}
060540002758/230102/00;{'nameRu': 'ИП ТИРЯННИК С.В.'};запчасти на трактор;{'nameRu': 'Запрос ценовых предложений'};275520.00;308582.40;{'nameRu': 'Товар'}
060540002758/230101/00;"{'nameRu': 'ТОО ""Типография Папирус плюс ПВ""'}";услуги по изготовлению книжки успеваемости обучающегося;{'nameRu': 'Запрос ценовых предложений'};0.00;65600.00;{'nameRu': 'Услуга'}
060540002758/230100/00;"{'nameRu': 'ИП ""Куликовский Николай Александрович""'}";деохлор №300;{'nameRu': 'Электронный магазин'};0.00;43500.00;{'nameRu': 'Товар'}
060540002758/230010/01;"{'nameRu': 'ИП ""Надёжкина А.М.""'}";услуги по выкачке септика;{'nameRu': 'Запрос ценовых предложений'};145600.00;210000.00;{'nameRu': 'Услуга'}
060540002758/230047/01;"{'nameRu': 'Индивидуальный предприниматель ""ОВСЮК ЮЛИЯ АЛЕКСАНДРОВНА""'}";услуги по ремонту и заправке картриджей;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};95000.00;100000.00;{'nameRu': 'Услуга'}
060540002758/230046/01;"{'nameRu': 'ТОО ""Аулиеколь-сервис""'}";услуги по захоронению золошлака и ТБО на полигоне;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};779644.00;1138794.40;{'nameRu': 'Услуга'}
060540002758/230099/00;"{'nameRu': 'Товарищество с ограниченной ответственностью ""Лантар books""'}";учебная литература;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};303975.00;340452.00;{'nameRu': 'Товар'}
060540002758/230098/00;"{'nameRu': 'ИП ""УНАЕВ Т. Ж.""'}";ветошь;{'nameRu': 'Запрос ценовых предложений'};69450.00;69450.00;{'nameRu': 'Товар'}
060540002758/230097/00;{'nameRu': 'Karlygash'};водоочиститель с фонтанчиком для питьевой воды;{'nameRu': 'Запрос ценовых предложений'};122000.00;122000.00;{'nameRu': 'Товар'}
060540002758/230096/00;{'nameRu': 'ИП Савина'};полиграфические услуги;{'nameRu': 'Запрос ценовых предложений'};55468.00;55468.00;{'nameRu': 'Услуга'}
060540002758/230095/00;"{'nameRu': 'ТОО ""Антрацит-Кост""'}";Уголь каменный;{'nameRu': 'Через товарные биржи'};11550000.00;12936000.00;{'nameRu': 'Товар'}
060540002758/230094/00;"{'nameRu': 'ТОО ""Kst trade""'}";дизельное топливо, бензин АИ-92 в талонах;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};422309.82;472987.00;{'nameRu': 'Товар'}
060540002758/230085/01;"{'nameRu': 'ТОО ""Фрегат - Астана""'}";услуги по брокерским операциям с товарами;{'nameRu': 'Запрос ценовых предложений'};22.00;22.00;{'nameRu': 'Услуга'}
060540002758/230093/00;"{'nameRu': 'ТОО ""IT-ARSENAL""'}";приобретение запчастей для системы видеонаблюдения;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};24370.00;27294.40;{'nameRu': 'Товар'}
060540002758/230092/00;"{'nameRu': 'ИП ""БАГЛАН""'}";Услуги по предоставлению лицензий на право использования программного обеспечения Roqed Science;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};642000.00;642000.00;{'nameRu': 'Услуга'}
060540002758/230091/00;"{'nameRu': 'ТОО ""AGRO trade 10""'}";приобретение запчастей на трактор John Deere 6135B;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};415325.00;465164.00;{'nameRu': 'Товар'}
060540002758/230090/00;"{'nameRu': 'ИП ""Premium Plast""'}";"работы по замене окон КГКП &quot;Аулиекольский сельскохозяйственный колледж&quot; Управления образования акимата Костанайской области";{'nameRu': 'Запрос ценовых предложений'};0.00;9630880.00;{'nameRu': 'Работа'}
060540002758/230088/01;"{'nameRu': 'ТОО ""ТЕРН-МонтажСтрой""'}";"текущий ремонт фасада спального корпуса КГКП &quot;Аулиекольский сельскохозяйственный колледж&quot; Управления образования акимата Костанайской области";{'nameRu': 'Запрос ценовых предложений'};2148000.00;2405760.00;{'nameRu': 'Работа'}
060540002758/230087/01;{'nameRu': 'ИП ASKAR'};услуги по составлению актов технического обследования и заключения на списание основных средств, подлежащих дальнейшей утилизации;{'nameRu': 'Запрос ценовых предложений'};89333.00;89333.00;{'nameRu': 'Услуга'}
060540002758/230081/01;{'nameRu': 'ИП RG Start'};портреты ученых;{'nameRu': 'Запрос ценовых предложений'};98800.00;98800.00;{'nameRu': 'Товар'}
060540002758/230077/01;{'nameRu': 'ИП КӨРКЕМ'};интерактивная панель;{'nameRu': 'Электронный магазин'};2709998.00;2709998.00;{'nameRu': 'Товар'}
060540002758/230089/00;{'nameRu': 'GMZ group'};настольная индукционная плита;{'nameRu': 'Запрос ценовых предложений'};104860.00;104860.00;{'nameRu': 'Товар'}
060540002758/230088/00;"{'nameRu': 'ТОО ""ТЕРН-МонтажСтрой""'}";"текущий ремонт фасада спального корпуса КГКП &quot;Аулиекольский сельскохозяйственный колледж&quot; Управления образования акимата Костанайской области";{'nameRu': 'Запрос ценовых предложений'};0.00;2405760.00;{'nameRu': 'Работа'}
060540002758/230087/00;{'nameRu': 'ИП ASKAR'};услуги по составлению актов технического обследования и заключения на списание основных средств, подлежащих дальнейшей утилизации;{'nameRu': 'Запрос ценовых предложений'};0.00;89333.00;{'nameRu': 'Услуга'}
060540002758/230086/00;{'nameRu': 'ИП Znanie'};книги;{'nameRu': 'Запрос ценовых предложений'};93000.00;93000.00;{'nameRu': 'Товар'}
060540002758/230085/00;"{'nameRu': 'ТОО ""Фрегат - Астана""'}";услуги по брокерским операциям с товарами;{'nameRu': 'Запрос ценовых предложений'};0.00;22.00;{'nameRu': 'Услуга'}
060540002758/230080/01;{'nameRu': 'ИП Сапабеков'};комплект справочно-инструктивных стенных таблиц по физике;{'nameRu': 'Запрос ценовых предложений'};230000.00;230000.00;{'nameRu': 'Товар'}
060540002758/230084/00;{'nameRu': 'Ledenergy.kz'};электрический счетчик;{'nameRu': 'Электронный магазин'};156995.00;175834.40;{'nameRu': 'Товар'}
060540002758/230083/00;{'nameRu': 'ИП КУРМАНГАЛИЕВ А.М.'};продукты питания;{'nameRu': 'Запрос ценовых предложений'};0.00;644450.00;{'nameRu': 'Товар'}
060540002758/230082/00;{'nameRu': 'ИП  ХАЙТМЕТОВ А.О'};комплект справочно-инструктивных стенных таблиц по химии;{'nameRu': 'Запрос ценовых предложений'};170000.00;170000.00;{'nameRu': 'Товар'}
060540002758/230081/00;{'nameRu': 'ИП RG Start'};портреты ученых;{'nameRu': 'Запрос ценовых предложений'};0.00;98800.00;{'nameRu': 'Товар'}
060540002758/230080/00;{'nameRu': 'ИП Сапабеков'};комплект справочно-инструктивных стенных таблиц по физике;{'nameRu': 'Запрос ценовых предложений'};0.00;250000.00;{'nameRu': 'Товар'}
060540002758/230079/00;"{'nameRu': 'ТОО ""DezService""'}";услуги дератизации и дезинсекции;{'nameRu': 'Запрос ценовых предложений'};0.00;200000.00;{'nameRu': 'Услуга'}
060540002758/230078/00;"{'nameRu': 'ИП ""Куликовский Николай Александрович""'}";хозтовары;{'nameRu': 'Электронный магазин'};220125.00;220125.00;{'nameRu': 'Товар'}
060540002758/230077/00;{'nameRu': 'ИП КӨРКЕМ'};интерактивная панель;{'nameRu': 'Электронный магазин'};0.00;2709998.00;{'nameRu': 'Товар'}
060540002758/230076/00;"{'nameRu': 'ИП ""Куликовский Николай Александрович""'}";эмаль, водоэмульсия;{'nameRu': 'Электронный магазин'};847475.00;847475.00;{'nameRu': 'Товар'}
060540002758/230075/00;{'nameRu': 'ИП Кылычбек'};цемент;{'nameRu': 'Электронный магазин'};115800.00;115800.00;{'nameRu': 'Товар'}
060540002758/230074/00;{'nameRu': 'ИП Шахан'};кисть малярная средняя;{'nameRu': 'Электронный магазин'};8400.00;8400.00;{'nameRu': 'Товар'}
060540002758/230073/00;{'nameRu': 'ИП Дутбаева'};кисточки, макловица;{'nameRu': 'Электронный магазин'};32850.00;32850.00;{'nameRu': 'Товар'}
060540002758/230072/00;"{'nameRu': 'ИП ""ЕШЕБАЕВА Н.Н""'}";валик;{'nameRu': 'Электронный магазин'};25960.00;25960.00;{'nameRu': 'Товар'}
060540002758/230071/00;"{'nameRu': 'ТОО ""Qamqor Qurylys Group""'}";услуги по захоронению ЖБО на полигоне;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};175344.00;175344.00;{'nameRu': 'Услуга'}
060540002758/230070/00;{'nameRu': 'ИП DAULET-INVEST'};хозтовары;{'nameRu': 'Запрос ценовых предложений'};298558.00;298558.00;{'nameRu': 'Товар'}
060540002758/230069/00;{'nameRu': 'БӨЛЕГЕН АБАЙ'};хозтовары;{'nameRu': 'Запрос ценовых предложений'};500836.00;500836.00;{'nameRu': 'Товар'}
060540002758/230068/00;"{'nameRu': 'ТОО ""Kst trade""'}";дизельное топливо летнее в талонах;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};342410.71;383500.00;{'nameRu': 'Товар'}
060540002758/230067/00;{'nameRu': 'ИП Кожуров С.М.'};автозапчасти;{'nameRu': 'Запрос ценовых предложений'};72712.00;81437.44;{'nameRu': 'Товар'}
060540002758/230066/00;{'nameRu': 'ИП Гуцало Петр Иванович'};"услуги по изготовлению &quot;Свидетельство для тракторист-машинистов категории Т&quot;";{'nameRu': 'Запрос ценовых предложений'};53550.00;53550.00;{'nameRu': 'Услуга'}
060540002758/230065/00;"{'nameRu': 'ТОО ""Kst trade""'}";бензин АИ-92 в талонах;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};292842.86;327984.00;{'nameRu': 'Товар'}
060540002758/230064/00;{'nameRu': 'Филиал РГП на ПХВ «Национальный центр экспертизы» КСЭК МЗ РК по Костанайской области'};услуги по санитарно-эпидемиологическому обследованию помещений;{'nameRu': 'Из одного источника путем прямого заключения договора'};0.00;130330.00;{'nameRu': 'Услуга'}
060540002758/230062/00;{'nameRu': 'НИЯЗОВА ЖАНАР'};услуги по техническому осмотру транспортных средств;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};23000.00;23000.00;{'nameRu': 'Услуга'}
060540002758/230061/00;"{'nameRu': 'ТОО ""ФАРМАЦИЯ-5""'}";медикаменты;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};71745.00;71745.00;{'nameRu': 'Товар'}
060540002758/230060/00;"{'nameRu': 'Коммунальное государственное предприятие ""Аулиекольская районная больница"" Управления здравоохранения акимата Костанайской области'}";услуги по периодическому медицинскому осмотру персонала;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};0.00;290565.00;{'nameRu': 'Услуга'}
060540002758/230059/00;"{'nameRu': 'Товарищество с ограниченной ответственностью ""GK MMS""'}";плита электрическая;{'nameRu': 'Запрос ценовых предложений'};571000.00;639520.00;{'nameRu': 'Товар'}
060540002758/230058/00;"{'nameRu': 'АО ""Нефтяная страховая компания""'}";услуги по страхованию гражданско-правовой ответственности владельцев автомобильного транспорта;{'nameRu': 'Запрос ценовых предложений'};179657.94;179657.94;{'nameRu': 'Услуга'}
060540002758/230057/00;"{'nameRu': 'АО ""Страховая Компания ""Сентрас Иншуранс""'}";услуги по страхованию гражданско-правовой ответственности перевозчика перед пассажирами;{'nameRu': 'Запрос ценовых предложений'};35707.50;35707.50;{'nameRu': 'Услуга'}
060540002758/230056/00;{'nameRu': 'ИП Канатова'};маска одноразовая 3х слойная;{'nameRu': 'Запрос ценовых предложений'};9995.00;9995.00;{'nameRu': 'Товар'}
060540002758/230039/01;{'nameRu': 'KLEVER'};гвозди маленькие;{'nameRu': 'Запрос ценовых предложений'};7700.00;7700.00;{'nameRu': 'Товар'}
060540002758/230055/00;"{'nameRu': 'Костанайский ОФ АО ""Казпочта""'}";почтово-телеграфные услуги;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};15000.00;15000.00;{'nameRu': 'Услуга'}
060540002758/230015/01;"{'nameRu': 'АО ""Казахтелеком""'}";услуги по доступу к интернету;{'nameRu': 'Второй этап конкурса с использованием рамочного соглашения'};0.00;2111261.19;{'nameRu': 'Услуга'}
060540002758/230054/00;{'nameRu': 'ИП КУРМАНГАЛИЕВ А.М.'};хлеб в/с;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};0.00;1584000.00;{'nameRu': 'Товар'}
060540002758/230053/00;"{'nameRu': 'Товарищество с ограниченной ответственностью ""ВИА ИНВЕСТ""'}";морозильная ларь;{'nameRu': 'Запрос ценовых предложений'};284777.00;318950.24;{'nameRu': 'Товар'}
060540002758/230052/00;"{'nameRu': 'ТОО ""Павлодар Строй Сервис""'}";электрическая воздуходувка;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};16517.86;18500.00;{'nameRu': 'Товар'}
060540002758/230051/00;{'nameRu': 'ИП КУЛИКОВСКАЯ ИРИНА ПЕТРОВНА'};деохлор №300;{'nameRu': 'Электронный магазин'};23000.00;23000.00;{'nameRu': 'Товар'}
060540002758/230050/00;"{'nameRu': '""ПОСТАВЩИК S"" ИП УТЛОВ СЕРГЕЙ ВАСИЛЬЕВИЧ'}";внешний жесткий диск 1Tb;{'nameRu': 'Электронный магазин'};56000.00;62720.00;{'nameRu': 'Товар'}
060540002758/230049/00;"{'nameRu': 'Республиканское государственное предприятие на праве хозяйственного ведения ""Банкнотная фабрика Национального банка Республики Казахстан""'}";бланки государственного образца об образовании;{'nameRu': 'Из одного источника путем прямого заключения договора'};80275.00;89908.00;{'nameRu': 'Товар'}
