contractNumberSys;Supplier;descriptionRu;FaktTradeMethods;faktSum;contractSumWnds;RefSubjectType
990640003505/230105/00;{'nameRu': 'ИП Мак'};Светодиодный прожектор 36 Вт;{'nameRu': 'Электронный магазин'};0.00;51984.00;{'nameRu': 'Товар'}
990640003505/230104/00;"{'nameRu': 'ТОО ""Миралайт Инжиниринг""'}";Светодиодный прожектор Free Color COB200 White;{'nameRu': 'Электронный магазин'};0.00;78000.00;{'nameRu': 'Товар'}
990640003505/230103/00;{'nameRu': 'ИП Мак'};Новогодний декор Снеговик, сетевой фильтр;{'nameRu': 'Электронный магазин'};0.00;115880.00;{'nameRu': 'Товар'}
990640003505/230102/00;{'nameRu': 'ИП Мак'};Электрогирлянда Гирлянда;{'nameRu': 'Электронный магазин'};0.00;54716.00;{'nameRu': 'Товар'}
990640003505/230101/00;{'nameRu': 'ИП A J Group'};Электрогирлянда LUCA lighting Дюралайт 83798 5 м;{'nameRu': 'Электронный магазин'};0.00;14500.00;{'nameRu': 'Товар'}
990640003505/230021/01;"{'nameRu': 'КГП ""Лисаковская городская больница"" Управления здравоохранения акимата Костанайской области'}";медицинский осмотр;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};0.00;104052.00;{'nameRu': 'Услуга'}
990640003505/230100/00;{'nameRu': 'НҰР'};Набор для уборки , совок с щеткой;{'nameRu': 'Электронный магазин'};0.00;29700.00;{'nameRu': 'Товар'}
990640003505/230099/00;{'nameRu': 'ОРАЗБЕКОВА ГУЛЬЗАДА БАЯНБАЕВНА'};Мел школьный, белый,(100 шт);{'nameRu': 'Электронный магазин'};0.00;37268.00;{'nameRu': 'Товар'}
990640003505/230098/00;{'nameRu': 'ИП Шахан'};Электрогирлянда DomSad Гирлянда штора FS4715 300 см;{'nameRu': 'Электронный магазин'};0.00;20250.00;{'nameRu': 'Товар'}
990640003505/230097/00;{'nameRu': 'ИП РЕЧКУНОВ СЕРГЕЙ БОГДАНОВИЧ'};Демонтаж и установка уличных прожекторов;{'nameRu': 'Запрос ценовых предложений'};150000.00;150000.00;{'nameRu': 'Услуга'}
990640003505/230096/00;{'nameRu': 'ASSEL'};Пакеты для мусора , 30 л;{'nameRu': 'Электронный магазин'};0.00;34400.00;{'nameRu': 'Товар'}
990640003505/230095/00;{'nameRu': 'ИП Мак'};Световой прожектор;{'nameRu': 'Электронный магазин'};0.00;142687.00;{'nameRu': 'Товар'}
990640003505/230094/00;{'nameRu': 'ИП Мак'};Новогодний декор Снеговик и Пингвины;{'nameRu': 'Электронный магазин'};86578.00;86578.00;{'nameRu': 'Товар'}
990640003505/230079/01;{'nameRu': 'Astana Electro Company'};Светильник светодиодный линейный , мощность-70 вт, Световой поток -7000 LM.Свет -6500 К,;{'nameRu': 'Запрос ценовых предложений'};989010.00;989010.00;{'nameRu': 'Товар'}
990640003505/230093/00;"{'nameRu': 'Товарищество с ограниченной ответственностью """"Bilim Land""""'}";Услуги по предоставлению доступа к информационным ресурсам;{'nameRu': 'Из одного источника путем прямого заключения договора'};120000.00;120000.00;{'nameRu': 'Услуга'}
990640003505/230092/00;{'nameRu': 'ИП D-TEK'};Инфракрасный датчик EV3 (ИК-датчик);{'nameRu': 'Из одного источника по несостоявшимся закупкам'};0.00;49000.00;{'nameRu': 'Товар'}
990640003505/230091/00;"{'nameRu': 'Товарищество с ограниченной ответственностью ""Elite Tender Management""'}";Наборы Роботоконструкторов и поля;{'nameRu': 'Запрос ценовых предложений'};0.00;1568974.40;{'nameRu': 'Товар'}
990640003505/230090/00;"{'nameRu': 'ТОО ""GUL""'}";;{'nameRu': 'Запрос ценовых предложений'};0.00;1535960.16;{'nameRu': 'Товар'}
990640003505/230089/00;{'nameRu': 'ИП ТехСпецСЕВ'};установка видео наблюдения;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};170000.00;170000.00;{'nameRu': 'Работа'}
990640003505/230088/00;{'nameRu': 'ИП АдалМеталл'};Изготовление и установка мусорного бака с ограждением на территории школы;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};267857.00;267857.00;{'nameRu': 'Работа'}
990640003505/230087/00;"{'nameRu': 'ТОО ""ЛИСАКОВСКИЙ ПРИБОР- СЕРВИС""'}";Поверка счетчика воды ДУ 32 мм;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};6696.43;7500.00;{'nameRu': 'Услуга'}
990640003505/230086/00;{'nameRu': 'ИП S-TRADE'};Унитаз с бочком (В комплекте с крышкой для унитаза);{'nameRu': 'Запрос ценовых предложений'};0.00;70694.40;{'nameRu': 'Товар'}
990640003505/230085/00;"{'nameRu': 'ТОО ""DOSSMarket""'}";Акустическая система;{'nameRu': 'Электронный магазин'};24719.00;24719.00;{'nameRu': 'Товар'}
990640003505/230084/00;"{'nameRu': 'ТОО ""DOSSMarket""'}";Наушники;{'nameRu': 'Электронный магазин'};5899.00;5899.00;{'nameRu': 'Товар'}
