contractNumberSys;Supplier;descriptionRu;FaktTradeMethods;faktSum;contractSumWnds;RefSubjectType
070440007320/230083/01;"{'nameRu': 'Товарищество с ограниченной ответственностью ""BSI company""'}";Цифровая радио система с головным микрофоном;{'nameRu': 'Запрос ценовых предложений'};0.00;252426.00;{'nameRu': 'Товар'}
070440007320/230099/00;{'nameRu': 'ҚАЛАМ МАҚСАТ'};Обучение персонала по программе пожарно-технического минимума (2 человека);{'nameRu': 'Запрос ценовых предложений'};0.00;6666.00;{'nameRu': 'Услуга'}
070440007320/230098/00;"{'nameRu': 'АО ""СК ""Евразия""'}";Услуги по страхованию гражданско-правовой перевозчика перед пассажирами;{'nameRu': 'Запрос ценовых предложений'};0.00;35707.50;{'nameRu': 'Услуга'}
070440007320/230097/00;"{'nameRu': 'АО ""СК ""Евразия""'}";Обязательное страхование гражданско-правовой ответственности владельцев автомобильного транспорта;{'nameRu': 'Запрос ценовых предложений'};0.00;40003.00;{'nameRu': 'Услуга'}
070440007320/230095/00;{'nameRu': 'ИП ЕЭС'};Водоэмульсионная краска 25 кг.;{'nameRu': 'Запрос ценовых предложений'};0.00;31035.00;{'nameRu': 'Товар'}
070440007320/230002/01;"{'nameRu': 'АО ""КазТрансГаз Аймак""'}";Газ природный;{'nameRu': 'Из одного источника путем прямого заключения договора'};1448820.04;6002934.30;{'nameRu': 'Товар'}
070440007320/230089/00;{'nameRu': 'Некоммерческое акционерное общество «Государственная корпорация «Правительство для граждан»'};Изготовление и выдача акта на земельный участок Елизаветинского СДК, с.Елизаветинка, района Беимбет Майлина,Костанайская область;{'nameRu': 'Из одного источника путем прямого заключения договора'};0.00;15453.72;{'nameRu': 'Работа'}
070440007320/230088/00;"{'nameRu': 'ТОО ""Глобал BIZ""'}";"Проведение комплексной вневедомственной экспертизы по капитальному ремонту Дома культуры &quot;Думан&quot;, п.Тобол район Беимбета Майлина, Костанайской области";{'nameRu': 'Открытый конкурс'};0.00;1110885.00;{'nameRu': 'Работа'}
070440007320/230087/00;"{'nameRu': 'ТОО ""ЛИСАКОВСКИЙ ПРИБОР- СЕРВИС""'}";Услуги по поставке и монтажу прибора учета тепловой энергии;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};0.00;1211840.00;{'nameRu': 'Работа'}
070440007320/230086/00;{'nameRu': 'ИП Мухамедов Г.Б.'};Уголь каменный;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};0.00;2311200.00;{'nameRu': 'Товар'}
070440007320/230085/00;"{'nameRu': 'ТОО ""Kst trade""'}";Приобретение Бензин АИ-92 (талоны);{'nameRu': 'Из одного источника по несостоявшимся закупкам'};0.00;307485.00;{'nameRu': 'Товар'}
070440007320/230084/00;{'nameRu': 'ИП Ләйлә'};Подвесной конденсаторный микрофон;{'nameRu': 'Запрос ценовых предложений'};0.00;190500.00;{'nameRu': 'Товар'}
070440007320/230083/00;"{'nameRu': 'Товарищество с ограниченной ответственностью ""BSI company""'}";Цифровая радио система с головным микрофоном;{'nameRu': 'Запрос ценовых предложений'};0.00;282717.12;{'nameRu': 'Товар'}
070440007320/230082/00;{'nameRu': 'ИП НУРАХМЕТОВ ТОЛЕГЕН ТУЛЕБАЕВИЧ'};текущий ремонт аппаратуры;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};44000.00;44000.00;{'nameRu': 'Работа'}
070440007320/230081/00;"{'nameRu': 'ИП ""KAZAKHSTAN MUSICAL TECHNOLOGIES""'}";Приобретение музыкальной аппаратуры в комплекте (согласно тех.спецификации);{'nameRu': 'Открытый конкурс'};7500000.00;8400000.00;{'nameRu': 'Товар'}
070440007320/230080/00;"{'nameRu': 'ИП ""KAZAKHSTAN MUSICAL TECHNOLOGIES""'}";Приобретение музыкальной аппаратуры в комплекте (согласно тех.спецификации);{'nameRu': 'Открытый конкурс'};0.00;4368000.00;{'nameRu': 'Товар'}
070440007320/230079/00;"{'nameRu': 'ТОО ""MEGASTANDARD""'}";Услуги по поверке средств измерений газового счетчика;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};0.00;47000.00;{'nameRu': 'Услуга'}
070440007320/230078/00;{'nameRu': 'ИП ТЫРЫШКИН ВИТАЛИЙ СЕРГЕЕВИЧ'};Текущий ремонт Газели;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};230000.00;230000.00;{'nameRu': 'Работа'}
070440007320/230077/00;{'nameRu': 'ИП  СНЕГУР  ОЛЕГ  ВЛАДИМИРОВИЧ'};Обслуживание и замены прожекторов на территории Домов культур;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};68800.00;68800.00;{'nameRu': 'Услуга'}
070440007320/230076/00;"{'nameRu': 'ТОО ""GS AUTO (ДжиЭс АВТО)""'}";Приобретение Микроавтобуса (15+1) мест;{'nameRu': 'Запрос ценовых предложений'};18299990.00;20495988.80;{'nameRu': 'Товар'}
070440007320/230075/00;"{'nameRu': 'ИП""Усюкевич А.С.""'}";Веник для уборки;{'nameRu': 'Запрос ценовых предложений'};10400.00;10400.00;{'nameRu': 'Товар'}
070440007320/230074/00;{'nameRu': 'МОЛДАХМЕТ НҰРЛЫБЕК'};Белизна;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};17400.00;17400.00;{'nameRu': 'Товар'}
