contractNumberSys;Supplier;descriptionRu;FaktTradeMethods;faktSum;contractSumWnds;RefSubjectType
970140002129/230071/01;"{'nameRu': 'ТОО ""Жаңа Өмір 2012""'}";"&quot;Благоустройство территории парка в поселке Карабалык&quot; Карабалыкского района, Костанайской области";{'nameRu': 'Открытый конкурс'};0.00;92124747.68;{'nameRu': 'Работа'}
970140002129/230150/00;"{'nameRu': 'ТОО ""Kst trade""'}";Талоны на дизельное топливо летнее;{'nameRu': 'Запрос ценовых предложений'};0.00;88500.00;{'nameRu': 'Товар'}
970140002129/230144/01;"{'nameRu': 'ТОО ""СК РИЗАЛИТ""'}";Инжиниринговые услуги по осуществлению технического надзора на объекте «Средний ремонт ул. Заводская в п.Карабалык;{'nameRu': 'Открытый конкурс'};0.00;2994328.81;{'nameRu': 'Услуга'}
970140002129/230072/04;"{'nameRu': 'ТОО ""Жаңа Өмір 2012""'}";Благоустройство микрорайона Черёмушки поселка Карабалык Карабалыкского района Костанайской области;{'nameRu': 'Открытый конкурс'};53145945.31;150784062.11;{'nameRu': 'Работа'}
970140002129/230148/00;"{'nameRu': 'ТОО ""Астык Альянс""'}";Работа по изготовлению и установке деревянного одночкового туалета размер 1,1 * 0,9 * 2,1;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};0.00;80000.00;{'nameRu': 'Работа'}
970140002129/230147/00;{'nameRu': 'ИП Алинур и С'};Монтаж горки уличной L-12м. H-4м (сборно-разборная;{'nameRu': 'Запрос ценовых предложений'};0.00;2399000.00;{'nameRu': 'Работа'}
970140002129/230146/00;"{'nameRu': 'ИП ""СервисПлюс""'}";Услуги специализированной техники для проведения работ по благоустройству поселка Карабалык;{'nameRu': 'Запрос ценовых предложений'};0.00;799990.00;{'nameRu': 'Услуга'}
970140002129/230117/01;{'nameRu': 'ПЕТОЯН ОГАННЕС ОНИКОВИЧ'};«Средний ремонт улицы Заводская в п. Карабалык, Карабалыкского района, Костанайской области»;{'nameRu': 'Открытый конкурс'};44642857.14;114784524.96;{'nameRu': 'Работа'}
970140002129/230072/03;"{'nameRu': 'ТОО ""Жаңа Өмір 2012""'}";Благоустройство микрорайона Черёмушки поселка Карабалык Карабалыкского района Костанайской области;{'nameRu': 'Открытый конкурс'};34541481.03;150784062.11;{'nameRu': 'Работа'}
970140002129/230145/00;{'nameRu': 'Shaimerdenov'};Көше шамдарын ауыстыру;{'nameRu': 'Запрос ценовых предложений'};0.00;1236000.00;{'nameRu': 'Работа'}
970140002129/230144/00;"{'nameRu': 'ТОО ""СК РИЗАЛИТ""'}";Инжиниринговые услуги по осуществлению технического надзора на объекте «Средний ремонт ул. Заводская в п.Карабалык, Карабалыкского района, Костанайской области;{'nameRu': 'Открытый конкурс'};0.00;2994328.81;{'nameRu': 'Услуга'}
970140002129/230143/00;{'nameRu': 'РГП на ПХВ «НЦКДА»'};Экспертиза качества дороги поселка Карабалык по среднему ремонт улицы Заводская.;{'nameRu': 'Из одного источника путем прямого заключения договора'};0.00;951612.49;{'nameRu': 'Работа'}
970140002129/230142/00;"{'nameRu': 'ТОО ""КӨМЕК-АСТАНА""'}";Перчатки хозяйственные рабочие плотные;{'nameRu': 'Запрос ценовых предложений'};63900.00;63900.00;{'nameRu': 'Товар'}
970140002129/230141/00;"{'nameRu': 'ИП ""Иманбаев Аскар Габбасович""'}";Проведение работ по санитарной очистке поселка Карабалык;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};800000.00;800000.00;{'nameRu': 'Услуга'}
970140002129/230140/00;"{'nameRu': 'ТОО ""Kst trade""'}";Талоны на дизельное топливо летнее;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};0.00;44250.00;{'nameRu': 'Товар'}
970140002129/230139/00;{'nameRu': 'ИП СЕЛЬХАНОВА ТАТЬЯНА АНАТОЛЬЕВНА'};Работы по изготовлению и установке скамеек , урн;{'nameRu': 'Запрос ценовых предложений'};0.00;1788000.00;{'nameRu': 'Работа'}
970140002129/230138/00;"{'nameRu': 'Товарищество с ограниченной ответственностью ""KokZhar meat product""'}";Работы по установке ограждения металлическим евроштакетником протяженностью 901 метр в п. Карабалык;{'nameRu': 'Запрос ценовых предложений'};0.00;6372800.00;{'nameRu': 'Работа'}
970140002129/230137/00;{'nameRu': 'ИП КУЛИКОВСКАЯ ИРИНА ПЕТРОВНА'};Хозяйственные материалы;{'nameRu': 'Запрос ценовых предложений'};0.00;122330.00;{'nameRu': 'Товар'}
970140002129/230136/00;"{'nameRu': 'ИП ""Кинсфатор Е.Г.""'}";Техническое обслуживание компьютеров, заправка и ремонт картриджей;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};0.00;80000.00;{'nameRu': 'Услуга'}
970140002129/210193/02;{'nameRu': 'ПЕТОЯН ОГАННЕС ОНИКОВИЧ'};Средний ремонт улицы Космонавтов в п. Карабалык, Карабалыкского района, Костанайской области;{'nameRu': 'Открытый конкурс'};76603000.00;85795360.00;{'nameRu': 'Работа'}
970140002129/230135/00;{'nameRu': 'ИП Салмина Т.А.'};Захоронение ТБО на полигоне, Карабалыкский район;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};400000.00;400000.00;{'nameRu': 'Услуга'}
970140002129/230129/01;{'nameRu': 'РГП на ПХВ «НЦКДА»'};Услуги проведение ведомственной экспертизы для среднего ремонта автомобильных дорог улицы Энергетиков, Щеголихина, Павлова в п. Карабалык,;{'nameRu': 'Из одного источника путем прямого заключения договора'};0.00;449301.00;{'nameRu': 'Услуга'}
970140002129/230134/00;{'nameRu': 'ИП Soltustik-2020'};Работы по установке ограждения из профлиста по ул. Гагарина, протяженностью 60 м;{'nameRu': 'Запрос ценовых предложений'};587111.00;587111.00;{'nameRu': 'Работа'}
970140002129/230133/00;"{'nameRu': 'ИП ""УНАЕВ Т. Ж.""'}";Бумага формат А4 для офиса ( 500 листов в одной пачке);{'nameRu': 'Запрос ценовых предложений'};26925.00;26925.00;{'nameRu': 'Товар'}
970140002129/230132/00;"{'nameRu': 'Товарищество с ограниченной ответственностью ""SG Eurasia""'}";Датчик угарного газа;{'nameRu': 'Запрос ценовых предложений'};12495.00;12495.00;{'nameRu': 'Товар'}
970140002129/230131/00;"{'nameRu': 'ТОО ""Асу 2030""'}";Работы по установке (монтажу) ВЛИ уличного освещения в п. Карабалык сад Баранникова (парк), тротуар от Блэкфиш до мкр. Черемушки, тротуар от ул.Гагарина до школы №3, ул. Мотросова;{'nameRu': 'Запрос ценовых предложений'};0.00;11175360.00;{'nameRu': 'Работа'}
970140002129/230106/01;"{'nameRu': 'Товарищество с ограниченной ответственностью ""Кокшетау - 2015""'}";Инжиниринговые услуги по осуществлению технического надзора на объекте Благоустройство микрорайона Черёмушки поселка Карабалык;{'nameRu': 'Открытый конкурс'};0.00;4267142.11;{'nameRu': 'Услуга'}
970140002129/230072/02;"{'nameRu': 'ТОО ""Жаңа Өмір 2012""'}";Благоустройство микрорайона Черёмушки поселка Карабалык Карабалыкского района Костанайской области;{'nameRu': 'Открытый конкурс'};34541481.03;150784062.11;{'nameRu': 'Работа'}
970140002129/230130/00;"{'nameRu': 'ИП ""Иманбаев Аскар Габбасович""'}";Проведение работ по санитарной очистке поселка Карабалык;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};800000.00;800000.00;{'nameRu': 'Услуга'}
970140002129/230125/01;"{'nameRu': 'ТОО ""ХАН-СТРОЙ МОНТАЖ""'}";"Инжиниринговые услуги по осуществлению технического надзора на объекте «Средний ремонт ул. Дорожная в п.Карабалык, Карабалыкского района, Костанайской области&amp;quot;";{'nameRu': 'Открытый конкурс'};12464.11;886020.21;{'nameRu': 'Услуга'}
970140002129/230129/00;{'nameRu': 'РГП на ПХВ «НЦКДА»'};Услуги проведение ведомственной экспертизы для среднего ремонта автомобильных дорог улицы Энергетиков, И.Щеголихина, Павлова в п. Карабалык, Карабалыкского района Костанайской области;{'nameRu': 'Из одного источника путем прямого заключения договора'};0.00;449301.00;{'nameRu': 'Услуга'}
970140002129/230128/00;{'nameRu': 'РГП на ПХВ «НЦКДА»'};Услуги проведение ведомственной экспертизы для среднего ремонта автомобильных дорог улицы Герцена, мкр.Восточный в п. Карабалык, Карабалыкского района Костанайской области;{'nameRu': 'Из одного источника путем прямого заключения договора'};0.00;449301.00;{'nameRu': 'Услуга'}
970140002129/230127/00;{'nameRu': 'РГП на ПХВ «НЦКДА»'};Услуги проведение ведомственной экспертизы для среднего ремонта автомобильных дорог улицы Терешковой, Рабочая в п. Карабалык, Карабалыкского района Костанайской области;{'nameRu': 'Из одного источника путем прямого заключения договора'};0.00;449301.00;{'nameRu': 'Услуга'}
970140002129/230126/00;{'nameRu': 'ПЕТОЯН ОГАННЕС ОНИКОВИЧ'};Ямочный ремонт асфальтобетонного покрытия с ремонтом щебеночного основания и укладкой асфальтобетонной смеси не менее 5 см на 1000 м2;{'nameRu': 'Открытый конкурс'};5357142.00;5999999.04;{'nameRu': 'Работа'}
970140002129/230125/00;"{'nameRu': 'ТОО ""ХАН-СТРОЙ МОНТАЖ""'}";Инжиниринговые услуги по осуществлению технического надзора на объекте «Средний ремонт ул. Дорожная в п.Карабалык, Карабалыкского района, Костанайской области;{'nameRu': 'Открытый конкурс'};0.00;886020.21;{'nameRu': 'Услуга'}
970140002129/230124/00;"{'nameRu': 'ТОО ""Надежда-С""'}";"&quot;Инжиниринговые услуги по осуществлению технического надзора на объекте «Средний ремонт ул. Совхозная в п.Карабалык, Карабалыкского района, Костанайской области&quot;";{'nameRu': 'Открытый конкурс'};978230.97;1095618.69;{'nameRu': 'Услуга'}
970140002129/230123/00;"{'nameRu': 'ТОО ""Надежда-С""'}";"Инжиниринговые услуги по осуществлению технического надзора на объекте «Средний ремонт ул. Казахстанская в п.Карабалык, Карабалыкского района, Костанайской области&quot;";{'nameRu': 'Открытый конкурс'};1828882.71;2048348.64;{'nameRu': 'Услуга'}
970140002129/230122/00;"{'nameRu': 'ТОО ""Kst trade""'}";Талоны на бензин Аи-92 номинал 10, 20 литров;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};183026.79;204990.00;{'nameRu': 'Товар'}
970140002129/230111/01;{'nameRu': 'Дүсенғали Еркен Әулиеханұлы'};Работы по установке ограждения из профлиста по ул. Гагарина;{'nameRu': 'Запрос ценовых предложений'};820000.00;820000.00;{'nameRu': 'Работа'}
970140002129/230121/00;"{'nameRu': 'ИП ""Иманбаев Аскар Габбасович""'}";Проведение работ по санитарной очистке поселка Карабалык;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};800000.00;800000.00;{'nameRu': 'Услуга'}
970140002129/230120/00;"{'nameRu': 'ТОО ""ПРОТЕКТ 2020""'}";Работы по установке ограждения из профлиста по ул. Гагарина,;{'nameRu': 'Запрос ценовых предложений'};1290000.00;1444800.00;{'nameRu': 'Работа'}
970140002129/230119/00;"{'nameRu': 'ТОО ""ЭПК-forfait"" (ЭПК-форфайт)'}";Услуги опломбирование  оборудования (25 услуг);{'nameRu': 'Из одного источника по несостоявшимся закупкам'};45000.00;50400.00;{'nameRu': 'Услуга'}
970140002129/230118/00;"{'nameRu': 'АО ""Страховая Компания ""Сентрас Иншуранс""'}";Страхование автотранспортного средства Автомобиль , Прицеп;{'nameRu': 'Из одного источника путем прямого заключения договора'};41709.00;41709.00;{'nameRu': 'Услуга'}
970140002129/230117/00;{'nameRu': 'ПЕТОЯН ОГАННЕС ОНИКОВИЧ'};«Средний ремонт улицы Заводская в п. Карабалык, Карабалыкского района, Костанайской области»;{'nameRu': 'Открытый конкурс'};0.00;114784524.96;{'nameRu': 'Работа'}
970140002129/230116/00;"{'nameRu': 'ТОО ""ЭПК-forfait"" (ЭПК-форфайт)'}";Работы по установке (монтажу) уличного освещения в п. Карабалык;{'nameRu': 'Открытый конкурс'};19327207.55;21646472.46;{'nameRu': 'Работа'}
970140002129/230115/00;"{'nameRu': 'ОО ""Костанайское районное общество инвалидов""'}";Изготовление бланков строгой отчетности (распоряжении) с гербом Р.К с нумерации 500 штук;{'nameRu': 'Запрос ценовых предложений'};11200.00;11200.00;{'nameRu': 'Услуга'}
970140002129/230114/00;"{'nameRu': 'ИП ""УНАЕВ Т. Ж.""'}";Ткань техническая (ветошь) Ш-140 см 80;{'nameRu': 'Запрос ценовых предложений'};23500.00;23500.00;{'nameRu': 'Товар'}
970140002129/230113/00;{'nameRu': 'ИП Кайзер Л.М.'};Формовочная обрезка деревьев (кранирование);{'nameRu': 'Запрос ценовых предложений'};799000.00;799000.00;{'nameRu': 'Работа'}
