contractNumberSys;Supplier;descriptionRu;FaktTradeMethods;faktSum;contractSumWnds;RefSubjectType
050140005528/230082/00;"{'nameRu': 'Товарищество с ограниченной ответственностью ""Аместад""'}";Услуги по техническому обслуживанию системы видеонаблюдения в поселке Кушмурун;{'nameRu': 'Запрос ценовых предложений'};0.00;380000.00;{'nameRu': 'Услуга'}
050140005528/230071/01;{'nameRu': 'ИП Мұхамеджанов'};Работы по корректировке проектно-сметной документации и составлению технической документации Средний ремонт автомобильной дороги улицы Суворова в поселке Кушмурун;{'nameRu': 'Запрос ценовых предложений'};0.00;247251.00;{'nameRu': 'Работа'}
050140005528/230081/00;{'nameRu': 'РГП на ПХВ «НЦКДА»'};Работы по проведению экспертизы качества работ и материалов дорожных активов.;{'nameRu': 'Из одного источника путем прямого заключения договора'};0.00;268369.14;{'nameRu': 'Работа'}
050140005528/230080/00;"{'nameRu': 'ТОО ""РЕМЭНЕРГО""'}";Электроэнергия для уличного освещения.;{'nameRu': 'Из одного источника путем прямого заключения договора'};200892.86;381999.83;{'nameRu': 'Товар'}
050140005528/230079/00;"{'nameRu': 'Товарищество с ограниченной ответственностью ""Учебный центр ""SGK KZ""'}";Услуга по участию в офлайн семинаре;{'nameRu': 'Из одного источника путем прямого заключения договора'};0.00;70000.00;{'nameRu': 'Услуга'}
050140005528/230078/00;"{'nameRu': 'ЖК "" УМИРБАЕВА ""'}";Работы по зимнему содержанию дорог;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};0.00;446428.57;{'nameRu': 'Работа'}
050140005528/230077/00;"{'nameRu': 'ТОО ""СтройСити LTD""'}";"технический надзор по объекту &amp;quot;Средний ремонт улицы Комсомольская, п.Кушмурун, Аулиекольского района&amp;quot;";{'nameRu': 'Открытый конкурс'};0.00;1079820.00;{'nameRu': 'Услуга'}
050140005528/230076/00;{'nameRu': 'РГП на ПХВ «НЦКДА»'};"Услуга по экспертизе проектно-сметной документации &quot;Средний ремонт автомобильной дороги улицы Максима Горького в поселке Кушмурун, Аулиекольского района (протяженностью 2350 м)";{'nameRu': 'Из одного источника путем прямого заключения договора'};0.00;449301.00;{'nameRu': 'Услуга'}
050140005528/230075/00;{'nameRu': 'РГП на ПХВ «НЦКДА»'};"Работы по корректировке проектно-сметной документации и составлению технической документации &quot;Средний ремонт автомобильной дороги улицы Суворова в поселке Кушмурун&quot;";{'nameRu': 'Из одного источника путем прямого заключения договора'};0.00;449301.00;{'nameRu': 'Услуга'}
050140005528/230074/00;"{'nameRu': 'РОО ""АВН""'}";Услуги по повышению квалификации по направлению «Организация территориальной обороны»;{'nameRu': 'Запрос ценовых предложений'};0.00;57000.00;{'nameRu': 'Услуга'}
050140005528/230073/00;"{'nameRu': 'ТОО ""Geosmet""'}";"Работы по корректировке проектно-сметной документации и составлению технической документации &quot;Средний ремонт автомобильной дороги улицы Максима Горького в поселке Кушмурун, Аулиекольского района (протяженностью 2350 метров)";{'nameRu': 'Из одного источника путем прямого заключения договора'};0.00;450000.00;{'nameRu': 'Услуга'}
050140005528/230072/00;"{'nameRu': 'ТОО ""ЛидерСтрой 2050""'}";Средний ремонт автомобильной дороги улицы Комсомольская в поселке Кушмурун,Аулиекольского района(протяженностью 775 м);{'nameRu': 'Открытый конкурс'};0.00;39303495.00;{'nameRu': 'Работа'}
050140005528/230071/00;{'nameRu': 'ИП Мұхамеджанов'};"Работы по корректировке проектно-сметной документации и составлению технической документации &amp;quot;Средний ремонт автомобильной дороги улицы Суворова в поселке Кушмурун&amp;quot;";{'nameRu': 'Запрос ценовых предложений'};0.00;249990.00;{'nameRu': 'Работа'}
050140005528/230070/00;"{'nameRu': 'ТОО ""Газета ""Әулиекөл""'}";Услуги по подготовке информационных материалов и публикации/размещению в средствах массовой информации;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};0.00;38839.29;{'nameRu': 'Услуга'}
050140005528/230069/00;"{'nameRu': 'ТОО ""КаР-Тел""'}";услуги закрытой передачи данных посредством сотовой сети;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};0.00;20500.00;{'nameRu': 'Услуга'}
050140005528/230058/01;{'nameRu': 'ХАЛМЕТОВ ТАХИР'};Установка детской площадки, воркаут площадки на территории Аллеи молодежи;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};2678123.00;2678123.00;{'nameRu': 'Работа'}
050140005528/230062/01;{'nameRu': 'ИП Таймас'};"Работы по
нанесению
дорожной и
аналогичной
разметки";{'nameRu': 'Запрос ценовых предложений'};499999.00;499999.00;{'nameRu': 'Работа'}
050140005528/230005/01;"{'nameRu': 'ТОО ""РЕМЭНЕРГО""'}";электроэнергия для административного здания;{'nameRu': 'Из одного источника путем прямого заключения договора'};27816.93;455149.04;{'nameRu': 'Товар'}
050140005528/230004/01;"{'nameRu': 'ТОО ""РЕМЭНЕРГО""'}";Электроэнергия для уличного освещения.;{'nameRu': 'Из одного источника путем прямого заключения договора'};1420703.00;2690240.00;{'nameRu': 'Товар'}
