contractNumberSys;Supplier;descriptionRu;FaktTradeMethods;faktSum;contractSumWnds;RefSubjectType
050140002147/230037/00;"{'nameRu': 'ИП ""НҰРЖАН""'}";Уголь Шубаркольский. Твердого топлива (уголькамня);{'nameRu': 'Из одного источника по несостоявшимся закупкам'};0.00;109995.20;{'nameRu': 'Товар'}
050140002147/230036/00;"{'nameRu': 'Товарищество с ограниченной ответственностью ""Учебный центр ""SGK KZ""'}";Переподготовка и повышения квалификации кадров работников финансовой службы и бухгалтерии;{'nameRu': 'Из одного источника путем прямого заключения договора'};0.00;50000.00;{'nameRu': 'Услуга'}
050140002147/230035/00;{'nameRu': 'РГП на ПХВ «НЦКДА»'};Проведение ведомственной комплексной экспертизы технической документации на средний ремонт автомобильных дорог улиц Кошалак,Астана,Байтемир в селе Сужарган Джангельдинского района Костанайской области;{'nameRu': 'Из одного источника путем прямого заключения договора'};0.00;449301.00;{'nameRu': 'Услуга'}
050140002147/230034/00;{'nameRu': 'túımedaq'};Приобретение Фонарь светодиодный консольный для освещения улиц;{'nameRu': 'Запрос ценовых предложений'};178017.00;178017.00;{'nameRu': 'Товар'}
050140002147/230033/00;"{'nameRu': 'ТОО ""CIFRTECH""'}";Приобретение компьютера в комплекте согласно технической спецификации;{'nameRu': 'Конкурс с предварительным квалификационным отбором'};174000.00;194880.00;{'nameRu': 'Товар'}
050140002147/230032/00;"{'nameRu': 'ТОО ""ASTIC GROUP""'}";Разработка технической документации на средний ремонт автомобильных дорог улицы Кошалак в селе Сужарган Джангельдинского района Костанайской области;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};265000.00;265000.00;{'nameRu': 'Работа'}
050140002147/230031/00;"{'nameRu': 'ТОО ""ASTIC GROUP""'}";Разработка технической документации на средний ремонт автомобильных дорог улицы Астана в селе Сужарган Джангельдинского района Костанайской области;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};355000.00;355000.00;{'nameRu': 'Работа'}
050140002147/230030/00;"{'nameRu': 'ТОО ""ASTIC GROUP""'}";Разработка технической документации на средний ремонт автомобильных дорог улицы Байтемир в селе Сужарган Джангельдинского района Костанайской области;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};175000.00;175000.00;{'nameRu': 'Работа'}
050140002147/230029/00;"{'nameRu': 'ИП ""НҰРЖАН""'}";Уголь Шубаркольский. Твердого топлива (уголькамня);{'nameRu': 'Из одного источника по несостоявшимся закупкам'};98214.25;109999.96;{'nameRu': 'Товар'}
050140002147/230028/00;"{'nameRu': 'ТОО ""Euro-Asia Consulting""'}";Услуга по подписке на семинар по государственным закупкам в РК с изменеиями и дополнениями;{'nameRu': 'Из одного источника путем прямого заключения договора'};25000.00;25000.00;{'nameRu': 'Услуга'}
