contractNumberSys;Supplier;descriptionRu;FaktTradeMethods;faktSum;contractSumWnds;RefSubjectType
190840029231/230134/00;"{'nameRu': 'Товарищество с ограниченной ответственностью ""Investment solutions Astana""'}";Перчатки резиновые хозяйственные;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};0.00;163856.00;{'nameRu': 'Товар'}
190840029231/230133/00;"{'nameRu': 'ТОО ""Эталон Авто Костанай""'}";Бензин для двигателей с искровым зажиганием марка АИ-92;{'nameRu': 'Второй этап конкурса с использованием рамочного соглашения'};0.00;193718.95;{'nameRu': 'Товар'}
190840029231/230021/01;"{'nameRu': 'АО ""Казахтелеком""'}";Услуги фиксированной местной, междугородней, международной телефонной связи;{'nameRu': 'Второй этап конкурса с использованием рамочного соглашения'};48363.35;73000.00;{'nameRu': 'Услуга'}
190840029231/230104/01;"{'nameRu': 'КГП ""Поликлиника № 1 города Костанай"" Управления здравоохранения акимата Костанайской области'}";Услуги по периодическому медицинскому осмотру персонала;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};243445.00;243445.00;{'nameRu': 'Услуга'}
190840029231/230132/00;{'nameRu': 'ИП Емельянов Илья Сергеевич'};Услуги по заправке картриджей;{'nameRu': 'Запрос ценовых предложений'};0.00;59000.00;{'nameRu': 'Услуга'}
190840029231/230131/00;"{'nameRu': 'Товарищество с ограниченной ответственностью ""Мегаэнергоэкспертиза""'}";Проверка знаний по ПТЭ электроперсонала;{'nameRu': 'Запрос ценовых предложений'};5800.00;6496.00;{'nameRu': 'Услуга'}
190840029231/230130/00;"{'nameRu': 'ТОО ""Казах Кенсе""'}";Бумага для офисного оборудования формат А4;{'nameRu': 'Электронный магазин'};103680.00;116121.60;{'nameRu': 'Товар'}
190840029231/230129/00;"{'nameRu': 'ТОО ""Lezard""'}";Кабинет робототехники с материально-техническим оснащением;{'nameRu': 'Открытый конкурс'};0.00;19902677.76;{'nameRu': 'Товар'}
190840029231/230128/00;{'nameRu': 'ИП Гильманова А.Н.'};Изготовление металлического стеллажа для хозяйственного инвентаря;{'nameRu': 'Запрос ценовых предложений'};338000.00;338000.00;{'nameRu': 'Работа'}
190840029231/230127/00;{'nameRu': 'PLASTMAC'};Изготовление и установка москитных сеток по размерам Заказчика;{'nameRu': 'Запрос ценовых предложений'};0.00;285000.00;{'nameRu': 'Работа'}
