contractNumberSys;Supplier;descriptionRu;FaktTradeMethods;faktSum;contractSumWnds;RefSubjectType
081240009136/230019/00;"{'nameRu': 'ТОО ""Центрум""'}";Изготовление входящего и исходящего штампа;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};7500.00;7500.00;{'nameRu': 'Работа'}
081240009136/230018/00;"{'nameRu': 'ИП ""Сандибекова""'}";Перезарядка огнетушителей;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};15390.00;15390.00;{'nameRu': 'Услуга'}
081240009136/230017/00;{'nameRu': 'ИП Жаворонок Надежда Викторовна'};Изготовление декоративных элементов;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};75000.00;75000.00;{'nameRu': 'Работа'}
081240009136/230016/00;"{'nameRu': 'ТОО ""Алгоритм-Сервис+""'}";ремонт оргтехники (принтера);{'nameRu': 'Из одного источника по несостоявшимся закупкам'};40000.00;40000.00;{'nameRu': 'Услуга'}
081240009136/230015/00;"{'nameRu': 'ИП ""Шынғыс""'}";Приобретение медикаментов;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};12076.00;12076.00;{'nameRu': 'Товар'}
081240009136/230014/00;"{'nameRu': 'ИП ""Шынғыс""'}";Приобретение офисной бумаги;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};64800.00;64800.00;{'nameRu': 'Товар'}
081240009136/230013/00;{'nameRu': 'ИП Родничок'};Приобретение канцелярских товаров;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};28200.00;28200.00;{'nameRu': 'Товар'}
081240009136/230012/00;"{'nameRu': 'ИП ""Шынғыс""'}";Приобретение хозяйственных материалов;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};59882.00;59882.00;{'nameRu': 'Товар'}
081240009136/230011/00;"{'nameRu': 'ИП ""Шынғыс""'}";Приобретение строительных материалов;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};45576.00;45576.00;{'nameRu': 'Товар'}
081240009136/230010/00;"{'nameRu': 'ТОО ""Алгоритм-Сервис+""'}";Услуги по ремонту ноутбука;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};35000.00;35000.00;{'nameRu': 'Услуга'}
081240009136/230009/00;{'nameRu': 'ИП Webman Studio'};Услуги по пользованию программными продуктами;{'nameRu': 'Из одного источника путем прямого заключения договора'};96600.00;96600.00;{'nameRu': 'Услуга'}
081240009136/230008/00;"{'nameRu': 'КГП ""Наурзумская районная больница"" Управления здравоохранения акимата Костанайской области'}";Медицинский осмотр;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};82500.00;82500.00;{'nameRu': 'Услуга'}
081240009136/230007/01;"{'nameRu': 'ТОО ""Алгоритм-Сервис+""'}";Заправка картриджей;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};40000.00;40000.00;{'nameRu': 'Услуга'}
081240009136/230007/00;"{'nameRu': 'ТОО ""Алгоритм-Сервис+""'}";Заправка картриджей;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};0.00;44800.00;{'nameRu': 'Услуга'}
081240009136/230006/00;"{'nameRu': 'ТОО ""PROFI SOFT""'}";1С: Предприятие 8 Бухгалтерский учет для государственных учреждений Казахстана;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};127678.57;143000.00;{'nameRu': 'Услуга'}
081240009136/230005/00;"{'nameRu': 'АО ""Национальные информационные технологии""'}";Услуги по предоставлению доменного имени;{'nameRu': 'Из одного источника путем прямого заключения договора'};7321.43;8200.00;{'nameRu': 'Услуга'}
081240009136/230004/00;"{'nameRu': 'ТОО ""ЦПК ""Отан""'}";обучение на семинаре;{'nameRu': 'Из одного источника путем прямого заключения договора'};45000.00;45000.00;{'nameRu': 'Услуга'}
081240009136/230003/00;{'nameRu': 'Филиал РГП на ПХВ «Национальный центр экспертизы» КСЭК МЗ РК по Костанайской области'};санитарные услуги;{'nameRu': 'Из одного источника путем прямого заключения договора'};45685.00;69525.00;{'nameRu': 'Услуга'}
081240009136/230002/00;{'nameRu': 'Филиал РГП на ПХВ «Национальный центр экспертизы» КСЭК МЗ РК по Костанайской области'};медицинский осмотр;{'nameRu': 'Из одного источника путем прямого заключения договора'};20780.00;93510.00;{'nameRu': 'Услуга'}
081240009136/230001/00;"{'nameRu': 'Костанайский ОФ АО ""Казпочта""'}";банковские услуги (карт счет);{'nameRu': 'Из одного источника путем прямого заключения договора'};200000.00;200000.00;{'nameRu': 'Услуга'}
