contractNumberSys;Supplier;descriptionRu;FaktTradeMethods;faktSum;contractSumWnds;RefSubjectType
161240023109/230023/00;"{'nameRu': 'ТОО ""Костанайский печатный двор""'}";Услуги полиграфические по изготовлению/печатанию полиграфической продукции (кроме книг, фото, периодических изданий;{'nameRu': 'Запрос ценовых предложений'};0.00;3750.00;{'nameRu': 'Услуга'}
161240023109/230021/00;"{'nameRu': 'ТОО ""Компьютерные Системы и защита информации""'}";Услуга по предоставлению лицензии на программу антивирусной защиты;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};0.00;23000.01;{'nameRu': 'Услуга'}
161240023109/230002/01;"{'nameRu': 'ТОО ""Uplink""'}";Услуги по доступу к Интернету;{'nameRu': 'Второй этап конкурса с использованием рамочного соглашения'};184151.75;206249.96;{'nameRu': 'Услуга'}
161240023109/230020/00;"{'nameRu': 'ИП ""Smart House""'}";приобретение принтера;{'nameRu': 'Электронный магазин'};0.00;127817.76;{'nameRu': 'Товар'}
161240023109/230019/00;"{'nameRu': 'ТОО ""DAMEN KZ""'}";приобретение государственной символики, герб (настенный, кабинетный);{'nameRu': 'Электронный магазин'};0.00;45000.00;{'nameRu': 'Товар'}
161240023109/230018/00;{'nameRu': 'ИП Кабделова'};приобретение программного обеспечения;{'nameRu': 'Запрос ценовых предложений'};51990.00;51990.00;{'nameRu': 'Товар'}
161240023109/230017/00;{'nameRu': 'ИП Кабделова'};приобретение лицензионной операционной системы;{'nameRu': 'Запрос ценовых предложений'};51990.00;51990.00;{'nameRu': 'Товар'}
161240023109/230016/00;{'nameRu': 'ИП ZEUS'};приобретение ноутбука;{'nameRu': 'Запрос ценовых предложений'};0.00;149990.00;{'nameRu': 'Товар'}
161240023109/230015/00;{'nameRu': 'ИП Канат'};приобретение ноутбука;{'nameRu': 'Запрос ценовых предложений'};0.00;121000.00;{'nameRu': 'Товар'}
161240023109/230014/00;"{'nameRu': 'ИП ""САППАЕВА ШОЛПАН САБЫРОВНА""'}";приобретение картриджа;{'nameRu': 'Запрос ценовых предложений'};23730.00;23730.00;{'nameRu': 'Товар'}
161240023109/230013/00;{'nameRu': 'ИП Кондакова А.А.'};Приобретение хозяйственных материалов;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};13300.00;13300.00;{'nameRu': 'Товар'}
161240023109/230012/00;{'nameRu': 'Incom'};приобретение рамок для грамот;{'nameRu': 'Запрос ценовых предложений'};21573.00;21573.00;{'nameRu': 'Товар'}
161240023109/230011/00;{'nameRu': 'Dako Trade'};приобретение карты памяти;{'nameRu': 'Запрос ценовых предложений'};10325.00;10325.00;{'nameRu': 'Товар'}
161240023109/230010/00;"{'nameRu': 'ТОО ""Казах Кенсе""'}";приобретение скоросшивателя;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};8025.00;8988.00;{'nameRu': 'Товар'}
161240023109/230009/00;{'nameRu': 'ИП Кондакова А.А.'};приобретение канцелярских товаров;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};70180.00;70180.00;{'nameRu': 'Товар'}
161240023109/230008/00;"{'nameRu': 'ТОО ""БИЗНЕС-ЦЕНТР""'}";Услуги полиграфические по изготовлению/печатанию полиграфической продукции (кроме книг, фото, периодических изданий);{'nameRu': 'Запрос ценовых предложений'};6000.00;6000.00;{'nameRu': 'Услуга'}
161240023109/230007/00;"{'nameRu': 'Товарищество с ограниченной ответственностью ""The Boss media group""'}";Услуги по предоставлению доступа к информационным ресурсам;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};0.00;72000.00;{'nameRu': 'Услуга'}
161240023109/230006/00;{'nameRu': 'ИП ИНТЕРФОН'};Обслуживание компьютерной техники;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};155250.00;207000.00;{'nameRu': 'Услуга'}
161240023109/230005/00;{'nameRu': 'ИП АГУНЬКИН ВИТАЛИЙ ВЛАДИМИРОВИЧ'};сопровождение, ИТС 1С;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};189000.00;252000.00;{'nameRu': 'Услуга'}
161240023109/230004/00;"{'nameRu': 'Костанайский областной филиал №229900 Акционерного общества ""Народный сберегательный банк Казахстана""'}";услуги банка;{'nameRu': 'Из одного источника путем прямого заключения договора'};0.00;17000.00;{'nameRu': 'Услуга'}
161240023109/230003/00;"{'nameRu': 'Костанайский областной филиал №229900 Акционерного общества ""Народный сберегательный банк Казахстана""'}";услуги банка;{'nameRu': 'Из одного источника путем прямого заключения договора'};0.00;4000.00;{'nameRu': 'Услуга'}
161240023109/230002/00;"{'nameRu': 'ТОО ""Uplink""'}";Услуги по доступу к Интернету;{'nameRu': 'Второй этап конкурса с использованием рамочного соглашения'};184151.75;275000.00;{'nameRu': 'Услуга'}
161240023109/230001/00;"{'nameRu': 'АО ""Казахтелеком""'}";Услуги местной телефонной связи;{'nameRu': 'Второй этап конкурса с использованием рамочного соглашения'};0.00;40000.00;{'nameRu': 'Услуга'}
